3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
14 10 4	....IILL...OAADCPOJ.DCPOJ.BFFFJ.B... I93 L96 O99 D98 C99 P99 B98 F98 
14 12 2	II.CPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I97 C97 P97 O98 L96 D98 B98 F98 
14 12 2	.IICPOLLDCPOAAD..OJ.....J.BFFFJ.B... I98 O98 L96 D97 C97 P97 B98 F98 
14 11 3	...CII.LLCPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L97 O99 C97 P98 B98 F98 
14 11 3	...CIILL.C.OAAD.POJ.D.POJ.BFFFJ.B... I93 L96 O99 D98 C97 P99 B98 F98 
14 11 3	..IIPO..LLPOAADC.OJ.DC..J.BFFFJ.B... I99 O98 L94 D98 C99 P97 B98 F98 
14 11 3	..IIPOLL.CPOAADC.OJ.D...J.BFFFJ.B... I99 O98 L96 D98 C98 P97 B98 F98 
14 11 3	..DII.LLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 L96 O99 C99 P98 B97 F98 
14 11 3	..DII.LLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 L96 O99 C98 P98 B98 F98 
14 12 2	.IICP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I98 O97 L96 D98 C97 P97 B98 F98 
14 11 3	..DII.LLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 L96 O99 A99 C99 P98 B98 F98 
14 11 3	..D.IILLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O99 C99 P98 B98 F98 
14 11 3	..DII.LLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 L96 O99 A99 C99 P99 B97 F98 
14 11 3	..DIIOLLD..O.AACPOJ.BCP.J.BFFFJ..... D96 O98 L96 A99 C99 P99 B97 F98 
14 10 4	...II.LLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 L96 O99 C99 P99 B97 F98 
14 13 1	IIDCPOLLDCPOAA...OJ.B...J.BFFFJ..... I97 O98 L96 D96 C97 P97 B97 F98 
14 10 4	...II.LLDC.OAADCPOJ...POJ.BFFFJ.B... D97 L96 O99 C98 P99 B98 F98 
14 11 3	II..PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I97 P97 O98 L97 D98 C99 B98 F98 
14 11 3	IID..OLLD.POAA.CPOJ..C..J.BFFFJ.B... I97 O98 L96 D96 C99 P98 B98 F98 
14 11 3	IID..O..DLLOJAACPOJ.BCP.J.BFFF...... I97 O98 D98 L99 A99 C99 P99 J99 B99 F98 
14 13 1	IIDCPOLLDCPO...AAOJ.....J.BFFFJ.B... I97 O98 L96 A97 D96 C97 P97 B98 F98 
14 11 3	.II.POLL.CPOAADC.OJ.D...J.BFFFJ.B... I98 O98 L96 D98 C98 P97 B98 F98 
14 13 1	IIDCPOLLDCPO.AA..OJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P97 B98 F98 
14 11 3	.II.POLLD.POAADC.OJ..C..J.BFFFJ.B... I98 O98 L96 D97 C99 P97 B98 F98 
14 10 4	.II...LLD..OAADCPOJ..CPOJ.BFFFJ.B... I98 L96 D97 O99 C99 P99 B98 F98 
14 11 3	.II.PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I98 O98 L94 D98 C99 P97 B98 F98 
14 11 3	.II.P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I98 L96 D97 O99 C99 P97 B98 F98 
14 12 2	IID.POLLD.PO.AAC.OJ..C..J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P97 B98 F98 
14 11 3	.II.P..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I98 O97 L97 D98 C99 P97 B98 F98 
14 10 4	...II.LLD.POAADCPOJ..C.OJ.BFFFJ.B... D97 L96 O99 C99 P98 B98 F98 
14 11 3	..IIP...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I99 L94 O99 D98 C99 P97 B98 F98 
14 12 2	IIDC.OLLDC.OAA..POJ.B.P.J.BFFFJ..... I97 O98 L96 D96 C97 P99 B97 F98 
14 10 4	.II.....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I98 L98 P98 O99 D98 C99 B98 F98 
14 12 2	IIDC.OLLDCPOAA..POJ.....J.BFFFJ.B... I97 O98 L96 D96 C97 P98 B98 F98 
14 11 3	IID...J.DLLOJAACPOJ..CPO..BFFF..B... I97 L99 O99 A99 D96 C99 P99 J98 B98 F98 
14 12 2	IIDC.OLLDC.O..AAPOJ...P.J.BFFFJ.B... I97 O98 L96 A98 D96 C97 P99 B98 F98 
14 10 4	.II..O.LL.POAADCPOJ.DC..J.BFFFJ.B... I98 O98 L97 D98 C99 P98 B98 F98 
14 11 3	IID..OLLD..OAA.CPOJ.BCP.J.BFFFJ..... I97 O98 L96 D96 C99 P99 B97 F98 
14 10 4	..DII.LLD..OAABCPOJ.BCPOJ..FFFJ..... D96 L96 O99 C99 P99 B96 F98 
14 12 2	IID.POLLD.POAA.C.OJ.BC..J.BFFFJ..... I97 O98 L96 D96 C99 P97 B97 F98 
14 10 4	.II...LL..POAADCPOJ.DC.OJ.BFFFJ.B... I98 L96 O99 D98 C99 P98 B98 F98 
14 11 3	..IIP..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I99 L95 O99 D98 C99 P97 B98 F98 
14 10 4	...II.LL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 L96 O99 C98 P98 B98 F98 
14 10 4	.II..O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I98 O98 L97 D98 C98 P99 B98 F98 
14 11 3	IID..OLLD..O.AACPOJ..CP.J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P99 B98 F98 
14 11 3	.II.PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I98 O98 L97 D98 C98 P97 B98 F98 
14 12 2	IIDC.OLLDC.O.AA.POJ...P.J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P99 B98 F98 
14 12 2	..DCIILLDC.OAA..POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 C97 P99 B97 F98 
14 10 4	II.....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I97 L97 P98 O99 D98 C99 B98 F98 
14 10 4	...IIO.LLCPOAADCPOJ.D...J.BFFFJ.B... D98 O98 L97 C98 P98 B98 F98 
14 12 2	..DCIILLDC.O..AAPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P99 B98 F98 
14 10 4	.II....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I98 L97 P98 O99 D98 C99 B98 F98 
14 12 2	..DCIILLDC.O.AA.POJ...POJ.BFFFJ.B... D96 I99 L96 O99 A99 C97 P99 B98 F98 
14 11 3	.IIC...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I98 L97 P98 O99 D98 C97 B98 F98 
14 11 3	.IIC...LLC.OAAD.POJ.D.POJ.BFFFJ.B... I98 O97 L97 D98 C97 P99 B98 F98 
14 12 2	.IICP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I98 L97 P97 O99 D98 C97 B98 F98 
14 11 3	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L97 D98 C97 P98 B98 F98 
14 11 3	.IIC..LLDC.OAAD.POJ...POJ.BFFFJ.B... I98 L96 O99 D97 C97 P99 B98 F98 
14 10 4	II...O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L97 D98 C98 P99 B98 F98 
14 11 3	..DII.LLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 L96 O99 C98 P99 B97 F98 
14 10 4	.II....LL..OAADCPOJ.DCPOJ.BFFFJ.B... I98 L97 O99 D98 C99 P99 B98 F98 
14 11 3	..DIIOLLDC.OAA.CPOJ...P.J.BFFFJ.B... D96 L96 O98 C98 P99 B98 F98 
14 10 4	.II..OLLD..OAADCPOJ..CP.J.BFFFJ.B... I98 O98 L96 D97 C99 P99 B98 F98 
14 10 4	...IIO.LLC.OAADCPOJ.D.P.J.BFFFJ.B... D98 L97 O98 C98 P99 B98 F98 
14 11 3	..DIIOLLDCPOAA.CPOJ.....J.BFFFJ.B... D96 O98 L96 C98 P98 B98 F98 
14 10 4	.II..O..LLPOAADCPOJ.DC..J.BFFFJ.B... I98 O98 L98 P98 D98 C99 B98 F98 
14 11 3	..IIP.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I99 L96 O99 D97 C99 P97 B98 F98 
14 10 4	..II.O..LLPOAADCPOJ.DC..J.BFFFJ.B... I99 O98 L98 P98 D98 C99 B98 F98 
14 10 4	II.....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I97 L97 C98 O99 D98 P99 B98 F98 
14 10 4	.II....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I98 L97 C98 O99 D98 P99 B98 F98 
14 10 4	..II...LLC.OAADCPOJ.D.POJ.BFFFJ.B... I99 L97 C98 O99 D98 P99 B98 F98 
14 11 3	II.C.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I97 C97 O98 L97 D98 P99 B98 F98 
14 11 3	..IIP..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I99 L97 C98 O99 D98 P97 B98 F98 
14 10 4	II...O..LLPOAADCPOJ.DC..J.BFFFJ.B... I97 O98 L98 P98 D98 C99 B98 F98 
14 10 4	....IILL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 L96 O99 C98 P99 B98 F98 
14 10 4	II...O.LL.POAADCPOJ.DC..J.BFFFJ.B... I97 O98 L97 P98 D98 C99 B98 F98 
14 11 3	..DIIOLLD.POAA.CPOJ.BC..J.BFFFJ..... D96 O98 L96 C99 P98 B97 F98 
14 11 3	II.C.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I97 O98 L97 P98 D98 C97 B98 F98 
14 10 4	..II.O.LL.POAADCPOJ.DC..J.BFFFJ.B... I99 O98 L97 P98 D98 C99 B98 F98 
14 11 3	.IIC.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L96 D98 C97 P98 B98 F98 
14 11 3	..IIPO.LL.POAADC.OJ.DC..J.BFFFJ.B... I99 O98 L97 P97 D98 C99 B98 F98 
14 11 3	IID.....DLLOJAACPOJ..CPOJ.BFFF..B... I97 L99 O99 A99 D96 C99 P99 J99 B98 F98 
14 10 4	....IILLD..OAADCPOJ..CPOJ.BFFFJ.B... D97 I99 L96 O99 C99 P99 B98 F98 
14 11 3	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D97 I99 L96 O99 C97 P99 B98 F98 
14 11 3	..D.IILLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 C98 P99 B98 F98 
14 11 3	.IIC..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C97 P98 B98 F98 
14 10 4	....II.LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 L97 O99 C98 P99 B98 F98 
14 10 4	II...OLLD..OAADCPOJ..CP.J.BFFFJ.B... I97 O98 L96 D97 C99 P99 B98 F98 
14 11 3	II..POLLD.POAADC.OJ..C..J.BFFFJ.B... I97 O98 L96 D97 C99 P97 B98 F98 
14 12 2	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 O98 L96 D97 C97 P97 B98 F98 
14 12 2	IIDC..LLDC.OAA..POJ.B.POJ.BFFFJ..... I97 L96 O99 D96 C97 P99 B97 F98 
14 11 3	II..PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I97 L98 O98 D98 C99 P97 B98 F98 
14 13 1	IIDCP.LLDCPOAA...OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P97 B97 F98 
14 10 4	....II..DLLOAADCPOJ..CPOJ.BFFFJ.B... I97 D99 L99 O99 C99 P99 B98 F98 
14 10 4	II...OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L96 C98 D98 P99 B98 F98 
14 11 3	IID..OLLDC.OAA.CPOJ...P.J.BFFFJ.B... I97 O98 L96 C98 D96 P99 B98 F98 
14 11 3	II..POLL.CPOAADC.OJ.D...J.BFFFJ.B... I97 O98 L96 C98 D98 P97 B98 F98 
14 12 2	IID.POLLDCPOAA.C.OJ.....J.BFFFJ.B... I97 O98 L96 C98 D96 P97 B98 F98 
14 12 2	IIDC..LLDC.O..AAPOJ...POJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P99 B98 F98 
14 10 4	..II.OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I99 O98 L96 C98 D98 P99 B98 F98 
14 13 1	IIDCP.LLDCPO..AA.OJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P97 B98 F98 
14 12 2	IIDC..LLDC.O.AA.POJ...POJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P99 B98 F98 
14 11 3	..DIIOLLD..OJAACPOJ..CP.J.BFFF..B... D96 O98 L96 A99 C99 P99 J99 B98 F98 
14 13 1	IIDCP.LLDCPO.AA..OJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P97 B98 F98 
14 11 3	II..P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P97 B98 F98 
14 11 3	II..P...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I97 L94 O99 D98 C99 P97 B98 F98 
15 12 3	II.C.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I97 O98 L97 D98 C97 P96 B98 F98 
15 12 3	IID..O..DLLOJAACPOJ..CP.J.BFFF..B... I97 O98 D98 L99 A99 C99 P99 J99 B98 F98 
15 12 3	.IIC..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I98 L96 O99 D97 C97 P99 B97 F98 
15 12 3	IID..OLLD..OJAACPOJ..CP.J.BFFF..B... I97 O98 L96 A99 D96 C99 P99 J99 B98 F98 
15 13 2	IIDC..LLDC.OJ.AAPOJ...POJ.BFFF..B... I97 L96 O99 A98 D96 C97 P99 J99 B98 F98 
15 13 2	IIDC..LLDC.OJAA.POJ...POJ.BFFF..B... I97 L96 O99 A99 D96 C97 P99 J99 B98 F98 
15 12 3	II..P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D97 C99 P97 B97 F98 
15 11 4	II...OLL.CPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L96 C98 P98 D98 B98 F98 
15 11 4	IID...LLD..OAABCPOJ.BCPOJ..FFFJ..... I97 L96 O99 D96 C99 P99 B96 F98 
15 13 2	.IICP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C97 P97 B97 F98 
15 11 4	...IIOLLDCPOAADCPOJ.....J.BFFFJ.B... D97 O98 L96 C98 P98 B98 F98 
15 13 2	IID.P.LLD.POAA.C.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C99 P97 B97 F98 
15 12 3	.II.P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I98 L96 D97 O99 C99 P97 B97 F98 
15 12 3	..DII.LLD..OJAACPOJ.BCPOJ.BFFF...... D96 L96 O99 A99 C99 P99 J99 B97 F98 
15 12 3	IID.P.LLD.POAABC.OJ.BC.OJ..FFFJ..... I97 L96 O99 D96 C99 P97 B96 F98 
15 12 3	II..POLL.CPOAADC.OJ.D...J.BFFFJ.B... I97 L96 O98 D98 C98 P97 B98 F98 
15 12 3	IID...LLDC.OAA.CPOJ.B.POJ.BFFFJ..... I97 L96 O99 D96 C98 P99 B97 F98 
15 13 2	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 O98 L96 C98 A99 D96 P97 B98 F98 
15 11 4	...IIOLLD.POAADCPOJ.BC..J.BFFFJ..... D97 O98 L96 C99 P98 B97 F98 
15 14 1	IIDCPOLLDCPO..AA.OJ.....J.BFFFJ.B... I97 O98 L96 A98 D96 C97 P97 B98 F98 
15 12 3	..D.IILLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 C99 P98 B97 F98 
15 11 4	...II.LL..POAADCPOJ.DC.OJ.BFFFJ.B... I98 L96 O99 D98 C99 P98 B98 F98 
15 14 1	IIDCP.LLDCPO...AAOJ.B..OJ.BFFFJ..... I97 L96 O99 A97 D96 C97 P97 B97 F98 
15 14 1	IIDCP.LLDCPO..AA.OJ.B..OJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P97 B97 F98 
15 12 3	IID...LLD.POAA.CPOJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C99 P98 B97 F98 
15 14 1	IIDCP.LLDCPO.AA..OJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P97 B97 F98 
15 12 3	..D.IILLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 C98 P98 B98 F98 
15 12 3	IID..OLLD..O.AACPOJ.BCP.J.BFFFJ..... I97 O98 L96 A99 D96 C99 P99 B97 F98 
15 13 2	IIDC..LLDC.O.AA.POJ.B.POJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P99 B97 F98 
15 12 3	IID..OLLD.POAA.CPOJ.BC..J.BFFFJ..... I97 O98 L96 D96 C99 P98 B97 F98 
15 12 3	IID..OLLDCPOAA.CPOJ.....J.BFFFJ.B... I97 O98 L96 D96 C98 P98 B98 F98 
15 12 3	IID...LLD..OJAACPOJ..CPOJ.BFFF..B... I97 L96 O99 A99 D96 C99 P99 J99 B98 F98 
15 12 3	IID..OLLD.PO.AACPOJ..C..J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P98 B98 F98 
15 14 1	IIDCPOLLDCPO..AA.OJ.B...J.BFFFJ..... I97 O98 L96 A98 D96 C97 P97 B97 F98 
15 11 4	.II...LLDC.OAADCPOJ...POJ.BFFFJ.B... I98 L96 D97 C98 O99 P99 B98 F98 
15 11 4	..II..LLD.POAADCPOJ..C.OJ.BFFFJ.B... I99 L96 O99 D97 C99 P98 B98 F98 
15 14 1	IIDCPOLLDCPO.AA..OJ.B...J.BFFFJ..... I97 O98 L96 A99 D96 C97 P97 B97 F98 
15 14 1	IIDCP.LLDCPOAA...OJ.B..OJ.BFFFJ..... I97 O97 L96 D96 C97 P97 B97 F98 
15 13 2	IID.P.LLD.POJAAC.OJ..C.OJ.BFFF..B... I97 L96 O99 A99 D96 C99 P97 J99 B98 F98 
15 13 2	IIDC.OLLDCPO.AA.POJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P98 B98 F98 
15 12 3	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L97 D98 C97 P96 B98 F98 
15 11 4	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P98 B98 F98 
15 11 4	IID.....DLLOAABCPOJ.BCPOJFFF..J..... I97 L99 O99 D96 C99 P99 B96 F96 
15 13 2	.IICP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I98 O97 L95 D98 C97 P97 B98 F98 
15 11 4	...IIOLLD..OAADCPOJ.BCP.J.BFFFJ..... D97 L96 O98 C99 P99 B97 F98 
15 11 4	..II..LLDC.OAADCPOJ...POJ.BFFFJ.B... I99 L96 O99 D97 C98 P99 B98 F98 
15 11 4	....IILLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 I99 L96 O99 C99 P99 B97 F98 
15 12 3	..DII.LLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 L96 O99 A99 C98 P99 B97 F98 
15 11 4	IID.....DLLOAABCPOJ.BCPOJ.FFF.J..... I97 L99 O99 D96 C99 P99 B96 F97 
15 12 3	..DIIOLLD..OAA.CPOJ.BCP.J.BFFFJ..... D96 O98 L96 A98 C99 P99 B97 F98 
15 12 3	IID.....DLLOAABC.OJ.BC.OJFFFP.J...P. I97 L99 O99 D96 C99 P97 B96 F96 
15 12 3	IID.....DLLOAABC.OJ.BCPOJFFFP.J..... I97 L99 O99 D96 C99 P98 B96 F96 
15 12 3	..D.IILLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O99 A99 C99 P98 B98 F98 
15 12 3	..DII.LLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 L96 O99 A99 C99 P98 B97 F98 
15 11 4	II....LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C98 P98 B98 F98 
15 11 4	.II....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I98 L97 C98 P98 O99 D98 B98 F98 
15 11 4	IID..O..DLLOAABCPOJ.BCP.JFFF..J..... I97 O98 L99 D96 C99 P99 B96 F96 
15 13 2	II.CP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P97 B97 F98 
15 11 4	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 C98 P98 O99 D98 B98 F98 
15 13 2	IID.....DLL.AABC..J.BCPOJFFFPOJ....O I97 L99 O97 D96 C99 P98 B96 F96 
15 12 3	..DII.LLDCPO.AACPOJ....OJ.BFFFJ.B... D96 L96 O99 A99 C98 P98 B98 F98 
15 11 4	IID..O..DLLOAABCPOJ.BCP.J.FFF.J..... I97 O98 L99 D96 C99 P99 B96 F97 
15 11 4	II....LLDC.OAADCPOJ...POJ.BFFFJ.B... I97 L96 O99 D97 C98 P99 B98 F98 
15 12 3	IID..O..DLLOAABC.OJ.BC..JFFFP.J...P. I97 O98 L99 D96 C99 P97 B96 F96 
15 12 3	..D.IILLDC.O.AACPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 A99 C98 P99 B98 F98 
15 12 3	II..P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I97 L97 C98 P97 O99 D98 B98 F98 
15 12 3	.IIC.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L96 D98 C97 P96 B98 F98 
15 12 3	..DII.LLD.POJAACPOJ..C.OJ.BFFF..B... D96 L96 O99 A99 C99 P98 J99 B98 F98 
15 12 3	..DII.LLDC.OJAACPOJ...POJ.BFFF..B... D96 L96 O99 A99 C98 P99 J99 B98 F98 
15 12 3	II.C...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I97 L97 C97 P98 O99 D98 B98 F98 
15 13 2	IID.....DLL.AABC..J.BC.OJFFFPOJ...PO I97 L99 O97 D96 C99 P97 B96 F96 
15 12 3	..D.IILLD..OJAACPOJ..CPOJ.BFFF..B... D96 I99 L96 O99 A99 C99 P99 J99 B98 F98 
15 12 3	IID...J.DLLOJAACPOJ.BCPO..BFFF...... I97 O97 D98 L99 A99 C99 P99 J98 B99 F98 
15 11 4	II....LLDC.OAADCPOJ...POJ.BFFFJ.B... I97 L96 O99 D97 C98 P99 B98 F98 
15 13 2	.IICPOLLDCPOAAD..OJ.B...J.BFFFJ..... I98 O98 L96 D97 C97 P97 B97 F98 
15 12 3	IID...LLDC.O.AACPOJ...POJ.BFFFJ.B... I97 L96 O99 A99 D96 C98 P99 B98 F98 
15 11 4	..DII.LLD.POAABCPOJ.BC.OJ..FFFJ..... D96 L96 O99 C99 P98 B96 F98 
15 11 4	....II..LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L96 O99 C99 P98 B98 F98 
15 11 4	....IILL..POAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L96 O99 C99 P98 B98 F98 
15 12 3	IID...LLDCPOAA.CPOJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P98 B98 F98 
15 11 4	II....LLD..OAADCPOJ.BCPOJ.BFFFJ..... I97 L96 O99 D97 C99 P99 B97 F98 
15 11 4	..II..LLD..OAADCPOJ..CPOJ.BFFFJ.B... I99 O97 L96 D97 C99 P99 B98 F98 
15 12 3	IID...LLD.PO.AACPOJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C99 P98 B98 F98 
15 11 4	..II.OLLDC.OAADCPOJ...P.J.BFFFJ.B... I99 O98 L96 D97 C98 P99 B98 F98 
15 12 3	IIDC..LLDC.OAAB.POJ.B.POJ..FFFJ..... I97 L96 O99 D96 C97 P99 B96 F98 
15 12 3	...CIILL.CPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C97 P98 B98 F98 
15 12 3	..DII.LLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 L96 O99 C98 P98 B97 F98 
15 11 4	II...OLLD.POAADCPOJ..C..J.BFFFJ.B... I97 O98 L96 D97 P98 C99 B98 F98 
15 13 2	IIDC..LLDCPOAA..POJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P98 B98 F98 
15 13 2	IID.P.LLD.PO.AAC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C99 P97 B98 F98 
15 11 4	.II..OLLD.POAADCPOJ..C..J.BFFFJ.B... I98 O98 L96 D97 P98 C99 B98 F98 
15 11 4	..II.OLLD.POAADCPOJ..C..J.BFFFJ.B... I99 O98 L96 D97 P98 C99 B98 F98 
15 11 4	..II.OLL.CPOAADCPOJ.D...J.BFFFJ.B... I99 O98 L96 C98 P98 D98 B98 F98 
15 12 3	..DIIOLLD.POJAACPOJ..C..J.BFFF..B... D96 O98 L96 A99 C99 P98 J99 B98 F98 
15 12 3	..IIPOLLDCPOAADC.OJ.....J.BFFFJ.B... I99 O98 L96 D97 C98 P97 B98 F98 
15 12 3	II.C.OLLDCPOAAD.POJ.....J.BFFFJ.B... I97 O98 L96 D97 P98 C97 B98 F98 
15 13 2	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P97 B96 F98 
15 11 4	...II.LLD.POAADCPOJ..C.OJ.BFFFJ.B... D95 L96 P98 O99 C99 B98 F98 
15 12 3	..DIIOLLDC.OJAACPOJ...P.J.BFFF..B... D96 O98 L96 A99 C98 P99 J99 B98 F98 
15 12 3	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 O98 L96 D97 P98 C97 B98 F98 
15 11 4	..D.IILLD..OAABCPOJ.BCPOJ..FFFJ..... D96 I99 L96 O99 C99 P99 B96 F98 
15 12 3	IIDC.OLLDC.OAAB.POJ.B.P.J..FFFJ..... I97 O98 L96 D96 C97 P99 B96 F98 
15 12 3	..D.IILLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 C98 P99 B97 F98 
15 11 4	.II...LLD..OAADCPOJ.BCPOJ.BFFFJ..... I98 L96 D97 O99 C99 P99 B97 F98 
15 11 4	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L97 C98 P98 D98 B98 F98 
15 14 1	IIDCP.LLDCPOJAA..OJ....OJ.BFFF..B... I97 L96 O99 A99 D96 C97 P97 J99 B98 F98 
15 12 3	..D.IILLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O99 A99 C99 P99 B97 F98 
15 11 4	IID..OLLD..OAABCPOJ.BCP.J..FFFJ..... I97 O98 L96 D96 C99 P99 B96 F98 
15 12 3	..IIPO.LLCPOAADC.OJ.D...J.BFFFJ.B... I95 O98 L97 D98 C98 P97 B98 F98 
15 12 3	II.C.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I97 L96 O98 D98 C97 P98 B98 F98 
15 12 3	..DIIOLLD..OJAACPOJ.BCP.J.BFFF...... D96 O98 L96 A99 C99 P99 J99 B97 F98 
15 12 3	..IIP..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I99 L95 O99 D98 C98 P97 B98 F98 
15 12 3	.II.P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I98 P97 L96 C98 O99 D98 B98 F98 
15 11 4	...II.LLD.POAADCPOJ.BC.OJ.BFFFJ..... D97 L96 O99 C99 P98 B97 F98 
15 12 3	.II.POLLD.POAADC.OJ.BC..J.BFFFJ..... I98 O98 L96 D97 C99 P97 B97 F98 
