3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
15 11 4	..II.OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I99 O96 L96 C98 D98 P99 B98 F98 
15 11 4	..II....LL.OAADCPOJ.DCPOJ.BFFFJ.B... I99 L98 O95 D98 C99 P99 B98 F98 
15 11 4	...II.LL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 O95 L96 C98 P99 B98 F98 
15 11 4	II...OLL..POAADCPOJ.DC..J.BFFFJ.B... I97 O96 L96 P98 D98 C99 B98 F98 
15 11 4	.II..OLL..POAADCPOJ.DC..J.BFFFJ.B... I98 O96 L96 P98 D98 C99 B98 F98 
15 11 4	II...OLLD..OAADCPOJ..CP.J.BFFFJ.B... I97 O96 L96 D97 C99 P99 B98 F98 
15 11 4	..II.OLL..POAADCPOJ.DC..J.BFFFJ.B... I99 O96 L96 P98 D98 C99 B98 F98 
15 11 4	....IILL...OAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L96 O95 C99 P99 B98 F98 
15 11 4	...II..LL.POAADCPOJ.DC.OJ.BFFFJ.B... D98 O95 L97 C99 P98 B98 F98 
15 11 4	.II...LL...OAADCPOJ.DCPOJ.BFFFJ.B... I98 L96 O95 D98 C99 P99 B98 F98 
15 11 4	.II.....LL.OAADCPOJ.DCPOJ.BFFFJ.B... I98 L98 O95 D98 C99 P99 B98 F98 
15 11 4	..II...LL..OAADCPOJ.DCPOJ.BFFFJ.B... I99 O95 L97 D98 C99 P99 B98 F98 
15 11 4	.II..O.LL.POAADCPOJ.DC..J.BFFFJ.B... I98 O96 L97 D98 C99 P98 B98 F98 
15 11 4	....II.LL..OAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L97 O95 C99 P99 B98 F98 
15 12 3	...CII.LLC.OAAD.POJ.D.POJ.BFFFJ.B... D98 I99 L97 O95 C97 P99 B98 F98 
15 11 4	....II..LL.OAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L98 O95 C99 P99 B98 F98 
15 11 4	.II..O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I98 O96 L97 D98 C98 P99 B98 F98 
15 11 4	.II..OLLD..OAADCPOJ..CP.J.BFFFJ.B... I98 O96 L96 D97 C99 P99 B98 F98 
15 11 4	II.....LL..OAADCPOJ.DCPOJ.BFFFJ.B... I97 O95 L97 D98 C99 P99 B98 F98 
15 11 4	.II....LL..OAADCPOJ.DCPOJ.BFFFJ.B... I98 O95 L97 D98 C99 P99 B98 F98 
15 11 4	II...O..LLPOAADCPOJ.DC..J.BFFFJ.B... I97 O96 L98 P98 D98 C99 B98 F98 
15 11 4	.II..O..LLPOAADCPOJ.DC..J.BFFFJ.B... I98 O96 L98 P98 D98 C99 B98 F98 
15 11 4	..II.O..LLPOAADCPOJ.DC..J.BFFFJ.B... I99 O96 L98 P98 D98 C99 B98 F98 
15 11 4	...II...LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 O95 L98 C99 P98 B98 F98 
15 11 4	IID..O..DLLOAABCPOJ.BCP.J..FFFJ..... I97 O96 D98 L99 C99 P99 B98 F98 
15 11 4	II...O.LL.POAADCPOJ.DC..J.BFFFJ.B... I97 O96 L97 D98 C99 P98 B98 F98 
15 11 4	II...O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O96 L97 D98 C98 P99 B98 F98 
16 15 1	IIDCPOLLDCPO..BAAOJ.B...J..FFFJ..... I97 O96 L96 A97 D96 C97 P97 B96 F98 
16 15 1	IIDCPOLLDCPOJAA..OJ.....J.BFFF..B... I97 O96 L96 A99 D96 C97 P97 J99 B98 F98 
16 15 1	IIDCP.LLDCPOAA...OJ.B..OJ.BFFFJ..... I97 O95 L96 D96 C97 P97 B97 F98 
16 15 1	IIDCP.LLDCPO..AA.OJ....OJ.BFFFJ.B... I97 O95 L96 A98 D96 C97 P97 B98 F98 
16 15 1	IIDCP.LLDCPO...AAOJ....OJ.BFFFJ.B... I97 O95 L96 A97 D96 C97 P97 B98 F98 
16 15 1	IIDCP.LLDCPO.AA..OJ....OJ.BFFFJ.B... I97 O95 L96 A99 D96 C97 P97 B98 F98 
16 15 1	IIDCPOLLDCPOJ.AA.OJ.....J.BFFF..B... I97 O96 L96 A98 D96 C97 P97 J99 B98 F98 
16 15 1	IIDCPOLLDCPO.AA..OJ.B...J.BFFFJ..... I97 O96 L96 A99 D96 C97 P97 B97 F98 
16 15 1	IIDCPOLLDCPOJ..AAOJ.....J.BFFF..B... I97 O96 L96 A97 D96 C97 P97 J99 B98 F98 
16 15 1	II.CPOLL.CPO..DAAOJ.D...J.BFFFJ.B... I97 O96 L96 A97 D94 C97 P97 B98 F98 
16 15 1	IIDCPOLLDCPO...AAOJ.B...J.BFFFJ..... I97 O96 L96 A97 D96 C97 P97 B97 F98 
16 15 1	II.CPOLLDCPO..DAAOJ.....J.BFFFJ.B... I97 O96 L96 A97 D95 C97 P97 B98 F98 
16 15 1	IIDCPOLLDCPO..AA.OJ.B...J.BFFFJ..... I97 O96 L96 A98 D96 C97 P97 B97 F98 
16 14 2	IIDC.OLLDC.O..AAPOJ.B.P.J.BFFFJ..... I97 O96 L96 A98 D96 C97 P99 B97 F98 
16 14 2	.IICPOLLDCPOAAD..OJ.B...J.BFFFJ..... I98 O96 L96 D97 C97 P97 B97 F98 
16 14 2	IID.POLLD.PO.AAC.OJ.BC..J.BFFFJ..... I97 O96 L96 A99 D96 C99 P97 B97 F98 
16 14 2	.IICP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I98 O95 L96 D97 C97 P97 B98 F98 
16 14 2	IIDC.OLLDC.O.AA.POJ.B.P.J.BFFFJ..... I97 O96 L96 A99 D96 C97 P99 B97 F98 
16 14 2	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 O96 L96 D95 C97 P97 B98 F98 
16 14 2	IID.POLLDCPOAA.C.OJ.....J.BFFFJ.B... I97 O96 L96 D96 C96 P97 B98 F98 
16 14 2	IID.POLLD.POJAAC.OJ..C..J.BFFF..B... I97 O96 L96 A99 D96 C99 P97 J99 B98 F98 
16 14 2	..DCIILLDCPOAA..POJ....OJ.BFFFJ.B... D96 I99 O95 L96 C97 P98 B98 F98 
16 14 2	..DCIILLDC.OAA..POJ.B.POJ.BFFFJ..... D96 I99 O95 L96 C97 P99 B97 F98 
16 14 2	..DCIILLDC.O.AA.POJ...POJ.BFFFJ.B... D96 I99 O95 L96 A99 C97 P99 B98 F98 
16 14 2	..DCIILLDC.O..AAPOJ...POJ.BFFFJ.B... D96 I99 O95 L96 A98 C97 P99 B98 F98 
16 14 2	IIDCPOLLDCPOAAB..OJ.B...J..FFFJ..... I97 O96 L96 D96 C97 P97 B96 F98 
16 14 2	IIDC.OLLDC.OJAA.POJ...P.J.BFFF..B... I97 O96 L96 A99 D96 C97 P99 J99 B98 F98 
16 14 2	IIDC..LLDC.OAA..POJ.B.POJ.BFFFJ..... I97 O95 L96 D96 C97 P99 B97 F98 
16 14 2	IIDC..LLDC.O..AAPOJ...POJ.BFFFJ.B... I97 O95 L96 A98 D96 C97 P99 B98 F98 
16 14 2	IIDC..LLDC.O.AA.POJ...POJ.BFFFJ.B... I97 O95 L96 A99 D96 C97 P99 B98 F98 
16 14 2	IID.P.LLD.PO.AAC.OJ..C.OJ.BFFFJ.B... I97 O95 L96 A99 D96 C99 P97 B98 F98 
16 14 2	.IICP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I98 O95 L95 D98 C97 P97 B98 F98 
16 14 2	IIDC.OLLDC.OJ.AAPOJ...P.J.BFFF..B... I97 O96 L96 A98 D96 C97 P99 J99 B98 F98 
16 14 2	IID.P.LLD.POAA.C.OJ.BC.OJ.BFFFJ..... I97 O95 L96 D96 C99 P97 B97 F98 
16 13 3	.IIC.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I98 O96 L96 D97 C97 P99 B97 F98 
16 13 3	IID..O..DLLOJAACPOJ..CP.J.BFFF..B... I97 O96 D98 L99 A99 C99 P99 J99 B98 F98 
16 13 3	..IIPOLLD.POAADC.OJ.BC..J.BFFFJ..... I99 O96 L96 D97 C99 P97 B97 F98 
16 13 3	II..PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I97 O96 L97 D98 C96 P97 B98 F98 
16 13 3	..IIP...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I99 O95 L94 D98 C99 P97 B98 F98 
16 13 3	..IIPOLLDCPOAADC.OJ.....J.BFFFJ.B... I99 O96 L96 D97 C98 P97 B98 F98 
16 13 3	II..P...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I97 O95 L96 D98 C99 P97 B98 F98 
16 13 3	.II.POLL.CPOAADC.OJ.D...J.BFFFJ.B... I98 O96 L96 D98 C96 P97 B98 F98 
16 13 3	..IIP.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I99 O95 L96 D97 C99 P97 B98 F98 
16 13 3	II..POLLD.POAADC.OJ..C..J.BFFFJ.B... I97 O96 L96 D95 C99 P97 B98 F98 
16 13 3	IID..OJ.DLLOJAACPOJ..CP...BFFF..B... I97 O96 D98 L99 A99 C99 P99 J98 B98 F98 
16 13 3	..DIIOLLDC.OJAACPOJ...P.J.BFFF..B... D96 O96 L96 A99 C98 P99 J99 B98 F98 
16 13 3	..DIIOLLDC.O.AACPOJ.B.P.J.BFFFJ..... D96 O96 L96 A99 C98 P99 B97 F98 
16 13 3	..DII.LLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 O95 L96 C99 P98 B97 F98 
16 13 3	..DIIOLLD.POJAACPOJ..C..J.BFFF..B... D96 O96 L96 A99 C99 P98 J99 B98 F98 
16 13 3	IIDC.OLLDC.OAAB.POJ.B.P.J..FFFJ..... I97 O96 L96 D96 C97 P99 B96 F98 
16 13 3	.II.P..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I96 O95 L97 D98 C99 P97 B98 F98 
16 13 3	..IIP..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I95 O95 L97 D98 C99 P97 B98 F98 
16 13 3	..DIIOLLDCPOAA.CPOJ.B...J.BFFFJ..... D96 O96 L96 C98 P98 B97 F98 
16 13 3	II.C.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I97 O96 L96 D95 C97 P99 B98 F98 
16 13 3	..DII.LLD..OJAACPOJ..CPOJ.BFFF..B... D96 O95 L96 A99 C99 P99 J99 B98 F98 
16 13 3	IID.....DLLO.AACPOJ..CPOJ.BFFFJ.B... I97 O95 D98 L99 A99 C99 P99 B98 F98 
16 13 3	..D.IILLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 I99 O95 L96 C98 P99 B98 F98 
16 13 3	IID...LLD..OAA.CPOJ.BCPOJ.BFFFJ..... I97 O95 L96 D96 C99 P99 B97 F98 
16 13 3	..D.IILLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 I99 O95 L96 C99 P98 B98 F98 
16 13 3	IID.....DLLOJAACPOJ.BCPOJ.BFFF...... I97 O95 D98 L99 A99 C99 P99 J99 B99 F98 
16 13 3	IID...J.DLLOJAACPOJ.BCPO..BFFF...... I97 O95 D98 L99 A99 C99 P99 J98 B99 F98 
16 13 3	IID..OLLD..O.AACPOJ.BCP.J.BFFFJ..... I97 O96 L96 A99 D96 C99 P99 B97 F98 
16 13 3	..DII.LLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 O95 L96 C98 P98 B98 F98 
16 13 3	..DIIOLLD.PO.AACPOJ.BC..J.BFFFJ..... D96 O96 L96 A99 C99 P98 B97 F98 
16 13 3	..DIIOLLD..OJAACPOJ.BCP.J.BFFF...... D96 O96 L96 A99 C99 P99 J99 B97 F98 
16 13 3	..DII.LLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 O95 L96 A99 C99 P98 B98 F98 
16 13 3	..D.IILLD..O.AACPOJ..CPOJ.BFFFJ.B... D96 I99 O95 L96 A99 C99 P99 B98 F98 
16 13 3	..DII.LLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 O95 L96 C98 P99 B97 F98 
16 13 3	..DII.LLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 O95 L96 A99 C99 P99 B97 F98 
16 13 3	..D.IILLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 I99 O95 L96 C99 P99 B97 F98 
16 13 3	..DIIOLLDCPO.AACPOJ.....J.BFFFJ.B... D96 O96 L96 A99 C98 P98 B98 F98 
16 13 3	..DII.LLDC.O.AACPOJ...POJ.BFFFJ.B... D96 O95 L96 A99 C98 P99 B98 F98 
16 13 3	..IIPO.LLCPOAADC.OJ.D...J.BFFFJ.B... I99 O96 L95 D98 C98 P97 B98 F98 
16 13 3	.IIC..LLDC.OAAD.POJ...POJ.BFFFJ.B... I98 O95 L96 D97 C97 P99 B98 F98 
16 13 3	..IIP.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I99 O95 L96 D98 C98 P97 B98 F98 
16 13 3	.IIC...LLC.OAAD.POJ.D.POJ.BFFFJ.B... I96 O95 L97 D98 C97 P99 B98 F98 
16 13 3	IID.POLLD.POAABC.OJ.BC..J..FFFJ..... I97 O96 L96 D96 C99 P97 B96 F98 
16 13 3	...CII.LLCPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L97 O95 C97 P98 B98 F98 
16 13 3	IID..OLLD..OJAACPOJ..CP.J.BFFF..B... I97 O96 L96 A99 D96 C99 P99 J99 B98 F98 
16 13 3	IID...LLD..O.AACPOJ..CPOJ.BFFFJ.B... I97 O95 L96 A99 D96 C99 P99 B98 F98 
16 12 4	...II.LLD..OAADCPOJ..CPOJ.BFFFJ.B... D95 L96 O95 C99 P99 B98 F98 
16 12 4	...IIOLLDC.OAADCPOJ...P.J.BFFFJ.B... D95 O96 L96 C98 P99 B98 F98 
16 12 4	IID..O..DLLOAABCPOJ.BCP.J.FFF.J..... I97 O96 D98 L99 C99 P99 B98 F97 
16 13 3	IID.....DLL.AABCP.J.BCPOJ.FFFOJ....O I97 O93 D98 L99 C99 P99 B98 F97 
16 12 4	IID.....DLLOAABCPOJ.BCPOJ..FFFJ..... I97 O95 D98 L99 C99 P99 B98 F98 
16 12 4	..DII.LLD..OAABCPOJ.BCPOJ..FFFJ..... D96 O95 L96 C99 P99 B96 F98 
16 12 4	..DIIOLLD.POAABCPOJ.BC..J..FFFJ..... D96 O96 L96 C99 P98 B96 F98 
16 12 4	...II.LL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 O95 L96 C98 P98 B98 F98 
16 12 4	...IIOLLD..OAADCPOJ.BCP.J.BFFFJ..... D95 O96 L96 C99 P99 B97 F98 
16 12 4	..DIIOLLDC.OAABCPOJ.B.P.J..FFFJ..... D96 O96 L96 C98 P99 B96 F98 
16 12 4	..II.OLLD..OAADCPOJ.BCP.J.BFFFJ..... I99 O96 L96 D97 C99 P99 B97 F98 
16 12 4	....II.LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 O95 L97 C98 P99 B98 F98 
16 12 4	..II.O.LLCPOAADCPOJ.D...J.BFFFJ.B... I99 O96 L97 D98 C98 P98 B98 F98 
16 12 4	IID..OLLD..OAABCPOJ.BCP.J..FFFJ..... I97 O96 L96 D96 C99 P99 B96 F98 
16 12 4	..DIIOLLD..OAABCPOJ.BCP.J.FFF.J..... D96 O96 L96 C99 P99 B96 F97 
16 13 3	..DII.LLD...AABCP.J.BCPOJ.FFFOJ....O D96 O93 L96 C99 P99 B96 F97 
16 12 4	...II..LLCPOAADCPOJ.D..OJ.BFFFJ.B... D98 O95 L97 C98 P98 B98 F98 
16 12 4	..II...LLC.OAADCPOJ.D.POJ.BFFFJ.B... I99 O95 L97 D98 C98 P99 B98 F98 
16 12 4	....IILL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 O95 L96 C98 P99 B98 F98 
16 12 4	II....LL..POAADCPOJ.DC.OJ.BFFFJ.B... I97 L96 O95 D98 C99 P98 B98 F98 
16 13 3	II.C..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I97 L96 O95 D98 C97 P98 B98 F98 
16 12 4	..II..LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I99 L96 O95 D98 C98 P99 B98 F98 
16 12 4	..DIIOLLD..OAABCPOJ.BCP.JFFF..J..... D96 O96 L96 C99 P99 B96 F96 
16 13 3	..DIIOLLD..OAABC.OJ.BCP.JFFFP.J..... D96 O96 L96 C99 P98 B96 F96 
16 14 2	..DII.LLD...AABC..J.BCPOJFFFPOJ....O D96 O93 L96 C99 P98 B96 F96 
16 13 3	..DIIOLLD..OAABC.OJ.BC..JFFFP.J...P. D96 O96 L96 C99 P97 B96 F96 
16 12 4	..II.OLLDC.OAADCPOJ...P.J.BFFFJ.B... I99 O96 L96 D97 C98 P99 B98 F98 
16 12 4	..II....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I99 L98 O95 D98 C99 P98 B98 F98 
16 12 4	II......LLPOAADCPOJ.DC.OJ.BFFFJ.B... I97 L98 O95 D98 C99 P98 B98 F98 
16 12 4	....IILL..POAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 O95 L96 C99 P98 B98 F98 
16 12 4	..II..LLD..OAADCPOJ..CPOJ.BFFFJ.B... I99 L96 O95 D97 C99 P99 B98 F98 
16 12 4	.II...LL..POAADCPOJ.DC.OJ.BFFFJ.B... I98 L96 P98 O95 D98 C99 B98 F98 
16 12 4	.II..OLLD.POAADCPOJ..C..J.BFFFJ.B... I98 O96 L96 P98 D97 C99 B98 F98 
16 12 4	II....LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I97 L96 O95 D98 C98 P99 B98 F98 
16 12 4	.II...LLD..OAADCPOJ..CPOJ.BFFFJ.B... I98 L96 O95 D97 C99 P99 B98 F98 
16 12 4	.II....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I98 L97 C98 O95 D98 P99 B98 F98 
16 12 4	.II..OLLD..OAADCPOJ.BCP.J.BFFFJ..... I98 O96 L96 D97 C99 P99 B97 F98 
16 12 4	....II.LL.POAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 O95 L97 C99 P98 B98 F98 
16 12 4	.II..O.LLCPOAADCPOJ.D...J.BFFFJ.B... I98 O96 L97 C98 P98 D98 B98 F98 
16 12 4	.II....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I98 L97 P98 O95 D98 C99 B98 F98 
16 12 4	II...OLL.CPOAADCPOJ.D...J.BFFFJ.B... I97 O96 L96 C98 P98 D98 B98 F98 
16 12 4	..II...LL.POAADCPOJ.DC.OJ.BFFFJ.B... I99 O95 L97 D98 C99 P98 B98 F98 
16 12 4	....II..LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L98 O95 C99 P98 B98 F98 
16 12 4	...IIOLLD.POAADCPOJ..C..J.BFFFJ.B... D95 O96 L96 P98 C99 B98 F98 
16 12 4	IID..O..DLLOAABCPOJ.BCP.JFFF..J..... I97 O96 D98 L99 C99 P99 B98 F96 
16 13 3	IID..O..DLLOAABC.OJ.BCP.JFFFP.J..... I97 O96 D98 L99 C99 P98 B98 F96 
16 14 2	IID.....DLL.AABC..J.BCPOJFFFPOJ....O I97 O93 D98 L99 C99 P98 B98 F96 
16 13 3	IID..O..DLLOAABC.OJ.BC..JFFFP.J...P. I97 O96 D98 L99 C99 P97 B98 F96 
17 16 1	IIDCP.LLDCPO...AAOJ.B..OJ.BFFFJ..... I97 O95 L96 A97 D96 C97 P97 B97 F98 
17 16 1	IIDCPOLLDCPO..BAAOJ.B...JFFF..J..... I97 O96 L96 A97 D96 C97 P97 B96 F96 
17 17 0	IIDCP.LLDCP...BAA.J.B..OJFFF.OJ....O I97 O93 L96 A97 D96 C97 P97 B96 F96 
17 16 1	IIDCPOLLDCPOJAA..OJ.B...J.BFFF...... I97 O96 L96 A99 D96 C97 P97 J99 B97 F98 
17 16 1	IIDCP.LLDCPOJ..AAOJ....OJ.BFFF..B... I97 O95 L96 A97 D96 C97 P97 J99 B98 F98 
17 16 1	.IICPOLLDCPO..DAAOJ.....J.BFFFJ.B... I96 O96 L96 A97 D95 C97 P97 B98 F98 
17 16 1	.IICPOLL.CPO..DAAOJ.D...J.BFFFJ.B... I96 O96 L96 A97 D94 C97 P97 B98 F98 
17 16 1	II.CPOLL.CPOJ.DAAOJ.D...J.BFFF..B... I97 O96 L96 A97 D94 C97 P97 J99 B98 F98 
17 16 1	II.CPOLLDCPOJ.DAAOJ.....J.BFFF..B... I97 O96 L96 A97 D95 C97 P97 J99 B98 F98 
17 16 1	IIDCP.LLDCPOJ.AA.OJ....OJ.BFFF..B... I97 O95 L96 A98 D96 C97 P97 J99 B98 F98 
17 16 1	II.CP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I97 O95 L96 A97 D94 C97 P97 B98 F98 
17 16 1	II.CP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I97 O95 L96 A97 D95 C97 P97 B98 F98 
17 16 1	IIDCP.LLDCPO..AA.OJ.B..OJ.BFFFJ..... I97 O95 L96 A98 D96 C97 P97 B97 F98 
17 16 1	IIDCP.LLDCPO.AA..OJ.B..OJ.BFFFJ..... I97 O95 L96 A99 D96 C97 P97 B97 F98 
17 16 1	IIDCP.LLDCPOJAA..OJ....OJ.BFFF..B... I97 O95 L96 A99 D96 C97 P97 J99 B98 F98 
17 16 1	IIDCPOLLDCPO..BAAOJ.B...J.FFF.J..... I97 O96 L96 A97 D96 C97 P97 B96 F97 
17 16 1	IIDCPOLLDCPOJ.BAAOJ.B...J..FFF...... I97 O96 L96 A97 D96 C97 P97 J99 B96 F98 
17 16 1	II.CPOLLDCPO..DAAOJ.B...J.BFFFJ..... I97 O96 L96 A97 D95 C97 P97 B97 F98 
17 16 1	IIDCP.LLDCPO..BAAOJ.B..OJ..FFFJ..... I97 O95 L96 A97 D96 C97 P97 B96 F98 
17 16 1	II.CPO.LLCPO..DAAOJ.D...J.BFFFJ.B... I97 O96 L95 A97 D94 C97 P97 B98 F98 
17 16 1	IIDCPOLLDCPOJ..AAOJ.B...J.BFFF...... I97 O96 L96 A97 D96 C97 P97 J99 B97 F98 
17 16 1	IIDCPOLLDCPOJ.AA.OJ.B...J.BFFF...... I97 O96 L96 A98 D96 C97 P97 J99 B97 F98 
17 15 2	..DII.LLD...AABC..J.BC.OJFFFPOJ...PO D96 O93 L96 C99 P97 B96 F96 
17 15 2	..DII.LLDC..AABC..J.B.POJFFFPOJ....O D96 O93 L96 C98 P98 B96 F96 
17 15 2	..D.IILLD...AABC..J.BCPOJFFFPOJ....O D96 I99 O93 L96 C99 P98 B96 F96 
17 16 1	..DCIILLDC..AAB...J.B.POJFFFPOJ....O D96 I99 O93 L96 C97 P98 B96 F96 
17 15 2	IID.....D.LLAABC..J.BCPOJFFFPOJ....O I97 O93 D98 L98 C99 P98 B98 F96 
17 16 1	IIDC....DCLLAAB...J.B.POJFFFPOJ....O I97 O93 D98 L98 C97 P98 B98 F96 
17 15 2	IIDC.OLLDCPO..AAPOJ.....J.BFFFJ.B... I97 O96 L96 A98 D96 C97 P96 B98 F98 
17 15 2	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 O96 L96 A99 D96 C96 P97 B98 F98 
17 15 2	IID.P.LLD.POJAAC.OJ..C.OJ.BFFF..B... I97 O95 L96 A99 D96 C99 P97 J99 B98 F98 
17 15 2	IIDC..LLDCPOAA..POJ....OJ.BFFFJ.B... I97 O95 L96 D96 C97 P96 B98 F98 
17 15 2	IID.P.LLDCPOAA.C.OJ....OJ.BFFFJ.B... I97 O95 L96 D96 C96 P97 B98 F98 
17 15 2	II.CP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I97 O95 L96 D94 C97 P97 B98 F98 
17 15 2	II.CP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I97 O95 L96 D95 C97 P97 B98 F98 
17 15 2	..DCIILLDC.O..AAPOJ.B.POJ.BFFFJ..... D96 I99 O95 L96 A98 C97 P99 B97 F98 
17 15 2	IIDCPOLLDCPOAAB..OJ.B...J.FFF.J..... I97 O96 L96 D96 C97 P97 B96 F97 
17 16 1	IIDCP.LLDCP.AAB...J.B..OJ.FFFOJ....O I97 O93 L96 D96 C97 P97 B96 F97 
17 15 2	..DCIILLDCPOAA..POJ.B..OJ.BFFFJ..... D96 I99 O95 L96 C97 P98 B97 F98 
17 15 2	..DCIILLDCPO..AAPOJ....OJ.BFFFJ.B... D96 I99 O95 L96 A98 C97 P98 B98 F98 
17 15 2	..DCIILLDCPO.AA.POJ....OJ.BFFFJ.B... D96 I99 O95 L96 A99 C97 P98 B98 F98 
17 15 2	IIDC.OLLDC.OJ.AAPOJ.B.P.J.BFFF...... I97 O96 L96 A98 D96 C97 P99 J99 B97 F98 
17 15 2	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 O95 L96 D96 C97 P97 B96 F98 
17 15 2	IIDC..LLDC.O.AA.POJ.B.POJ.BFFFJ..... I97 O95 L96 A99 D96 C97 P99 B97 F98 
17 15 2	.IICP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I98 O95 L96 D97 C97 P97 B97 F98 
17 15 2	IID.P.LLD.PO.AAC.OJ.BC.OJ.BFFFJ..... I97 O95 L96 A99 D96 C99 P97 B97 F98 
17 15 2	IIDC..LLDC.O..AAPOJ.B.POJ.BFFFJ..... I97 O95 L96 A98 D96 C97 P99 B97 F98 
17 15 2	IIDC.OLLDC.OJAA.POJ.B.P.J.BFFF...... I97 O96 L96 A99 D96 C97 P99 J99 B97 F98 
17 15 2	IID.POLLD.POJAAC.OJ.BC..J.BFFF...... I97 O96 L96 A99 D96 C99 P97 J99 B97 F98 
17 15 2	..DCIILLDC.O.AA.POJ.B.POJ.BFFFJ..... D96 I99 O95 L96 A99 C97 P99 B97 F98 
17 15 2	IIDC.OLLDCPO.AA.POJ.....J.BFFFJ.B... I97 O96 L96 A99 D96 C97 P96 B98 F98 
17 15 2	IID.....DLL.AABC..J.BC.OJFFFPOJ...PO I97 O93 D98 L99 C99 P97 B98 F96 
17 15 2	IIDC..LLDC.OJAA.POJ...POJ.BFFF..B... I97 O95 L96 A99 D96 C97 P99 J99 B98 F98 
17 15 2	IIDCPOLLDCPOAAB..OJ.B...JFFF..J..... I97 O96 L96 D96 C97 P97 B96 F96 
17 15 2	..DCIILLDC.OJ.AAPOJ...POJ.BFFF..B... D96 I99 O95 L96 A98 C97 P99 J99 B98 F98 
17 15 2	..DCIILLDC.OJAA.POJ...POJ.BFFF..B... D96 I99 O95 L96 A99 C97 P99 J99 B98 F98 
17 15 2	IIDC..LLDC.OJ.AAPOJ...POJ.BFFF..B... I97 O95 L96 A98 D96 C97 P99 J99 B98 F98 
17 15 2	IIDC.OLLDCPOAA..POJ.B...J.BFFFJ..... I97 O96 L96 D96 C97 P96 B97 F98 
17 15 2	IID.POLLDCPOAA.C.OJ.B...J.BFFFJ..... I97 O96 L96 D96 C96 P97 B97 F98 
17 15 2	II.CPOLLDCPOAAD..OJ.B...J.BFFFJ..... I97 O96 L96 D95 C97 P97 B97 F98 
17 14 3	IID.....DLL.AABCP.J.BCPOJFFF.OJ....O I97 O93 D98 L99 C99 P99 B98 F96 
17 14 3	..DII.LLD...AABC.OJ.BCPOJFFFPOJ..... D96 O94 L96 C99 P98 B96 F96 
17 14 3	..DII.LLD..OAABC.OJ.BCPOJFFFP.J..... D96 O95 L96 C99 P98 B96 F96 
17 14 3	IID.....DLLOAABC.OJ.BC.OJFFFP.J...P. I97 O95 D98 L99 C99 P97 B98 F96 
17 14 3	IID.....DLL.AABC.OJ.BC.OJFFFPOJ...P. I97 O94 D98 L99 C99 P97 B98 F96 
