0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
4 4 0	VVBCD...BCD.AABCFEHJ..FEHJNNF...KK.. D99 E99 F99 K99 
4 4 0	VVBCD...BCD.AABCFEHJ..FEHJNNF....KK. D99 E99 F99 K98 
4 4 0	VVBCD...BCD.AABCFEHJ..FEHJNNF.....KK D99 E99 F99 K97 
4 4 0	VVBCD...BCD.AABC.EH...FEHJNNF..JKKF. D99 E99 J99 K99 
4 4 0	VVBCD...BCD.AABCF..J..FEHJNNFEHKK... D99 E98 H99 F99 
4 4 0	VVBCD...BCD.AABC...J..FEHJNNFEH.KKF. D99 E98 H99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..FEHJNNFEKK.... D99 E98 F99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..FEHJNNFE..KK.. D99 E98 F99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..FEHJNNFE...KK. D99 E98 F99 K98 
4 4 0	VVBCD...BCD.AABCF.HJ..FEHJNNFE....KK D99 E98 F99 K97 
4 4 0	VVBCD...BCD.AABC..H...FEHJNNFE.JKKF. D99 E98 J99 K99 
4 4 0	VVBCD...BCD.AABCF..J..F.HJNNFEHKK..E D99 E97 H99 F99 
4 4 0	VVBCD...BCD.AABC...J..F.HJNNFEH.KKFE D99 E97 H99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..F.HJNNFEKK...E D99 E97 F99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..F.HJNNFE..KK.E D99 E97 F99 K99 
4 4 0	VVBCD...BCD.AABCF.HJ..F.HJNNFE...KKE D99 E97 F99 K98 
4 4 0	VVBCD...BCD.AABC..H...F.HJNNFE.JKKFE D99 E97 J99 K99 
4 4 0	VVBCDE..BCDEAABCF..J..F.HJNNF.HKK... D99 E99 H99 F99 
4 4 0	VVBCDE..BCDEAABC...J..F.HJNNF.H.KKF. D99 E99 H99 K99 
4 4 0	VVBCDE..BCDEAABCF.HJ..F.HJNNF.KK.... D99 E99 F99 K99 
4 4 0	VVBCDE..BCDEAABCF.HJ..F.HJNNF...KK.. D99 E99 F99 K99 
4 4 0	VVBCDE..BCDEAABCF.HJ..F.HJNNF....KK. D99 E99 F99 K98 
4 4 0	VVBCDE..BCDEAABCF.HJ..F.HJNNF.....KK D99 E99 F99 K97 
4 4 0	VVBCDE..BCDEAABC..H...F.HJNNF..JKKF. D99 E99 J99 K99 
4 4 0	VVBCD...BCDEAABCFE.J..F.HJNNF.H.KK.. D99 H99 F99 K99 
4 4 0	VVBCD...BCDEAABCFE.J..F.HJNNF.H..KK. D99 H99 F99 K98 
4 4 0	VVBCD...BCDEAABCFE.J..F.HJNNF.H...KK D99 H99 F99 K97 
4 4 0	VVBCD...BCDEAABC.E....F.HJNNF.HJKKF. D99 H99 J99 K99 
4 4 0	VVBCD...BCDEAABCFEH...F.HJNNF..JKK.. D99 J99 F99 K99 
4 4 0	VVBCD...BCDEAABCFEH...F.HJNNF..J.KK. D99 J99 F99 K98 
4 4 0	VVBCD...BCDEAABCFEH...F.HJNNF..J..KK D99 J99 F99 K97 
4 4 0	VVBC....BCD.AABCDE....FEHJNNF.HJKKF. E99 H99 J99 K99 
4 4 0	VVBC....BCD.AABCD.....FEHJNNFEHJKKF. E98 H99 J99 K99 
4 4 0	VVBC....BCD.AABCD.....F.HJNNFEHJKKFE E97 H99 J99 K99 
4 4 0	VVBC.E..BCDEAABCD.....F.HJNNF.HJKKF. E99 H99 J99 K99 
5 5 0	.VV.D...BCD.AABC.EHJBCFEHJNNF..KK.F. V99 B99 C99 D99 E99 
5 5 0	.VV.D...BCD.AABC..HJBCFEHJNNFE.KK.F. V99 B99 C99 D99 E98 
5 5 0	.VV.D...BCD.AABC..HJBCF.HJNNFE.KK.FE V99 B99 C99 D99 E97 
5 5 0	.VV.DE..BCDEAABC..HJBCF.HJNNF..KK.F. V99 B99 C99 D99 E99 
5 5 0	.VV.D...BCDEAABC.E.JBCF.HJNNF.HKK.F. V99 B99 C99 D99 H99 
5 5 0	.VV.D...BCDEAABCFEHJBCF.HJNNF..KK... V99 B99 C99 D99 F99 
5 5 0	.VV.D...BCDEAABC.EHJBCF.HJNNF.KK..F. V99 B99 C99 D99 K99 
5 5 0	.VV.D...BCDEAABC.EHJBCF.HJNNF...KKF. V99 B99 C99 D99 K99 
5 5 0	.VV.....BCD.AABCDE.JBCFEHJNNF.HKK.F. V99 B99 C99 E99 H99 
5 5 0	.VV.....BCD.AABCDEHJBCFEHJNNF.KK..F. V99 B99 C99 E99 K99 
5 5 0	.VV.....BCD.AABCDEHJBCFEHJNNF...KKF. V99 B99 C99 E99 K99 
5 5 0	.VV.....BCD.AABCD..JBCFEHJNNFEHKK.F. V99 B99 C99 E98 H99 
5 5 0	.VV.....BCD.AABCD.HJBCFEHJNNFEKK..F. V99 B99 C99 E98 K99 
5 5 0	.VV.....BCD.AABCD.HJBCFEHJNNFE..KKF. V99 B99 C99 E98 K99 
5 5 0	.VV.....BCD.AABCD..JBCF.HJNNFEHKK.FE V99 B99 C99 E97 H99 
5 5 0	.VV.....BCD.AABCD.HJBCF.HJNNFEKK..FE V99 B99 C99 E97 K99 
5 5 0	.VV.....BCD.AABCD.HJBCF.HJNNFE..KKFE V99 B99 C99 E97 K99 
5 5 0	.VV..E..BCDEAABCD..JBCF.HJNNF.HKK.F. V99 B99 C99 E99 H99 
5 5 0	.VV..E..BCDEAABCD.HJBCF.HJNNF.KK..F. V99 B99 C99 E99 K99 
5 5 0	.VV..E..BCDEAABCD.HJBCF.HJNNF...KKF. V99 B99 C99 E99 K99 
5 5 0	.VV.....BCDEAABCDE.JBCF.HJNNF.H.KKF. V99 B99 C99 H99 K99 
5 5 0	.VV.....BCDEAABCDEH.BCF.HJNNF..JKKF. V99 B99 C99 J99 K99 
5 5 0	.VVCD...BCD.AABC.E.JB.FEHJNNF.HKK.F. V99 B99 D99 E99 H99 
5 5 0	.VVCD...BCD.AABCFEHJB.FEHJNNF..KK... V99 B99 D99 E99 F99 
5 5 0	.VVCD...BCD.AABC.EHJB.FEHJNNF.KK..F. V99 B99 D99 E99 K99 
5 5 0	.VVCD...BCD.AABC.EHJB.FEHJNNF...KKF. V99 B99 D99 E99 K99 
5 5 0	.VVCD...BCD.AABC...JB.FEHJNNFEHKK.F. V99 B99 D99 E98 H99 
5 5 0	.VVCD...BCD.AABCF.HJB.FEHJNNFE.KK... V99 B99 D99 E98 F99 
5 5 0	.VVCD...BCD.AABC..HJB.FEHJNNFEKK..F. V99 B99 D99 E98 K99 
5 5 0	.VVCD...BCD.AABC..HJB.FEHJNNFE..KKF. V99 B99 D99 E98 K99 
5 5 0	.VVCD...BCD.AABC...JB.F.HJNNFEHKK.FE V99 B99 D99 E97 H99 
5 5 0	.VVCD...BCD.AABCF.HJB.F.HJNNFE.KK..E V99 B99 D99 E97 F99 
5 5 0	.VVCD...BCD.AABC..HJB.F.HJNNFEKK..FE V99 B99 D99 E97 K99 
5 5 0	.VVCD...BCD.AABC..HJB.F.HJNNFE..KKFE V99 B99 D99 E97 K99 
5 5 0	.VVCDE..BCDEAABC...JB.F.HJNNF.HKK.F. V99 B99 D99 E99 H99 
5 5 0	.VVCDE..BCDEAABCF.HJB.F.HJNNF..KK... V99 B99 D99 E99 F99 
5 5 0	.VVCDE..BCDEAABC..HJB.F.HJNNF.KK..F. V99 B99 D99 E99 K99 
5 5 0	.VVCDE..BCDEAABC..HJB.F.HJNNF...KKF. V99 B99 D99 E99 K99 
5 5 0	.VVCD...BCDEAABCFE.JB.F.HJNNF.HKK... V99 B99 D99 H99 F99 
5 5 0	.VVCD...BCDEAABC.E.JB.F.HJNNF.H.KKF. V99 B99 D99 H99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNF.KK.... V99 B99 D99 F99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNF...KK.. V99 B99 D99 F99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNF....KK. V99 B99 D99 F99 K98 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNF.....KK V99 B99 D99 F99 K97 
5 5 0	.VVCD...BCDEAABC.EH.B.F.HJNNF..JKKF. V99 B99 D99 J99 K99 
5 5 0	.VVC....BCD.AABCDE.JB.FEHJNNF.H.KKF. V99 B99 E99 H99 K99 
5 5 0	.VVC....BCD.AABCDEH.B.FEHJNNF..JKKF. V99 B99 E99 J99 K99 
5 5 0	.VVC....BCD.AABCD..JB.FEHJNNFEH.KKF. V99 B99 E98 H99 K99 
5 5 0	.VVC....BCD.AABCD.H.B.FEHJNNFE.JKKF. V99 B99 E98 J99 K99 
5 5 0	.VVC....BCD.AABCD..JB.F.HJNNFEH.KKFE V99 B99 E97 H99 K99 
5 5 0	.VVC....BCD.AABCD.H.B.F.HJNNFE.JKKFE V99 B99 E97 J99 K99 
5 5 0	.VVC.E..BCDEAABCD..JB.F.HJNNF.H.KKF. V99 B99 E99 H99 K99 
5 5 0	.VVC.E..BCDEAABCD.H.B.F.HJNNF..JKKF. V99 B99 E99 J99 K99 
5 5 0	.VVC....BCDEAABCDE..B.F.HJNNF.HJKKF. V99 B99 H99 J99 K99 
5 5 0	..VVD...BCD.AABC.EHJBCFEHJNNF..KK.F. V98 B99 C99 D99 E99 
5 5 0	..VVD...BCD.AABC..HJBCFEHJNNFE.KK.F. V98 B99 C99 D99 E98 
5 5 0	..VVD...BCD.AABC..HJBCF.HJNNFE.KK.FE V98 B99 C99 D99 E97 
5 5 0	..VVDE..BCDEAABC..HJBCF.HJNNF..KK.F. V98 B99 C99 D99 E99 
5 5 0	..VVD...BCDEAABC.E.JBCF.HJNNF.HKK.F. V98 B99 C99 D99 H99 
5 5 0	..VVD...BCDEAABCFEHJBCF.HJNNF..KK... V98 B99 C99 D99 F99 
5 5 0	..VVD...BCDEAABC.EHJBCF.HJNNF.KK..F. V98 B99 C99 D99 K99 
5 5 0	..VVD...BCDEAABC.EHJBCF.HJNNF...KKF. V98 B99 C99 D99 K99 
5 5 0	..VV....BCD.AABCDE.JBCFEHJNNF.HKK.F. V98 B99 C99 E99 H99 
5 5 0	..VV....BCD.AABCDEHJBCFEHJNNF.KK..F. V98 B99 C99 E99 K99 
5 5 0	..VV....BCD.AABCDEHJBCFEHJNNF...KKF. V98 B99 C99 E99 K99 
5 5 0	..VV....BCD.AABCD..JBCFEHJNNFEHKK.F. V98 B99 C99 E98 H99 
5 5 0	..VV....BCD.AABCD.HJBCFEHJNNFEKK..F. V98 B99 C99 E98 K99 
5 5 0	..VV....BCD.AABCD.HJBCFEHJNNFE..KKF. V98 B99 C99 E98 K99 
5 5 0	..VV....BCD.AABCD..JBCF.HJNNFEHKK.FE V98 B99 C99 E97 H99 
5 5 0	..VV....BCD.AABCD.HJBCF.HJNNFEKK..FE V98 B99 C99 E97 K99 
5 5 0	..VV....BCD.AABCD.HJBCF.HJNNFE..KKFE V98 B99 C99 E97 K99 
5 5 0	..VV.E..BCDEAABCD..JBCF.HJNNF.HKK.F. V98 B99 C99 E99 H99 
5 5 0	..VV.E..BCDEAABCD.HJBCF.HJNNF.KK..F. V98 B99 C99 E99 K99 
5 5 0	..VV.E..BCDEAABCD.HJBCF.HJNNF...KKF. V98 B99 C99 E99 K99 
5 5 0	..VV....BCDEAABCDE.JBCF.HJNNF.H.KKF. V98 B99 C99 H99 K99 
5 5 0	..VV....BCDEAABCDEH.BCF.HJNNF..JKKF. V98 B99 C99 J99 K99 
5 5 0	..BVV...BCD.AABCDEHJ.CFEHJNNF..KK.F. V97 B98 C99 E99 
5 5 0	..BVV...BCD.AABCD.HJ.CFEHJNNFE.KK.F. V97 B98 C99 E98 
5 5 0	..BVV...BCD.AABCD.HJ.CF.HJNNFE.KK.FE V97 B98 C99 E97 
5 5 0	..BVVE..BCDEAABCD.HJ.CF.HJNNF..KK.F. V97 B98 C99 E99 
5 5 0	..BVV...BCDEAABCDE.J.CF.HJNNF.HKK.F. V97 B98 C99 H99 
5 5 0	..BVV...BCDEAABCDEHJ.CF.HJNNF.KK..F. V97 B98 C99 K99 
5 5 0	..BVV...BCDEAABCDEHJ.CF.HJNNF...KKF. V97 B98 C99 K99 
5 5 0	...VV...BCD.AABCDE.JBCFEHJNNF.HKK.F. V97 B99 C99 E99 H99 
5 5 0	...VV...BCD.AABCDEHJBCFEHJNNF.KK..F. V97 B99 C99 E99 K99 
5 5 0	...VV...BCD.AABCDEHJBCFEHJNNF...KKF. V97 B99 C99 E99 K99 
5 5 0	...VV...BCD.AABCD..JBCFEHJNNFEHKK.F. V97 B99 C99 E98 H99 
5 5 0	...VV...BCD.AABCD.HJBCFEHJNNFEKK..F. V97 B99 C99 E98 K99 
5 5 0	...VV...BCD.AABCD.HJBCFEHJNNFE..KKF. V97 B99 C99 E98 K99 
5 5 0	...VV...BCD.AABCD..JBCF.HJNNFEHKK.FE V97 B99 C99 E97 H99 
5 5 0	...VV...BCD.AABCD.HJBCF.HJNNFEKK..FE V97 B99 C99 E97 K99 
5 5 0	...VV...BCD.AABCD.HJBCF.HJNNFE..KKFE V97 B99 C99 E97 K99 
5 5 0	...VVE..BCDEAABCD..JBCF.HJNNF.HKK.F. V97 B99 C99 E99 H99 
5 5 0	...VVE..BCDEAABCD.HJBCF.HJNNF.KK..F. V97 B99 C99 E99 K99 
5 5 0	...VVE..BCDEAABCD.HJBCF.HJNNF...KKF. V97 B99 C99 E99 K99 
5 5 0	...VV...BCDEAABCDE.JBCF.HJNNF.H.KKF. V97 B99 C99 H99 K99 
5 5 0	...VV...BCDEAABCDEH.BCF.HJNNF..JKKF. V97 B99 C99 J99 K99 
5 5 0	..BCVV..BCDEAABCDEHJ..F.HJNNF..KK.F. V96 B98 C98 
5 5 0	..B.VV..BCD.AABCDEHJ.CFEHJNNF..KK.F. V96 B98 C99 E99 
5 5 0	..B.VV..BCD.AABCD.HJ.CFEHJNNFE.KK.F. V96 B98 C99 E98 
5 5 0	..B.VV..BCD.AABCD.HJ.CF.HJNNFE.KK.FE V96 B98 C99 E97 
5 5 0	..B.VV..BCDEAABCDE.J.CF.HJNNF.HKK.F. V96 B98 C99 H99 
5 5 0	..B.VV..BCDEAABCDEHJ.CF.HJNNF.KK..F. V96 B98 C99 K99 
5 5 0	..B.VV..BCDEAABCDEHJ.CF.HJNNF...KKF. V96 B98 C99 K99 
5 5 0	...CVV..BCD.AABCDEHJB.FEHJNNF..KK.F. V96 B99 C98 E99 
5 5 0	...CVV..BCD.AABCD.HJB.FEHJNNFE.KK.F. V96 B99 C98 E98 
5 5 0	...CVV..BCD.AABCD.HJB.F.HJNNFE.KK.FE V96 B99 C98 E97 
5 5 0	...CVV..BCDEAABCDE.JB.F.HJNNF.HKK.F. V96 B99 C98 H99 
5 5 0	...CVV..BCDEAABCDEHJB.F.HJNNF.KK..F. V96 B99 C98 K99 
5 5 0	...CVV..BCDEAABCDEHJB.F.HJNNF...KKF. V96 B99 C98 K99 
5 5 0	....VV..BCD.AABCDE.JBCFEHJNNF.HKK.F. V96 B99 C99 E99 H99 
5 5 0	....VV..BCD.AABCDEHJBCFEHJNNF.KK..F. V96 B99 C99 E99 K99 
5 5 0	....VV..BCD.AABCDEHJBCFEHJNNF...KKF. V96 B99 C99 E99 K99 
5 5 0	....VV..BCD.AABCD..JBCFEHJNNFEHKK.F. V96 B99 C99 E98 H99 
5 5 0	....VV..BCD.AABCD.HJBCFEHJNNFEKK..F. V96 B99 C99 E98 K99 
5 5 0	....VV..BCD.AABCD.HJBCFEHJNNFE..KKF. V96 B99 C99 E98 K99 
5 5 0	....VV..BCD.AABCD..JBCF.HJNNFEHKK.FE V96 B99 C99 E97 H99 
5 5 0	....VV..BCD.AABCD.HJBCF.HJNNFEKK..FE V96 B99 C99 E97 K99 
5 5 0	....VV..BCD.AABCD.HJBCF.HJNNFE..KKFE V96 B99 C99 E97 K99 
5 5 0	....VV..BCDEAABCDE.JBCF.HJNNF.H.KKF. V96 B99 C99 H99 K99 
5 5 0	....VV..BCDEAABCDEH.BCF.HJNNF..JKKF. V96 B99 C99 J99 K99 
5 5 0	VV..D...BCD.AABC.E.JBCFEHJNNF.HKK.F. B99 C99 D99 E99 H99 
5 5 0	VV..D...BCD.AABCFEHJBCFEHJNNF..KK... B99 C99 D99 E99 F99 
5 5 0	VV..D...BCD.AABC.EHJBCFEHJNNF.KK..F. B99 C99 D99 E99 K99 
5 5 0	VV..D...BCD.AABC.EHJBCFEHJNNF...KKF. B99 C99 D99 E99 K99 
5 5 0	VV..D...BCD.AABC...JBCFEHJNNFEHKK.F. B99 C99 D99 E98 H99 
5 5 0	VV..D...BCD.AABCF.HJBCFEHJNNFE.KK... B99 C99 D99 E98 F99 
5 5 0	VV..D...BCD.AABC..HJBCFEHJNNFEKK..F. B99 C99 D99 E98 K99 
5 5 0	VV..D...BCD.AABC..HJBCFEHJNNFE..KKF. B99 C99 D99 E98 K99 
5 5 0	VV..D...BCD.AABC...JBCF.HJNNFEHKK.FE B99 C99 D99 E97 H99 
5 5 0	VV..D...BCD.AABCF.HJBCF.HJNNFE.KK..E B99 C99 D99 E97 F99 
5 5 0	VV..D...BCD.AABC..HJBCF.HJNNFEKK..FE B99 C99 D99 E97 K99 
5 5 0	VV..D...BCD.AABC..HJBCF.HJNNFE..KKFE B99 C99 D99 E97 K99 
5 5 0	VV..DE..BCDEAABC...JBCF.HJNNF.HKK.F. B99 C99 D99 E99 H99 
5 5 0	VV..DE..BCDEAABCF.HJBCF.HJNNF..KK... B99 C99 D99 E99 F99 
5 5 0	VV..DE..BCDEAABC..HJBCF.HJNNF.KK..F. B99 C99 D99 E99 K99 
5 5 0	VV..DE..BCDEAABC..HJBCF.HJNNF...KKF. B99 C99 D99 E99 K99 
5 5 0	VV..D...BCDEAABCFE.JBCF.HJNNF.HKK... B99 C99 D99 H99 F99 
5 5 0	VV..D...BCDEAABC.E.JBCF.HJNNF.H.KKF. B99 C99 D99 H99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNF.KK.... B99 C99 D99 F99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNF...KK.. B99 C99 D99 F99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNF....KK. B99 C99 D99 F99 K98 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNF.....KK B99 C99 D99 F99 K97 
5 5 0	VV..D...BCDEAABC.EH.BCF.HJNNF..JKKF. B99 C99 D99 J99 K99 
5 5 0	VV......BCD.AABCDE.JBCFEHJNNF.H.KKF. B99 C99 E99 H99 K99 
5 5 0	VV......BCD.AABCDEH.BCFEHJNNF..JKKF. B99 C99 E99 J99 K99 
5 5 0	VV......BCD.AABCD..JBCFEHJNNFEH.KKF. B99 C99 E98 H99 K99 
5 5 0	VV......BCD.AABCD.H.BCFEHJNNFE.JKKF. B99 C99 E98 J99 K99 
5 5 0	VV......BCD.AABCD..JBCF.HJNNFEH.KKFE B99 C99 E97 H99 K99 
5 5 0	VV......BCD.AABCD.H.BCF.HJNNFE.JKKFE B99 C99 E97 J99 K99 
5 5 0	VV...E..BCDEAABCD..JBCF.HJNNF.H.KKF. B99 C99 E99 H99 K99 
5 5 0	VV...E..BCDEAABCD.H.BCF.HJNNF..JKKF. B99 C99 E99 J99 K99 
5 5 0	VV......BCDEAABCDE..BCF.HJNNF.HJKKF. B99 C99 H99 J99 K99 
5 5 0	VV.CD...BCD.AABCFE.JB.FEHJNNF.HKK... B99 D99 E99 H99 F99 
5 5 0	VV.CD...BCD.AABC.E.JB.FEHJNNF.H.KKF. B99 D99 E99 H99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNF.KK.... B99 D99 E99 F99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNF...KK.. B99 D99 E99 F99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNF....KK. B99 D99 E99 F99 K98 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNF.....KK B99 D99 E99 F99 K97 
5 5 0	VV.CD...BCD.AABC.EH.B.FEHJNNF..JKKF. B99 D99 E99 J99 K99 
5 5 0	VV.CD...BCD.AABCF..JB.FEHJNNFEHKK... B99 D99 E98 H99 F99 
5 5 0	VV.CD...BCD.AABC...JB.FEHJNNFEH.KKF. B99 D99 E98 H99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.FEHJNNFEKK.... B99 D99 E98 F99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.FEHJNNFE..KK.. B99 D99 E98 F99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.FEHJNNFE...KK. B99 D99 E98 F99 K98 
5 5 0	VV.CD...BCD.AABCF.HJB.FEHJNNFE....KK B99 D99 E98 F99 K97 
5 5 0	VV.CD...BCD.AABC..H.B.FEHJNNFE.JKKF. B99 D99 E98 J99 K99 
5 5 0	VV.CD...BCD.AABCF..JB.F.HJNNFEHKK..E B99 D99 E97 H99 F99 
5 5 0	VV.CD...BCD.AABC...JB.F.HJNNFEH.KKFE B99 D99 E97 H99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.F.HJNNFEKK...E B99 D99 E97 F99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.F.HJNNFE..KK.E B99 D99 E97 F99 K99 
5 5 0	VV.CD...BCD.AABCF.HJB.F.HJNNFE...KKE B99 D99 E97 F99 K98 
5 5 0	VV.CD...BCD.AABC..H.B.F.HJNNFE.JKKFE B99 D99 E97 J99 K99 
5 5 0	VV.CDE..BCDEAABCF..JB.F.HJNNF.HKK... B99 D99 E99 H99 F99 
5 5 0	VV.CDE..BCDEAABC...JB.F.HJNNF.H.KKF. B99 D99 E99 H99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNF.KK.... B99 D99 E99 F99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNF...KK.. B99 D99 E99 F99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNF....KK. B99 D99 E99 F99 K98 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNF.....KK B99 D99 E99 F99 K97 
5 5 0	VV.CDE..BCDEAABC..H.B.F.HJNNF..JKKF. B99 D99 E99 J99 K99 
5 5 0	VV.CD...BCDEAABCFE.JB.F.HJNNF.H.KK.. B99 D99 H99 F99 K99 
5 5 0	VV.CD...BCDEAABCFE.JB.F.HJNNF.H..KK. B99 D99 H99 F99 K98 
5 5 0	VV.CD...BCDEAABCFE.JB.F.HJNNF.H...KK B99 D99 H99 F99 K97 
5 5 0	VV.CD...BCDEAABC.E..B.F.HJNNF.HJKKF. B99 D99 H99 J99 K99 
5 5 0	VV.CD...BCDEAABCFEH.B.F.HJNNF..JKK.. B99 D99 J99 F99 K99 
5 5 0	VV.CD...BCDEAABCFEH.B.F.HJNNF..J.KK. B99 D99 J99 F99 K98 
5 5 0	VV.CD...BCDEAABCFEH.B.F.HJNNF..J..KK B99 D99 J99 F99 K97 
5 5 0	VV.C....BCD.AABCDE..B.FEHJNNF.HJKKF. B99 E99 H99 J99 K99 
5 5 0	VV.C....BCD.AABCD...B.FEHJNNFEHJKKF. B99 E98 H99 J99 K99 
5 5 0	VV.C....BCD.AABCD...B.F.HJNNFEHJKKFE B99 E97 H99 J99 K99 
5 5 0	VV.C.E..BCDEAABCD...B.F.HJNNF.HJKKF. B99 E99 H99 J99 K99 
5 5 0	VVB.D...BCD.AABCFE.J.CFEHJNNF.HKK... C99 D99 E99 H99 F99 
5 5 0	VVB.D...BCD.AABC.E.J.CFEHJNNF.H.KKF. C99 D99 E99 H99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNF.KK.... C99 D99 E99 F99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNF...KK.. C99 D99 E99 F99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNF....KK. C99 D99 E99 F99 K98 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNF.....KK C99 D99 E99 F99 K97 
5 5 0	VVB.D...BCD.AABC.EH..CFEHJNNF..JKKF. C99 D99 E99 J99 K99 
5 5 0	VVB.D...BCD.AABCF..J.CFEHJNNFEHKK... C99 D99 E98 H99 F99 
5 5 0	VVB.D...BCD.AABC...J.CFEHJNNFEH.KKF. C99 D99 E98 H99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CFEHJNNFEKK.... C99 D99 E98 F99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CFEHJNNFE..KK.. C99 D99 E98 F99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CFEHJNNFE...KK. C99 D99 E98 F99 K98 
5 5 0	VVB.D...BCD.AABCF.HJ.CFEHJNNFE....KK C99 D99 E98 F99 K97 
5 5 0	VVB.D...BCD.AABC..H..CFEHJNNFE.JKKF. C99 D99 E98 J99 K99 
5 5 0	VVB.D...BCD.AABCF..J.CF.HJNNFEHKK..E C99 D99 E97 H99 F99 
5 5 0	VVB.D...BCD.AABC...J.CF.HJNNFEH.KKFE C99 D99 E97 H99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CF.HJNNFEKK...E C99 D99 E97 F99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CF.HJNNFE..KK.E C99 D99 E97 F99 K99 
5 5 0	VVB.D...BCD.AABCF.HJ.CF.HJNNFE...KKE C99 D99 E97 F99 K98 
5 5 0	VVB.D...BCD.AABC..H..CF.HJNNFE.JKKFE C99 D99 E97 J99 K99 
5 5 0	VVB.DE..BCDEAABCF..J.CF.HJNNF.HKK... C99 D99 E99 H99 F99 
5 5 0	VVB.DE..BCDEAABC...J.CF.HJNNF.H.KKF. C99 D99 E99 H99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNF.KK.... C99 D99 E99 F99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNF...KK.. C99 D99 E99 F99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNF....KK. C99 D99 E99 F99 K98 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNF.....KK C99 D99 E99 F99 K97 
5 5 0	VVB.DE..BCDEAABC..H..CF.HJNNF..JKKF. C99 D99 E99 J99 K99 
5 5 0	VVB.D...BCDEAABCFE.J.CF.HJNNF.H.KK.. C99 D99 H99 F99 K99 
5 5 0	VVB.D...BCDEAABCFE.J.CF.HJNNF.H..KK. C99 D99 H99 F99 K98 
5 5 0	VVB.D...BCDEAABCFE.J.CF.HJNNF.H...KK C99 D99 H99 F99 K97 
5 5 0	VVB.D...BCDEAABC.E...CF.HJNNF.HJKKF. C99 D99 H99 J99 K99 
5 5 0	VVB.D...BCDEAABCFEH..CF.HJNNF..JKK.. C99 D99 J99 F99 K99 
5 5 0	VVB.D...BCDEAABCFEH..CF.HJNNF..J.KK. C99 D99 J99 F99 K98 
5 5 0	VVB.D...BCDEAABCFEH..CF.HJNNF..J..KK C99 D99 J99 F99 K97 
5 5 0	VVB.....BCD.AABCDE...CFEHJNNF.HJKKF. C99 E99 H99 J99 K99 
5 5 0	VVB.....BCD.AABCD....CFEHJNNFEHJKKF. C99 E98 H99 J99 K99 
5 5 0	VVB.....BCD.AABCD....CF.HJNNFEHJKKFE C99 E97 H99 J99 K99 
5 5 0	VVB..E..BCDEAABCD....CF.HJNNF.HJKKF. C99 E99 H99 J99 K99 
5 5 0	VVBCD...BCD.AABCFE.J..FEHJNNF.H.KK.. D99 E99 H99 F99 K99 
5 5 0	VVBCD...BCD.AABCFE.J..FEHJNNF.H..KK. D99 E99 H99 F99 K98 
