6 0 6	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
18 12 6	..DIIOLLD..OAA.CPOJ.BCP.J.BFFFJ..... D96 L96 O96 C99 P99 B97 F98 
18 11 7	II.....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I97 L97 C98 O97 D98 P99 B98 F98 
18 11 7	....II.LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 L97 O97 C98 P99 B98 F98 
18 14 4	..DCIILLDC.OAA..POJ.B.POJ.BFFFJ..... D96 I99 L96 O97 C97 P99 B97 F98 
18 11 7	.II....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I98 L97 C98 O97 D98 P99 B98 F98 
18 10 8	.II..O..DLLOAADCPOJ..CP.J.BFFFJ.B... I98 O96 D99 L99 C99 P99 B98 F98 
18 10 8	...II.LL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 L96 O97 C98 P99 B98 F98 
18 14 4	..DCIILLDCPOAA..POJ....OJ.BFFFJ.B... D96 I99 L96 O97 C97 P98 B98 F98 
18 14 4	..DCIILLDC.O..AAPOJ...POJ.BFFFJ.B... D96 I99 L96 O97 A98 C97 P99 B98 F98 
18 12 6	IID.....DLLO.AACPOJ.BCPOJ.BFFFJ..... I97 D98 L99 O97 A99 C99 P99 B97 F98 
18 14 4	..DCIILLDC.O.AA.POJ...POJ.BFFFJ.B... D96 I99 L96 O97 A99 C97 P99 B98 F98 
18 16 2	IIDCP.LLDCPOJ..AAOJ....OJ.BFFF..B... I97 L96 O97 A97 D96 C97 P97 J99 B98 F98 
18 16 2	IIDCP.LLDCPO...AAOJ.B..OJ.BFFFJ..... I97 L96 O97 A97 D96 C97 P97 B97 F98 
18 10 8	...II...LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 L98 O97 C99 P98 B98 F98 
18 10 8	..II..LL...OAADCPOJ.DCPOJ.BFFFJ.B... I99 L96 O97 D98 C99 P99 B98 F98 
18 12 6	..D.IILLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O97 C99 P99 B97 F98 
18 16 2	IIDCP.LLDCPO..AA.OJ.B..OJ.BFFFJ..... I97 L96 O97 A98 D96 C97 P97 B97 F98 
18 16 2	II.CP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I97 L96 O97 A97 D94 C97 P97 B98 F98 
18 16 2	II.CP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I97 L96 O97 A97 D95 C97 P97 B98 F98 
18 16 2	IIDCP.LLDCPOJ.AA.OJ....OJ.BFFF..B... I97 L96 O97 A98 D96 C97 P97 J99 B98 F98 
18 10 8	II....LL...OAADCPOJ.DCPOJ.BFFFJ.B... I97 L96 O97 D98 C99 P99 B98 F98 
18 13 5	..D.IILLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 I99 L96 O97 C98 P99 B97 F98 
18 16 2	IIDCP.LLDCPOJAA..OJ....OJ.BFFF..B... I97 L96 O97 A99 D96 C97 P97 J99 B98 F98 
18 13 5	..D.IILLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 I99 L96 O97 C98 P98 B98 F98 
18 10 8	II.......LLOAADCPOJ.DCPOJ.BFFFJ.B... I97 D98 L99 O97 C99 P99 B98 F98 
18 10 8	II......LL.OAADCPOJ.DCPOJ.BFFFJ.B... I97 L98 O97 D98 C99 P99 B98 F98 
18 13 5	..D.IILLDC.O.AACPOJ...POJ.BFFFJ.B... D96 I99 L96 O97 A99 C98 P99 B98 F98 
18 12 6	IID..O..DLLO.AACPOJ..CP.J.BFFFJ.B... I97 D98 L99 O96 A99 C99 P99 B98 F98 
18 16 2	IIDCPOLLDCPOAA...OJ.B...J.BFFFJ..... I97 L96 O96 D96 C97 P97 B97 F98 
18 16 2	IIDCPOLLDCPO...AAOJ.....J.BFFFJ.B... I97 L96 O96 A97 D96 C97 P97 B98 F98 
18 12 6	IID..O..DLLOAA.CPOJ.BCP.J.BFFFJ..... I97 D98 L99 O96 C99 P99 B97 F98 
18 16 2	IIDCPOLLDCPO.AA..OJ.....J.BFFFJ.B... I97 L96 O96 A99 D96 C97 P97 B98 F98 
18 16 2	IIDCPOLLDCPO..AA.OJ.....J.BFFFJ.B... I97 L96 O96 A98 D96 C97 P97 B98 F98 
19 11 8	II...O.LL..OAADCPOJ.DCP.J.BFFFJ.B... I97 L97 O96 D98 C99 P99 B98 F98 
19 14 5	II...OLLDCPOAADCPOJ.....J.BFFFJ.B... I97 L96 D97 C98 O96 P98 B98 F98 
19 11 8	...IIO.LL.POAADCPOJ.DC..J.BFFFJ.B... D98 O96 L97 C99 P98 B98 F98 
19 13 6	..IIP.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 L96 O97 D97 C99 P97 B98 F98 
19 11 8	IID.....DLLOAABCPOJ.BCPOJ..FFFJ..... I97 D98 L99 O97 C99 P99 B96 F98 
19 13 6	..DII.LLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 L96 O97 C98 P98 B97 F98 
19 15 4	IID..OLLDCPOAA.CPOJ.....J.BFFFJ.B... I97 L96 D96 C98 O96 P98 B98 F98 
19 15 4	II.C..LLDCPOAAD.POJ....OJ.BFFFJ.B... I97 L96 O97 D97 C97 P96 B98 F98 
19 11 8	...II..LLCPOAADCPOJ.D..OJ.BFFFJ.B... D98 L97 O97 C98 P98 B98 F98 
19 12 7	IID.....DLLOAABCPOJ.BCPOJ.FFF.J..... I97 D98 L99 O97 C99 P99 B96 F97 
19 12 7	IID.....DLLOAABCPOJ.BCPOJFFF..J..... I97 D98 L99 O97 C99 P99 B96 F96 
18 13 5	IID.....DLLOAABC.OJ.BCPOJFFFP.J..... I97 D98 L99 O97 C99 P98 B96 F96 
18 13 5	IID.....DLLOAABC.OJ.BC.OJFFFP.J...P. I97 D98 L99 O97 C99 P97 B96 F96 
18 14 4	IID.....DLL.AABC..J.BCPOJFFFPOJ....O I97 D98 L99 O95 C99 P98 B96 F96 
18 14 4	IID.....DLL.AABC..J.BC.OJFFFPOJ...PO I97 D98 L99 O95 C99 P97 B96 F96 
19 15 4	.IICP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I96 L96 O97 D97 C97 P97 B98 F98 
19 14 5	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D95 C97 I99 L96 O97 P99 B98 F98 
19 14 5	II..PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I97 L97 O96 D98 C96 P97 B98 F98 
19 17 2	IIDCP.LLDCPOJAA..OJ.B..OJ.BFFF...... I97 L96 O97 A99 D96 C97 P97 J99 B97 F98 
19 11 8	...IIOLL..POAADCPOJ.DC..J.BFFFJ.B... D98 O96 L96 C99 P98 B98 F98 
19 14 5	..D.IILLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 I99 L96 O97 A99 C98 P99 B97 F98 
19 15 4	IID.....D.LLAABC..J.BC.OJFFFPOJ...PO I97 D98 L98 O95 C99 P97 B96 F96 
18 16 2	IIDC....DCLLAAB...J.B..OJFFFPOJ...PO I97 D98 L98 O95 C97 P97 B96 F96 
19 13 6	.II.POLLD.POAADC.OJ..C..J.BFFFJ.B... I98 L96 O96 D97 C99 P97 B98 F98 
19 17 2	IIDCPOLLDCPOJAA..OJ.....J.BFFF..B... I97 L96 O96 A99 D96 C97 P97 J99 B98 F98 
19 14 5	IID...LLDC.OAA.CPOJ.B.POJ.BFFFJ..... I97 L96 D96 C98 O97 P99 B97 F98 
19 17 2	.IICP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I96 L96 O97 A97 D95 C97 P97 B98 F98 
19 17 2	II.CP..LLCPO..DAAOJ.D..OJ.BFFFJ.B... I97 L95 O97 A97 D94 C97 P97 B98 F98 
19 16 3	IID.POLLDCPOAA.C.OJ.....J.BFFFJ.B... I97 L96 O96 D96 C96 P97 B98 F98 
19 15 4	II.CP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I97 L96 O97 D97 C97 P97 B97 F98 
19 14 5	IID..OLLDC.OAA.CPOJ...P.J.BFFFJ.B... I97 L96 D96 C98 O96 P99 B98 F98 
19 17 2	.IICP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I96 L96 O97 A97 D94 C97 P97 B98 F98 
19 17 2	IIDCPOLLDCPO..AA.OJ.B...J.BFFFJ..... I97 L96 O96 A98 D96 C97 P97 B97 F98 
19 15 4	IID...LLDCPOAA.CPOJ.B..OJ.BFFFJ..... I97 L96 D96 C98 O97 P98 B97 F98 
19 15 4	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O97 D96 C97 P97 B96 F98 
19 15 4	IIDC..LLDC.OAA..POJ...POJ.BFFFJ.B... I97 L96 O97 D96 C97 P95 B98 F98 
19 18 1	IIDCP.LLDCP...BAAOJ.B..OJ.FFFOJ..... I97 L96 O96 A97 D96 C97 P97 B96 F97 
19 17 2	II.CP.LLDCPOJ.DAAOJ....OJ.BFFF..B... I97 L96 O97 A97 D95 C97 P97 J99 B98 F98 
19 15 4	..DCIILLDCPO..AAPOJ....OJ.BFFFJ.B... D96 I99 L96 O97 A98 C97 P98 B98 F98 
19 13 6	..IIPOLL..POAADC.OJ.DC..J.BFFFJ.B... I99 L96 O96 D98 C99 P97 B98 F98 
19 15 4	..DCIILLDCPO.AA.POJ....OJ.BFFFJ.B... D96 I99 L96 O97 A99 C97 P98 B98 F98 
19 13 6	..DII.LLD..OJAACPOJ.BCPOJ.BFFF...... D96 L96 O97 A99 C99 P99 J99 B97 F98 
19 11 8	....II..LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L98 O97 C99 P98 B98 F98 
19 12 7	...IIOLLD.POAADCPOJ..C..J.BFFFJ.B... D97 L96 O96 C99 P98 B98 F98 
19 13 6	II...OLLDC.OAADCPOJ...P.J.BFFFJ.B... I97 L96 D97 C98 O96 P99 B98 F98 
19 13 6	.IIC.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I98 L96 O96 D97 C97 P99 B98 F98 
19 14 5	II..P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 L96 O97 D98 C96 P97 B98 F98 
19 12 7	II...OLLD..OAADCPOJ..CP.J.BFFFJ.B... I97 O96 L96 D97 C99 P99 B98 F98 
19 13 6	..DIIOLLD.PO.AACPOJ..C..J.BFFFJ.B... D96 L96 O96 A99 C99 P98 B98 F98 
19 18 1	IIDCP.LLDCPOJ.BAAOJ.B..OJFFF........ I97 L96 O97 A97 D96 C97 P97 J99 B96 F96 
19 14 5	.II.P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I96 L97 O97 D98 C96 P97 B98 F98 
19 14 5	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 L96 O96 D97 C98 P97 B98 F98 
19 14 5	.II.P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I98 L96 O97 D97 C98 P97 B97 F98 
19 11 8	...IIO..LLPOAADCPOJ.DC..J.BFFFJ.B... D98 O96 L98 C99 P98 B98 F98 
19 14 5	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 L96 O96 D97 C97 P98 B98 F98 
19 14 5	.IIC..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I98 L96 O97 D97 C97 P98 B97 F98 
19 13 6	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 O97 D98 C96 P98 B98 F98 
19 11 8	II...O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I97 O96 L98 D98 C99 P99 B98 F98 
19 11 8	.II..O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I98 O96 L98 D98 C99 P99 B98 F98 
19 13 6	..DIIOLLD..O.AACPOJ.BCP.J.BFFFJ..... D96 L96 O96 A99 C99 P99 B97 F98 
19 13 6	..D.IILLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O97 A99 C99 P99 B97 F98 
19 12 7	....IILLD.POAADCPOJ..C.OJ.BFFFJ.B... D97 I99 L96 O97 C99 P98 B98 F98 
19 13 6	.IIC..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I98 L96 O97 D97 C97 P99 B97 F98 
19 13 6	..D.IILLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O97 A99 C99 P98 B98 F98 
19 13 6	..DII.LLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 L96 O97 A99 C98 P99 B97 F98 
19 11 8	....II.LL.POAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L97 O97 C99 P98 B98 F98 
19 13 6	..IIP.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 L96 O97 D98 C98 P97 B98 F98 
19 13 6	.II...LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I98 L96 O97 D98 C96 P98 B98 F98 
19 11 8	....IILL..POAADCPOJ.DC.OJ.BFFFJ.B... D98 I99 L96 O97 C99 P98 B98 F98 
19 13 6	.II.P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I98 L96 O97 D97 C99 P97 B97 F98 
19 13 6	...CIILL.CPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L96 O97 C97 P98 B98 F98 
19 12 7	..II..LLD.POAADCPOJ..C.OJ.BFFFJ.B... I99 L96 D97 P98 O97 C99 B98 F98 
19 15 4	.IICPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I96 L96 O96 D98 C97 P97 B98 F98 
19 11 8	.II...LLD..OAADCPOJ..CPOJ.BFFFJ.B... I98 L96 D97 O97 C99 P99 B98 F98 
19 13 6	..DIIOLLD..OJAACPOJ..CP.J.BFFF..B... D96 L96 O96 A99 C99 P99 J99 B98 F98 
19 12 7	..II..LL..POAADCPOJ.DC.OJ.BFFFJ.B... I97 L96 O97 D98 C99 P98 B98 F98 
19 13 6	..D.IILLD..OJAACPOJ..CPOJ.BFFF..B... D96 I99 L96 O97 A99 C99 P99 J99 B98 F98 
19 11 8	..II..LLD..OAADCPOJ..CPOJ.BFFFJ.B... I99 L96 D97 O97 C99 P99 B98 F98 
19 18 1	IIDCP.LLDCP...BAAOJ.B..OJFFF.OJ..... I97 L96 O96 A97 D96 C97 P97 B96 F96 
19 14 5	IID...LLDC.O.AACPOJ...POJ.BFFFJ.B... I97 L96 D96 C98 O97 A99 P99 B98 F98 
19 11 8	II...OLL...OAADCPOJ.DCP.J.BFFFJ.B... I97 O96 L96 D98 C99 P99 B98 F98 
19 13 6	..DII.LLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 L96 O97 A99 C99 P98 B97 F98 
19 11 8	.II..OLL...OAADCPOJ.DCP.J.BFFFJ.B... I98 O96 L96 D98 C99 P99 B98 F98 
19 11 8	..II.OLL...OAADCPOJ.DCP.J.BFFFJ.B... I99 O96 L96 D98 C99 P99 B98 F98 
19 13 6	..DIIOLLD.POAA.CPOJ.BC..J.BFFFJ..... D96 L96 O96 C99 P98 B97 F98 
19 11 8	..II.O.LL..OAADCPOJ.DCP.J.BFFFJ.B... I99 O96 L97 D98 C99 P99 B98 F98 
19 13 6	..DIIOLLDC.OAA.CPOJ.B.P.J.BFFFJ..... D96 L96 O96 C98 P99 B97 F98 
19 13 6	..D.IILLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O97 C99 P98 B97 F98 
19 13 6	..DIIOLLDC.O.AACPOJ...P.J.BFFFJ.B... D96 L96 O96 A99 C98 P99 B98 F98 
19 11 8	.II..O.LL..OAADCPOJ.DCP.J.BFFFJ.B... I98 L97 O96 D98 C99 P99 B98 F98 
19 19 0	IIDCP.LLDCP...BAA.J.B..OJ.FFFOJ....O I97 L96 O95 A97 D96 C97 P97 B96 F95 
19 19 0	IIDCP.LLDCP.J.BAA.J.B..OJFFF.O.....O I97 L96 O95 A97 D96 C97 P97 J99 B96 F96 
19 11 8	..DII.LLD..OAABCPOJ.BCPOJ..FFFJ..... D96 L96 O97 C99 P99 B96 F98 
18 12 6	..DII.LLD..OAABCPOJ.BCPOJFFF..J..... D96 L96 O97 C99 P99 B96 F96 
18 13 5	..DII.LLD...AABCP.J.BCPOJFFF.OJ....O D96 L96 O95 C99 P99 B96 F96 
18 13 5	..DII.LLD..OAABC.OJ.BCPOJFFFP.J..... D96 L96 O97 C99 P98 B96 F96 
18 13 5	..DII.LLD..OAABC.OJ.BC.OJFFFP.J...P. D96 L96 O97 C99 P97 B96 F96 
18 14 4	..DII.LLD...AABC..J.BCPOJFFFPOJ....O D96 L96 O95 C99 P98 B96 F96 
18 14 4	..DII.LLD...AABC..J.BC.OJFFFPOJ...PO D96 L96 O95 C99 P97 B96 F96 
19 13 6	IID.....DLLOJAACPOJ.BCPOJ.BFFF...... I97 D98 L99 O97 A99 C99 P99 J99 B97 F98 
19 13 6	.II.PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I98 P97 O96 L98 D98 C99 B98 F98 
19 11 8	...II.LLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 L96 O97 C99 P99 B97 F98 
19 13 6	..DII.LLDCPO.AACPOJ....OJ.BFFFJ.B... D96 L96 O97 A99 C98 P98 B98 F98 
19 13 6	..DIIOLLDCPOAA.CPOJ.....J.BFFFJ.B... D96 L96 O96 C98 P98 B98 F98 
19 15 4	..DII.LLDC..AABC..J.B.POJFFFPOJ....O D96 L96 O95 C98 P98 B96 F96 
19 13 6	IID...J.DLLOJAACPOJ.BCPO..BFFF...... I97 D98 L99 O97 A99 C99 P99 J98 B97 F98 
19 13 6	IID..O..DLLOJAACPOJ..CP.J.BFFF..B... I97 D98 L99 O96 A99 C99 P99 J99 B98 F98 
19 19 0	IIDCP.LLDCP...B.AAJ.B..OJFFF.OJ....O I97 L96 O95 A96 D96 C97 P97 B96 F96 
