0 0 0	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
10 10 0	...PTU..DPTUAAD.TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D97 O99 
10 10 0	..DPTU..DPTUAA..TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D96 O99 
10 10 0	....TUB..PTUBAAPTU.CDYYY.CDOLL...O.. P98 T99 U99 A98 C97 Y97 D99 O99 
10 10 0	....TU...PTUBAAPTUB..YYY.CDOLL.CDO.. P98 T99 U99 B99 A98 Y97 C96 O99 
10 10 0	...PTU...PTUBAA.TUB.DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A98 Y97 D99 O99 
10 10 0	....TU...PTU.AAPTUB..YYYBCDOLL.CDO.. P98 T99 U99 A98 B98 Y97 C96 O99 
10 10 0	...PTU...PTU.AA.TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 B98 A98 Y97 D99 O99 
10 10 0	....TU...PTUAA.PTUB..YYYBCDOLL.CDO.. P98 T99 U99 A97 B98 Y97 C96 O99 
10 10 0	...PTU...PTUAA..TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D99 O99 
10 10 0	...PTU...PTUAAD.TUB.DYYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D98 O99 
10 10 0	...PTU..DPTUAAD.TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D97 O99 
10 10 0	..DPTU..DPTUAA..TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D96 O99 
10 10 0	....TU...PTU.AAPTU...YYYBCDOLLBCDO.. P98 T99 U99 A98 Y97 B97 C96 O99 
10 10 0	...PTU...PTU.AA.TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 B97 A98 Y97 D99 O99 
10 10 0	....TU...PTUAA.PTU...YYYBCDOLLBCDO.. P98 T99 U99 A97 Y97 B97 C96 O99 
10 10 0	...PTU...PTUAA..TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D99 O99 
10 10 0	...PTU...PTUAAD.TU..DYYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D98 O99 
10 10 0	...PTU..DPTUAAD.TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D97 O99 
10 10 0	..DPTU..DPTUAA..TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D96 O99 
10 10 0	....TUB..PTUBAAPTU..DYYY.CDOLL.C.O.. P98 T99 U99 A98 Y97 C96 D99 O99 
10 10 0	.C.PTU.C.PTUAA.OTUYYYO..B.DLL.B.D... B97 P99 T99 U99 A99 Y98 O97 L99 
10 10 0	.C.PT..CDPTUAAD.TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A99 Y96 O99 D97 
10 10 0	.C.P.U.CDPTUAAD.TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D97 
10 10 0	.C.PT..CDPTUAAD.TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D97 
10 10 0	.CDPTU.CDPTU.AA.TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A98 Y96 O99 D96 
10 10 0	.CDPTU.CDPTU.AA.TUBYYY..B..OLL...O.. B98 P99 T99 U99 A98 Y95 O99 D96 
10 10 0	..DPTU.CDPTU.CAATUB..YYYB..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y97 O99 
10 10 0	..DPTU..DPTU.CAATUBC.YYYB..OLL...O.. C98 D96 P99 T99 U99 A97 B98 Y97 O99 
10 10 0	..DPTU..DPTU..AATUBC.YYYBC.OLL...O.. C97 D96 P99 T99 U99 A97 B98 Y97 O99 
10 10 0	..DPTU..DPTU..AATUB..YYYBC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y97 O99 
10 10 0	.CDPTU.CDPTU..AATUB.YYY.B..OLL...O.. B98 P99 T99 U99 A97 Y96 O99 D96 
10 10 0	.CDPTU.CDPTU..AATUBYYY..B..OLL...O.. B98 P99 T99 U99 A97 Y95 O99 D96 
10 10 0	.CDPT..CDPTUAA..TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A99 Y96 O99 D96 
10 10 0	.CDP.U.CDPTUAA..TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D96 
10 10 0	.CDPT..CDPTUAA..TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D96 
10 10 0	.C.PT..CDPTUAAD.TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D97 
10 10 0	.C.P.U.CDPTUAAD.TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D97 
10 10 0	.C.PT..CDPTUAAD.TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D97 
10 10 0	.C.P.U.CDPTUAAD.TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D97 
10 10 0	.C.PT..CDPTUAAD.TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D97 
10 10 0	.C.PTU.CDPTUAAD.TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D97 
10 10 0	.C.PTU.CDPTUAADOTUYYYO..B...LLB..... B97 P99 T99 U99 A99 Y94 O97 D97 
10 10 0	.CDPTU.CDPTU.AA.TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A98 Y96 O99 D96 
10 10 0	.CDPTU.CDPTU.AA.TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A98 Y95 O99 D96 
10 10 0	.CDPTU.CDPTU.AA.TUYYY...B..OLLB..O.. B97 P99 T99 U99 A98 Y94 O99 D96 
10 10 0	..DPTU.CDPTU.CAATU...YYYB..OLLB..O.. C99 D96 P99 T99 U99 A97 Y97 B97 O99 
10 10 0	..DPTU..DPTU.CAATU.C.YYYB..OLLB..O.. C98 D96 P99 T99 U99 A97 Y97 B97 O99 
10 10 0	..DPTU..DPTU..AATU.C.YYYBC.OLLB..O.. C97 D96 P99 T99 U99 A97 Y97 B97 O99 
10 10 0	..DPTU..DPTU..AATU...YYYBC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y97 B97 O99 
10 10 0	.CDPTU.CDPTU..AATU..YYY.B..OLLB..O.. B97 P99 T99 U99 A97 Y96 O99 D96 
10 10 0	.CDPTU.CDPTU..AATU.YYY..B..OLLB..O.. B97 P99 T99 U99 A97 Y95 O99 D96 
10 10 0	.CDPTU.CDPTU..AATUYYY...B..OLLB..O.. B97 P99 T99 U99 A97 Y94 O99 D96 
10 10 0	.CDPT..CDPTUAA..TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D96 
10 10 0	.CDP.U.CDPTUAA..TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D96 
10 10 0	.CDPT..CDPTUAA..TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D96 
10 10 0	.CDP.U.CDPTUAA..TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D96 
10 10 0	.CDPT..CDPTUAA..TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D96 
10 10 0	.CDPTU.CDPTUAA..TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D96 
10 10 0	.CDPTU.CDPTUAA.OTUYYYO..B...LLB..... B97 P99 T99 U99 A99 Y94 O97 D96 
10 10 0	....T....PTUBAAPTUBYYY.U.CDOLL.CDO.. P98 T99 B99 A98 Y97 C96 O99 
10 10 0	...P.....PTUBAA.TUBYYYTU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y97 O99 
10 10 0	....T....PTU.AAPTUBYYY.UBCDOLL.CDO.. P98 T99 A98 B98 Y97 C96 O99 
10 10 0	...P.....PTU.AA.TUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A98 Y97 O99 
10 10 0	....T....PTUAA.PTUBYYY.UBCDOLL.CDO.. P98 T99 A97 B98 Y97 C96 O99 
10 10 0	...P.....PTUAA..TUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A97 Y97 O99 
10 10 0	....T....PTU.AAPTU.YYY.UBCDOLLBCDO.. P98 T99 A98 Y97 B97 C96 O99 
10 10 0	....T....PTU.AAPTUYYY..UBCDOLLBCDO.. P98 T99 A98 Y96 B97 C96 O99 
10 10 0	...P.....PTU.AA.TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A98 Y97 O99 
10 10 0	....T.....TU.AAPTUYYYP.UBCDOLLBCDO.. P97 T99 A98 Y96 B97 C96 O99 
10 10 0	...P.....PTU.AA.TUYYY.TUBCDOLLBCDO.. C96 P99 T98 B97 A98 Y96 O99 
10 10 0	...PT....PTU.AA.TUYYYO.UBCDOLLBCD... C96 P99 T99 B97 A98 Y96 O98 
10 10 0	...PT....PTU.AAOTUYYYO.UBCD.LLBCD... C96 P99 T99 B97 A98 Y96 O97 
10 10 0	....T....PTUAA.PTU.YYY.UBCDOLLBCDO.. P98 T99 A97 Y97 B97 C96 O99 
10 10 0	....T....PTUAA.PTUYYY..UBCDOLLBCDO.. P98 T99 A97 Y96 B97 C96 O99 
10 10 0	...P.....PTUAA..TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A97 Y97 O99 
10 10 0	....T.....TUAA.PTUYYYP.UBCDOLLBCDO.. P97 T99 A97 Y96 B97 C96 O99 
10 10 0	...P.....PTUAA..TUYYY.TUBCDOLLBCDO.. C96 P99 T98 B97 A97 Y96 O99 
10 10 0	...PT....PTUAA..TUYYYO.UBCDOLLBCD... C96 P99 T99 B97 A97 Y96 O98 
10 10 0	...PT....PTUAA.OTUYYYO.UBCD.LLBCD... C96 P99 T99 B97 A97 Y96 O97 
10 10 0	...P.....PTU..AATUYYYOTUBCDOLLBCD... C96 P99 T98 B97 A99 Y96 O98 
10 10 0	......B..PTUBAAPTU.YYYTU.CDOLL.CDO.. T98 P98 A98 Y97 C96 O99 
10 10 0	......B..PTUBAAPTUYYY.TU.CDOLL.CDO.. T98 P98 A98 Y96 C96 O99 
10 10 0	....T.B..PTUBAAPTUYYYO.U.CDOLL.CD... P98 T99 A98 Y96 C96 O98 
10 10 0	......B...TUBAAPTUYYYPTU.CDOLL.CDO.. T98 A98 P97 Y96 C96 O99 
10 10 0	...P..B..PTUBAA.TUYYYOTU.CDOLL.CD... C96 P99 T98 A98 Y96 O98 
10 10 0	...P..B..PTUBAAOTUYYYOTU.CD.LL.CD... C96 P99 T98 A98 Y96 O97 
10 10 0	...PT.B..PTUBAAOTUYYYO.U.CDLL..CD... C96 P99 T99 A98 Y96 O97 L99 
10 10 0	.C.PT..C.PT.AA.OTUYYYO.UB.DLLUB.D... B97 P99 T99 U99 A99 Y98 O97 L99 
10 10 0	.C.PT..C.PT.AA.OT.YYYO.UB.DLLUB.D..U B97 P99 T99 U98 A99 Y98 O97 L99 
10 10 0	.C.....CDPTUAADPTUBYYYTUB..OLL...O.. B98 T98 U98 A99 Y95 O99 D97 
10 10 0	.CD.T..CDPTU.AAPTUB.YYYUB..OLL...O.. B98 T99 U98 A98 Y96 O99 D96 
10 10 0	.CD..U.CDPTU.AAPTUBYYYT.B..OLL...O.. B98 T98 U99 A98 Y95 O99 D96 
10 10 0	.CD.T..CDPTU.AAPTUBYYY.UB..OLL...O.. B98 T99 U98 A98 Y95 O99 D96 
10 10 0	.CD....CDPTUAA.PTUBYYYTUB..OLL...O.. B98 T98 U98 A99 Y95 O99 D96 
10 10 0	.C.....CDPTUAADPTU.YYYTUB..OLLB..O.. B97 T98 U98 A99 Y95 O99 D97 
10 10 0	.C.....CDPTUAADPTUYYY.TUB..OLLB..O.. B97 T98 U98 A99 Y94 O99 D97 
10 10 0	.C...U.CD.TUAADPTUYYYPT.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D97 
10 10 0	.C...U.CDPTUAADPTUYYYOT.B..OLLB..... B97 T98 U99 A99 Y94 O98 D97 
10 10 0	.C..T..CD.TUAADPTUYYYP.UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D97 
10 10 0	.C..T..CDPTUAADPTUYYYO.UB..OLLB..... B97 T99 U98 A99 Y94 O98 D97 
10 10 0	.CD.T..CDPTU.AAPTU..YYYUB..OLLB..O.. B97 T99 U98 A98 Y96 O99 D96 
10 10 0	.CD..U.CDPTU.AAPTU.YYYT.B..OLLB..O.. B97 T98 U99 A98 Y95 O99 D96 
10 10 0	.CD.T..CDPTU.AAPTU.YYY.UB..OLLB..O.. B97 T99 U98 A98 Y95 O99 D96 
10 10 0	.CD..U.CDPTU.AAPTUYYY.T.B..OLLB..O.. B97 T98 U99 A98 Y94 O99 D96 
10 10 0	.CD.T..CDPTU.AAPTUYYY..UB..OLLB..O.. B97 T99 U98 A98 Y94 O99 D96 
10 10 0	.CD.TU.CD.TU.AAPTUYYYP..B..OLLB..O.. B97 P99 T99 U99 A98 Y94 O99 D96 
10 10 0	.CD.TU.CDPTU.AAPTUYYYO..B..OLLB..... B97 T99 U99 A98 Y94 O98 D96 
10 10 0	.CD....CDPTUAA.PTU.YYYTUB..OLLB..O.. B97 T98 U98 A99 Y95 O99 D96 
10 10 0	.CD....CDPTUAA.PTUYYY.TUB..OLLB..O.. B97 T98 U98 A99 Y94 O99 D96 
10 10 0	.CD..U.CD.TUAA.PTUYYYPT.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D96 
10 10 0	.CD..U.CDPTUAA.PTUYYYOT.B..OLLB..... B97 T98 U99 A99 Y94 O98 D96 
10 10 0	.CD.T..CD.TUAA.PTUYYYP.UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D96 
10 10 0	.CD.T..CDPTUAA.PTUYYYO.UB..OLLB..... B97 T99 U98 A99 Y94 O98 D96 
11 11 0	BC.P..BCDPTUAAD.TU.YYYTU...OLL...O.. B99 P99 T98 U98 A99 Y95 O99 D97 
11 11 0	BC.P..BCDPTUAAD.TUYYY.TU...OLL...O.. B99 P99 T98 U98 A99 Y94 O99 D97 
11 11 0	BC.P.UBCDPTUAAD.TUYYYOT....OLL...... B99 P99 T98 U99 A99 Y94 O98 D97 
11 11 0	BC.P.UBCDPTUAADOTUYYYOT.....LL...... B99 P99 T98 U99 A99 Y94 O97 D97 
11 11 0	BC.PT.BCDPTUAAD.TUYYYO.U...OLL...... B99 P99 T99 U98 A99 Y94 O98 D97 
11 11 0	BC.PT.BCDPTUAADOTUYYYO.U....LL...... B99 P99 T99 U98 A99 Y94 O97 D97 
11 11 0	BC.PTUBCDPTUAADOTUYYYO.....LL....... B99 P99 T99 U99 A99 Y94 O97 D97 L99 
11 11 0	BC.PTUBCDPTUAADOTUYYYO....LL........ B99 P99 T99 U99 A99 Y94 O97 D97 L98 
11 11 0	BC.PTUBCDPTUAADOTUYYYO...LL......... B99 P99 T99 U99 A99 Y94 O97 D97 L97 
11 11 0	BC.PTUBCDPTUAADOTUYYYO..LL.......... B99 P99 T99 U99 A99 Y94 O97 D97 L96 
11 11 0	.CDPTUBCDPTUBAA.TU..YYY....OLL...O.. B98 D96 P99 T99 U99 A98 Y96 O99 
11 11 0	.CDPTUBCDPTUBAA.TU.YYY.....OLL...O.. B98 D96 P99 T99 U99 A98 Y95 O99 
11 11 0	.CDPTUBCDPTUBAA.TUYYY......OLL...O.. B98 D96 P99 T99 U99 A98 Y94 O99 
11 11 0	.CDPTU.CDPTUBAA.TUB.YYY....OLL...O.. B97 D96 P99 T99 U99 A98 Y96 O99 
11 11 0	.CDPTU.CDPTUBAA.TUBYYY.....OLL...O.. B97 D96 P99 T99 U99 A98 Y95 O99 
11 11 0	BCDPT.BCDPTU.AA.TU..YYYU...OLL...O.. B99 P99 T99 U98 A98 Y96 O99 D96 
11 11 0	BCDP.UBCDPTU.AA.TU.YYYT....OLL...O.. B99 P99 T98 U99 A98 Y95 O99 D96 
11 11 0	BCDPT.BCDPTU.AA.TU.YYY.U...OLL...O.. B99 P99 T99 U98 A98 Y95 O99 D96 
11 11 0	BCDP.UBCDPTU.AA.TUYYY.T....OLL...O.. B99 P99 T98 U99 A98 Y94 O99 D96 
11 11 0	BCDPT.BCDPTU.AA.TUYYY..U...OLL...O.. B99 P99 T99 U98 A98 Y94 O99 D96 
11 11 0	BCDPTUBCDPTU.AA.TUYYYO.....OLL...... B99 P99 T99 U99 A98 Y94 O98 D96 
11 11 0	BCDPTUBCDPTU.AAOTUYYYO......LL...... B99 P99 T99 U99 A98 Y94 O97 D96 
11 11 0	..DPTUBCDPTUBCAATU...YYY...OLL...O.. C99 D96 P99 T99 U99 B98 A97 Y97 O99 
11 11 0	..DPTUB.DPTUBCAATU.C.YYY...OLL...O.. C98 D96 P99 T99 U99 B98 A97 Y97 O99 
11 11 0	..DPTUB.DPTUB.AATU.C.YYY.C.OLL...O.. C97 D96 P99 T99 U99 B98 A97 Y97 O99 
11 11 0	..DPTUB.DPTUB.AATU...YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 B98 A97 Y97 O99 
11 11 0	.CDPTUBCDPTUB.AATU..YYY....OLL...O.. B98 D96 P99 T99 U99 A97 Y96 O99 
11 11 0	.CDPTUBCDPTUB.AATU.YYY.....OLL...O.. B98 D96 P99 T99 U99 A97 Y95 O99 
11 11 0	.CDPTUBCDPTUB.AATUYYY......OLL...O.. B98 D96 P99 T99 U99 A97 Y94 O99 
11 11 0	..DPTU.CDPTUBCAATUB..YYY...OLL...O.. C99 D96 P99 T99 U99 B97 A97 Y97 O99 
11 11 0	..DPTU..DPTUBCAATUBC.YYY...OLL...O.. C98 D96 P99 T99 U99 B97 A97 Y97 O99 
11 11 0	..DPTU..DPTUB.AATUBC.YYY.C.OLL...O.. C97 D96 P99 T99 U99 B97 A97 Y97 O99 
11 11 0	..DPTU..DPTUB.AATUB..YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 B97 A97 Y97 O99 
11 11 0	.CDPTU.CDPTUB.AATUB.YYY....OLL...O.. B97 D96 P99 T99 U99 A97 Y96 O99 
11 11 0	.CDPTU.CDPTUB.AATUBYYY.....OLL...O.. B97 D96 P99 T99 U99 A97 Y95 O99 
11 11 0	B.DPTUBCDPTU.CAATU..YYY....OLL...O.. C99 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B.DPTUBCDPTU.CAATU.YYY.....OLL...O.. C99 B99 P99 T99 U99 A97 Y95 O99 D96 
11 11 0	B.DPTUBCDPTU.CAATUYYY......OLL...O.. C99 B99 P99 T99 U99 A97 Y94 O99 D96 
11 11 0	B.DPTUB.DPTU.CAATU.CYYY....OLL...O.. C98 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B.DPTUB.DPTU.AA.TU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A96 Y97 O99 D96 
11 11 0	B.DPTUB.DPTU..AATU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B.DPTUB.DPTU.AA.TU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y97 O99 D96 
11 11 0	B.DPTUB.DPTU..AATU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B.DPTUB.DPTU..AATU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D96 
11 11 0	B.DPTUB.DPTU..AATUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D96 
11 11 0	BCDPT.BCDPTU..AATU..YYYU...OLL...O.. B99 P99 T99 U98 A97 Y96 O99 D96 
11 11 0	BCDP.UBCDPTU..AATU.YYYT....OLL...O.. B99 P99 T98 U99 A97 Y95 O99 D96 
11 11 0	BCDPT.BCDPTU..AATU.YYY.U...OLL...O.. B99 P99 T99 U98 A97 Y95 O99 D96 
11 11 0	BCDP.UBCDPTU..AATUYYY.T....OLL...O.. B99 P99 T98 U99 A97 Y94 O99 D96 
11 11 0	BCDPT.BCDPTU..AATUYYY..U...OLL...O.. B99 P99 T99 U98 A97 Y94 O99 D96 
11 11 0	BCDPTUBCDPTU..AATUYYYO.....OLL...... B99 P99 T99 U99 A97 Y94 O98 D96 
11 11 0	BCDP..BCDPTUAA..TU.YYYTU...OLL...O.. B99 P99 T98 U98 A99 Y95 O99 D96 
11 11 0	BCDP..BCDPTUAA..TUYYY.TU...OLL...O.. B99 P99 T98 U98 A99 Y94 O99 D96 
11 11 0	BCDP.UBCDPTUAA..TUYYYOT....OLL...... B99 P99 T98 U99 A99 Y94 O98 D96 
11 11 0	BCDP.UBCDPTUAA.OTUYYYOT.....LL...... B99 P99 T98 U99 A99 Y94 O97 D96 
11 11 0	BCDPT.BCDPTUAA..TUYYYO.U...OLL...... B99 P99 T99 U98 A99 Y94 O98 D96 
11 11 0	BCDPT.BCDPTUAA.OTUYYYO.U....LL...... B99 P99 T99 U98 A99 Y94 O97 D96 
11 11 0	BCDPTUBCDPTUAA.OTUYYYO.....LL....... B99 P99 T99 U99 A99 Y94 O97 D96 L99 
11 11 0	BCDPTUBCDPTUAA.OTUYYYO....LL........ B99 P99 T99 U99 A99 Y94 O97 D96 L98 
11 11 0	BCDPTUBCDPTUAA.OTUYYYO...LL......... B99 P99 T99 U99 A99 Y94 O97 D96 L97 
11 11 0	BCDPTUBCDPTUAA.OTUYYYO..LL.......... B99 P99 T99 U99 A99 Y94 O97 D96 L96 
11 11 0	B...TUB..PTU.AAPTU.YYY...CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y97 O99 
11 11 0	B...TUB..PTU.AAPTUYYY....CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y96 O99 
11 11 0	B..P.UB..PTU.AA.TU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A98 Y97 O99 
11 11 0	B...TUB...TU.AAPTUYYYP...CDOLL.CDO.. C96 B99 P97 T99 U99 A98 Y96 O99 
11 11 0	B..P.UB..PTU.AA.TUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A98 Y96 O99 
11 11 0	B..PTUB..PTU.AA.TUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A98 Y96 O98 
11 11 0	B..PTUB..PTU.AAOTUYYYO...CD.LL.CD... C96 B99 P99 T99 U99 A98 Y96 O97 
11 11 0	B...TUB..PTUAA.PTU.YYY...CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y97 O99 
11 11 0	B...TUB..PTUAA.PTUYYY....CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y96 O99 
11 11 0	B..P.UB..PTUAA..TU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y97 O99 
11 11 0	B...TUB...TUAA.PTUYYYP...CDOLL.CDO.. C96 B99 P97 T99 U99 A97 Y96 O99 
11 11 0	B..P.UB..PTUAA..TUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A97 Y96 O99 
11 11 0	B..PTUB..PTUAA..TUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A97 Y96 O98 
11 11 0	B..PTUB..PTUAA.OTUYYYO...CD.LL.CD... C96 B99 P99 T99 U99 A97 Y96 O97 
11 11 0	B..P.UB..PTU..AATUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A99 Y96 O98 
11 11 0	B...TUB..PTU.AAPTU.CDYYY.CDOLL...O.. C97 B99 P98 T99 U99 A98 Y97 O99 D99 
11 11 0	B...TUB..PTUAA.PTU.CDYYY.CDOLL...O.. C97 B99 P98 T99 U99 A97 Y97 O99 D99 
11 11 0	B...TUB..PTUAADPTU.CDYYY.C.OLL...O.. C97 B99 P98 T99 U99 A97 Y97 O99 D98 
11 11 0	B...TUB.DPTUAADPTU.C.YYY.C.OLL...O.. C97 B99 P98 T99 U99 A97 Y97 O99 D97 
11 11 0	B.D.TUB.DPTUAA.PTU.C.YYY.C.OLL...O.. C97 B99 P98 T99 U99 A97 Y97 O99 D96 
11 11 0	B..PTUB.DPTUAAD.TU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D97 
11 11 0	B.DPTUB.DPTUAA..TU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B...TUB..PTU.AAPTU..DYYY.CDOLL.C.O.. C96 B99 P98 T99 U99 A98 Y97 O99 D99 
11 11 0	B...TUB..PTUAA.PTU..DYYY.CDOLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D99 
11 11 0	B...TUB..PTUAADPTU..DYYY.C.OLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D98 
11 11 0	B...TUB.DPTUAADPTU...YYY.C.OLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D97 
11 11 0	B.D.TUB.DPTUAA.PTU...YYY.C.OLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D96 
11 11 0	B..PTUB.DPTUAAD.TU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D97 
11 11 0	B..PTUB.DPTUAAD.TU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D97 
11 11 0	B..PTUB.DPTUAAD.TUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D97 
11 11 0	B.DPTUB.DPTUAA..TU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D96 
11 11 0	B.DPTUB.DPTUAA..TU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D96 
11 11 0	B.DPTUB.DPTUAA..TUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D96 
11 11 0	B.....B..PTU.AAPTU.YYYTU.CDOLL.CDO.. C96 B99 P98 T98 A98 Y97 O99 
11 11 0	B.....B..PTU.AAPTUYYY.TU.CDOLL.CDO.. C96 B99 P98 T98 A98 Y96 O99 
11 11 0	B...T.B..PTU.AAPTUYYYO.U.CDOLL.CD... C96 B99 P98 T99 A98 Y96 O98 
11 11 0	B.....B...TU.AAPTUYYYPTU.CDOLL.CDO.. C96 B99 P97 T98 A98 Y96 O99 
11 11 0	B..P..B..PTU.AA.TUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A98 Y96 O98 
11 11 0	B..P..B..PTU.AAOTUYYYOTU.CD.LL.CD... C96 B99 P99 T98 A98 Y96 O97 
11 11 0	B..PT.B..PTU.AAOTUYYYO.U.CDLL..CD... C96 B99 P99 T99 A98 Y96 O97 L99 
11 11 0	B.....B..PTUAA.PTU.YYYTU.CDOLL.CDO.. C96 B99 P98 T98 A97 Y97 O99 
11 11 0	B.....B..PTUAA.PTUYYY.TU.CDOLL.CDO.. C96 B99 P98 T98 A97 Y96 O99 
11 11 0	B...T.B..PTUAA.PTUYYYO.U.CDOLL.CD... C96 B99 P98 T99 A97 Y96 O98 
11 11 0	B.....B...TUAA.PTUYYYPTU.CDOLL.CDO.. C96 B99 P97 T98 A97 Y96 O99 
11 11 0	B..P..B..PTUAA..TUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A97 Y96 O98 
11 11 0	B..P..B..PTUAA.OTUYYYOTU.CD.LL.CD... C96 B99 P99 T98 A97 Y96 O97 
11 11 0	B..PT.B..PTUAA.OTUYYYO.U.CDLL..CD... C96 B99 P99 T99 A97 Y96 O97 L99 
11 11 0	BC....BCD.TUAADPTUYYYPTU...OLL...O.. B99 P99 T98 U98 A99 Y94 O99 D97 
