3 0 3	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
9 7 2	BC.PTUBC.PTUAA..TU..YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
9 7 2	B..P.UBC.PTU.CAATU.YYYT...DOLL..DO.. C99 B99 P99 U99 A99 Y99 O99 
9 7 2	.C.P...C.PTU..AATUYYYOTUB.DOLLB.D... B97 P99 A99 Y98 O98 
9 7 2	.C.PT..C.PTUAA..TUYYY..UB.DOLLB.DO.. B97 P99 T99 A99 Y96 O99 
9 7 2	.C.PTU.C.PTU.AA.TUYYY...B.DOLLB.DO.. B97 P99 T99 U99 Y96 O99 
9 7 2	.C.PTU.C.PTUB.AATUBYYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
9 7 2	.C.P.U.C.PTU.AA.TUYYYOT.B.DOLLB.D... B97 P99 U99 Y98 O98 
9 7 2	.C.PT..C.PTU.AA.TUYYYO.UB.DOLLB.D... B97 P99 T99 Y98 O98 
9 7 2	BC.PTUBC.PTUAA..TU.YYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
9 7 2	BC.PTUBC.PTU..AATU...YYY..DOLL..DO.. B99 P99 T99 U99 A99 Y97 O99 
9 7 2	.C.PTU.C.PTUAA..TU.YYY..B.DOLLB.DO.. B97 P99 T99 U99 A99 Y99 O99 
9 7 2	.C.P.U.C.PTU..AATUYYY.T.B.DOLLB.DO.. B97 P99 U99 A99 Y98 O99 
9 7 2	BC.PTUBC.PTU..AATU..YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
9 7 2	.C.PT..C.PTU..AATUYYY..UB.DOLLB.DO.. B97 P99 T99 A99 Y98 O99 
9 7 2	...P...C.PTU.CAATUYYY.TUB.DOLLB.DO.. C99 P99 A99 Y98 B97 O99 
9 7 2	BC.PTUBC.PTU..AATU.YYY....DOLL..DO.. B99 P99 T99 U99 A99 Y99 O99 
9 7 2	B..PTUBC.PTU.CAATUYYY.....DOLL..DO.. C99 B99 P99 T99 U99 A99 O99 
9 7 2	B..PT.BC.PTU.CAATU..YYYU..DOLL..DO.. C99 B99 P99 T99 A99 Y98 O99 
9 7 2	B..PT.BC.PTU.CAATU.YYY.U..DOLL..DO.. C99 B99 P99 T99 A99 Y99 O99 
9 7 2	.C.PTU.C.PTUAA..TU..YYY.B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
9 7 2	.C.PTU.C.PTU..AATU.YYY..B.DOLLB.DO.. B97 P99 T99 U99 A99 Y99 O99 
9 7 2	.C.PTU.C.PTUB.AATUB.YYY...DOLL..DO.. B99 P99 T99 U99 A99 Y98 O99 
9 7 2	BC.PT.BC.PT.AA.OT.YYYO.U..DLLU..D..U B99 P99 T99 U98 A99 O99 L99 
9 7 2	.C.PTU.C.PTU..AATUB.YYY.B.DOLL..DO.. B98 P99 T99 U99 A99 Y98 O99 
9 7 2	.C.PTUBC.PTUB.AATU..DYYY..DOLL...O.. P99 T99 U99 A99 Y97 O99 D99 
9 7 2	.C.PTU.C.PTU..AATU..YYY.B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
9 7 2	.C.PTU.C.PTU..AATUB..YYYB.DOLL..DO.. B98 P99 T99 U99 A99 Y97 O99 
9 7 2	...PTUBC.PTUBCAATU.YYY....DOLL..DO.. C99 P99 T99 U99 A99 Y99 O99 
9 7 2	...PT..C.PTU.CAATU.YYY.UB.DOLLB.DO.. C99 P99 T99 A99 Y99 B97 O99 
9 7 2	.C.PTU.C.PTUAA..TU...YYYB.DOLLB.DO.. B97 P99 T99 U99 A99 Y97 O99 
9 7 2	.C.PTU.C.PTUAA..TUB..YYYB.DOLL..DO.. B98 P99 T99 U99 A99 Y97 O99 
9 7 2	.C.PTU.C.PTU.AA.TU..DYYYB.DOLLB..O.. B97 P99 T99 U99 Y97 O99 D99 
9 7 2	.C.PTU.C.PTUB.AATUB..YYY..DOLL..DO.. B99 P99 T99 U99 A99 Y97 O99 
9 7 2	...PT..C.PTUBCAATUBYYY.U..DOLL..DO.. C99 P99 T99 B99 A99 Y99 O99 
9 7 2	...PT..C.PTU.CAATUBYYY.UB.DOLL..DO.. C99 P99 T99 A99 B98 Y99 O99 
9 7 2	...PTUB..PTUB.AATU..YYY..CDOLL.CDO.. C96 P99 T99 U99 A99 Y98 O99 
9 7 2	...PT..C.PTU.CAATU..YYYUB.DOLLB.DO.. C99 P99 T99 A99 Y98 B97 O99 
9 7 2	.C.PTU.C.PTU..AATUBYYY..B.DOLL..DO.. B98 P99 T99 U99 A99 Y99 O99 
9 7 2	B..PT.B..PTU..AATU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A99 Y98 O99 
9 7 2	...PT.B..PTUBAA.TU..YYYU.CDOLL.CDO.. C96 P99 T99 A98 Y98 O99 
9 7 2	...PT.B..PTUB.AATUYYY..U.CDOLL.CDO.. C96 P99 T99 A99 Y96 O99 
9 7 2	...PT....PTU..AATU..YYYUBCDOLLBCDO.. C96 P99 T99 A99 Y98 B97 O99 
9 7 2	...PT....PTUB.AATUB.YYYU.CDOLL.CDO.. C96 P99 T99 B99 A99 Y98 O99 
9 7 2	...PT....PTU..AATUB.YYYUBCDOLL.CDO.. C96 P99 T99 A99 B98 Y98 O99 
9 7 2	...PT.B..PTUB.AATU.YYY.U.CDOLL.CDO.. C96 P99 T99 A99 Y97 O99 
9 7 2	...PT.B..PTUBAA.TU.CYYYU.CDOLL..DO.. C97 P99 T99 A98 Y98 O99 
9 7 2	...PT....PTUBCAATUBCYYYU..DOLL..DO.. C98 P99 T99 B99 A99 Y98 O99 
9 7 2	B..PT.B..PTU.CAATU.CYYYU..DOLL..DO.. C98 B99 P99 T99 A99 Y98 O99 
9 7 2	...PT....PTUB.AATUBCYYYU.CDOLL..DO.. C97 P99 T99 B99 A99 Y98 O99 
9 7 2	.C.PTU.C.PTUAA..TUBYYY..B.DOLL..DO.. B98 P99 T99 U99 A99 Y99 O99 
9 7 2	...PTUBC.PTUBCAATU..YYY...DOLL..DO.. C99 P99 T99 U99 A99 Y98 O99 
9 7 2	...PT..C.PTUBCAATUB.YYYU..DOLL..DO.. C99 P99 T99 B99 A99 Y98 O99 
9 7 2	...P.U.C.PTUBCAATUBYYYT...DOLL..DO.. C99 P99 B99 U99 A99 Y99 O99 
9 7 2	...PTUBC.PTUBCAATU...YYY..DOLL..DO.. C99 P99 T99 U99 A99 Y97 O99 
9 7 2	...P.U.C.PTU.CAATU.YYYT.B.DOLLB.DO.. C99 P99 B97 U99 A99 Y99 O99 
9 7 2	...P.U.C.PTU.CAATUBYYYT.B.DOLL..DO.. C99 P99 B98 U99 A99 Y99 O99 
9 7 2	...PT....PTU.CAATUBCYYYUB.DOLL..DO.. C98 P99 T99 A99 B98 Y98 O99 
9 7 2	...PT....PTU..AATU.CYYYUBCDOLLB.DO.. C97 P99 T99 A99 Y98 B97 O99 
9 7 2	...PT..C.PTU.CAATUB.YYYUB.DOLL..DO.. C99 P99 T99 A99 B98 Y98 O99 
9 7 2	...PT....PTU.CAATU.CYYYUB.DOLLB.DO.. C98 P99 T99 A99 Y98 B97 O99 
9 7 2	...PT....PTU..AATUBCYYYUBCDOLL..DO.. C97 P99 T99 A99 B98 Y98 O99 
9 7 2	B..PT.B..PTU..AATU.CYYYU.CDOLL..DO.. C97 B99 P99 T99 A99 Y98 O99 
9 6 3	.C..T..C.PTU.AAPTUYYYO.UB.DOLLB.D... B97 T99 Y96 O98 
9 6 3	BC...UBC..TUAA.PTUYYYPT...DOLL..DO.. B99 P97 U99 A99 O99 
9 6 3	.C..TU.C.PTUAA.PTUBYYY..B.DOLL..DO.. B98 T99 U99 A99 Y99 O99 
9 6 3	BC.PTUBC.PTUAA.OTUYYYO....D.LL..D... B99 P99 T99 U99 A99 O99 
9 6 3	.C..TU.C.PTU.AAPTUYYY...B.DOLLB.DO.. B97 T99 U99 Y96 O99 
9 6 3	.C..T..C.PTUAA.PTUYYY..UB.DOLLB.DO.. B97 T99 A99 Y96 O99 
9 6 3	BC..TUBC.PTUAA.PTU.YYY....DOLL..DO.. B99 T99 U99 A99 Y99 O99 
9 6 3	BC.PT.BC.PTUAA.OTUYYYO.U..DLL...D... B99 P99 T99 A99 O99 L99 
9 6 3	.C.PTUBC.PTUBAAOTUYYYO....DLL...D... P99 T99 U95 O99 L99 
9 6 3	.C..TU.C.PTU.AAPTUB.DYYYB.DOLL...O.. B98 T99 U99 Y97 O99 D99 
9 6 3	BC..TUBC.PTU.AAPTU..DYYY..DOLL...O.. B99 T99 U99 Y97 O99 D99 
9 6 3	BC..T.BC..TUAA.PTUYYYP.U..DOLL..DO.. B99 P97 T99 A99 O99 
9 6 3	BC..TUBC.PTUAA.PTU...YYY..DOLL..DO.. B99 T99 U99 A99 Y97 O99 
9 6 3	.C...U.C.PTUAA.PTUYYY.T.B.DOLLB.DO.. B97 U99 A99 Y98 O99 
9 6 3	.C..TU.C.PTUAA.PTUB.YYY.B.DOLL..DO.. B98 T99 U99 A99 Y98 O99 
9 6 3	BC..TUBC..TU.AAPTUYYYP....DOLL..DO.. B99 P97 T99 U99 O99 
9 6 3	.C..TU.C.PTU.AAPTU..DYYYB.DOLLB..O.. B97 T99 U99 Y97 O99 D99 
9 6 3	.C...U.C.PTU.AAPTUYYYOT.B.DOLLB.D... B97 U99 Y98 O98 
9 6 3	.C.....C.PTUAA.PTUYYYOTUB.DOLLB.D... B97 A99 Y98 O98 
9 6 3	.C.....C..TU.AAPTUYYYPTUB.DOLLB.DO.. B97 P97 Y98 O99 
9 6 3	BC..TUBC.PTUAA.PTU..YYY...DOLL..DO.. B99 T99 U99 A99 Y98 O99 
9 6 3	.C..TU.C.PTUBAAPTUB.DYYY..DOLL...O.. B99 T99 U99 Y97 O99 D99 
9 6 3	.C..TU.C.PTUAA.PTUB..YYYB.DOLL..DO.. B98 T99 U99 A99 Y97 O99 
9 6 3	.C..TU.C.PTUAA.PTU.YYY..B.DOLLB.DO.. B97 T99 U99 A99 Y99 O99 
9 6 3	BC.P.UBC.PTU.AAOTUYYYOT...DLL...D... B99 P99 U95 O99 L99 
9 6 3	.C.P...C.PTU.AAOTUYYYOTUB.D.LLB.D... B97 P99 Y98 O97 
9 6 3	.C..TU.C.PTUAA.PTU..YYY.B.DOLLB.DO.. B97 T99 U99 A99 Y98 O99 
9 6 3	.C..TU.C.PTUAA.PTU...YYYB.DOLLB.DO.. B97 T99 U99 A99 Y97 O99 
9 6 3	BC.P..BC.PT..AAOTUYYYOTU..DLLU..D... B99 P99 U97 O99 L99 
9 6 3	.C.PT.BC.PT.BAAOTUYYYO.U..DLLU..D... P99 T99 U97 O99 L99 
10 8 2	BCDPTUBCDPTUAA..TU...YYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D96 
10 8 2	B..PTUB..PTU..AATU.CYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y98 O99 
10 8 2	.C.PTU.C.PTU..AATUB.DYYYB.DOLL...O.. B98 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	...PTU...PTU..AATU.CYYY.BCDOLLB.DO.. C97 P99 T99 U99 B97 A99 Y98 O99 
10 8 2	...PTU...PTU..AATUB.YYY.BCDOLL.CDO.. C96 P99 T99 U99 A99 B98 Y98 O99 
10 8 2	B..PT.B..PTU.AA.TU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A98 Y98 O99 
10 8 2	.C.PTU.C.PTU..AATU..DYYYB.DOLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	...PTU...PTU..AATUBCYYY.BCDOLL..DO.. C97 P99 T99 U99 B98 A99 Y98 O99 
10 8 2	...PTU...PTUB.AATUBCYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y98 O99 
10 8 2	...PTUB..PTUBAA.TU.CYYY..CDOLL..DO.. C97 P99 T99 U99 A98 Y98 O99 
10 8 2	.C.P.U.C.PTUAA..TUYYYOT.B.DOLLB.D... B97 P99 U99 A99 Y98 O98 
10 8 2	BC.PTUBC.PTUAA..TU..DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	B..PTUB..PTU.CAATU.CYYY...DOLL..DO.. C98 P99 T99 U99 B99 A99 Y98 O99 
10 8 2	.C.PTU.C.PTU..AATUYYY...B.DOLLB.DO.. B97 P99 T99 U99 A99 Y94 O99 
10 8 2	...PTU...PTU..AATU...YYYBCDOLLBCDO.. C96 P99 T99 U99 A99 Y97 B97 O99 
10 8 2	.C.PTU.C.PTUB.AATUB.DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	...PTUB..PTUB.AATU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 A99 Y97 D99 O99 
10 8 2	.C.P.U.C.PTU..AATUYYYOT.B.DOLLB.D... B97 P99 U99 A99 Y98 O98 
10 8 2	...PTU...PTU..AATU.C.YYYBCDOLLB.DO.. C97 P99 T99 U99 A99 Y97 B97 O99 
10 8 2	...PTU...PTU.CAATU.C.YYYB.DOLLB.DO.. C98 P99 T99 U99 A99 Y97 B97 O99 
10 8 2	...PTUB..PTUB.AATU.CDYYY.CDOLL...O.. C97 P99 T99 U99 A99 Y97 D99 O99 
10 8 2	...PTU.C.PTU.CAATU...YYYB.DOLLB.DO.. C99 P99 T99 U99 A99 Y97 B97 O99 
10 8 2	...PTUB..PTUBCAATU.CDYYY..DOLL...O.. C98 P99 T99 U99 A99 Y97 D99 O99 
10 8 2	B..PTUB..PTU.CAATU.C.YYY..DOLL..DO.. C98 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	B..PTUBC.PTU.CAATU.YYY....DOLL..DO.. C99 B99 P99 T99 U99 A99 Y99 O99 
10 8 2	BC.PTUBC.PTU..AATU..DYYY..DOLL...O.. B99 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	.C.PTU.C.PTUAA..TUYYY...B.DOLLB.DO.. B97 P99 T99 U99 A99 Y98 O99 
10 8 2	B..PTUBC.PTU.CAATU..YYY...DOLL..DO.. C99 B99 P99 T99 U99 A99 Y98 O99 
10 8 2	...PTU.C.PTUBCAATUBYYY....DOLL..DO.. C99 P99 T99 U99 B99 A99 Y99 O99 
10 8 2	.C.PTU.C.PTU.AA.TUYYYO..B.DOLLB.D... B97 P99 T99 U99 Y96 O98 
10 8 2	...PT....PTUAA..TUBCYYYUBCDOLL..DO.. C97 P99 T99 A97 B98 Y98 O99 
10 8 2	B..PTUBC.PTU.CAATU...YYY..DOLL..DO.. C99 B99 P99 T99 U99 A99 Y97 O99 
10 8 2	.C.PT..C.PTU..AATUYYYO.UB.DOLLB.D... B97 P99 T99 A99 Y98 O98 
10 8 2	...PT..C.PTU.CAATUYYY..UB.DOLLB.DO.. C99 P99 T99 A99 Y98 B97 O99 
10 8 2	...P.U.C.PTU.CAATUYYY.T.B.DOLLB.DO.. C99 P99 U99 A99 Y98 B97 O99 
10 8 2	B..PTUB..PTU..AATU..YYY..CDOLL.CDO.. C96 B99 P99 T99 U99 A99 Y98 O99 
10 8 2	...P...C.PTU.CAATUYYYOTUB.DOLLB.D... C99 P99 A99 Y98 O98 B97 
10 8 2	...PTU...PTUB.AATUB.YYY..CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y98 O99 
10 8 2	B..PT.B..PTUAA..TU.CYYYU.CDOLL..DO.. C97 B99 P99 T99 A97 Y98 O99 
10 8 2	B..PT.B..PTUAA..TU..YYYU.CDOLL.CDO.. C96 B99 P99 T99 A97 Y98 O99 
10 8 2	...PTU...PTU.CAATUBC.YYYB.DOLL..DO.. C98 P99 T99 U99 B98 A99 Y97 O99 
10 8 2	...PTU.C.PTU.CAATU.YYY..B.DOLLB.DO.. C99 P99 T99 U99 A99 Y99 B97 O99 
10 8 2	...P..B..PTUB.AATU.YYYTU.CDOLL.CDO.. C96 P99 T98 A99 Y97 O99 
10 8 2	...PTUB..PTUB.AATUYYY....CDOLL.CDO.. C96 P99 T99 U99 A99 Y94 O99 
10 8 2	...PTU...PTUBCAATUBC.YYY..DOLL..DO.. C98 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	...PTU.C.PTU.CAATUB..YYYB.DOLL..DO.. C99 P99 T99 U99 A99 B98 Y97 O99 
10 8 2	...PT....PTUB.AATUBYYY.U.CDOLL.CDO.. C96 P99 T99 B99 A99 Y97 O99 
10 8 2	...PTU.C.PTU.CAATUB.YYY.B.DOLL..DO.. C99 P99 T99 U99 A99 B98 Y98 O99 
10 8 2	...PTUBC.PTUBCAATU..DYYY..DOLL...O.. C99 P99 T99 U99 A99 D99 Y97 O99 
10 8 2	...PTU...PTU..AATU..YYY.BCDOLLBCDO.. C96 P99 T99 U99 A99 Y98 B97 O99 
10 8 2	...PTU.C.PTU.CAATUBYYY..B.DOLL..DO.. C99 P99 B98 T99 U99 A99 Y99 O99 
10 8 2	...PTU.C.PTU.CAATU..YYY.B.DOLLB.DO.. C99 P99 T99 U99 A99 Y98 B97 O99 
10 8 2	...PTU.C.PTUBCAATUB..YYY..DOLL..DO.. C99 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	.CDPTU.CDPTUAA..TU...YYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D96 
10 8 2	.CDPTU.CDPTUAA..TUB..YYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D96 
10 8 2	B..PT.B..PTU..AATUYYY..U.CDOLL.CDO.. C96 B99 P99 T99 A99 Y96 O99 
10 8 2	...PT....PTUAA..TU.CYYYUBCDOLLB.DO.. C97 P99 T99 A97 Y98 B97 O99 
10 8 2	...PTUB..PTUBAA.TU..YYY..CDOLL.CDO.. C96 P99 T99 U99 A98 Y98 O99 
10 8 2	.C.PTU.C.PTUAA..TU..DYYYB.DOLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	...PT.B..PTUBAA.TUYYY..U.CDOLL.CDO.. C96 P99 T99 A98 Y96 O99 
10 8 2	...PT.B..PTUB.AATUYYYO.U.CDOLL.CD... C96 P99 T99 A99 Y96 O98 
10 8 2	...PTUB..PTUB.AATU.YYY...CDOLL.CDO.. C96 P99 T99 U99 A99 Y95 O99 
10 8 2	...PT....PTUBAA.TUBCYYYU.CDOLL..DO.. C97 P99 T99 B99 A98 Y98 O99 
10 8 2	...PT....PTU.AA.TUBCYYYUBCDOLL..DO.. C97 P99 T99 B98 A98 Y98 O99 
10 8 2	...PT....PTU..AATUYYY..UBCDOLLBCDO.. C96 P99 T99 A99 Y96 B97 O99 
10 8 2	B..PT.B..PTU.AA.TU.CYYYU.CDOLL..DO.. C97 P99 T99 B99 A98 Y98 O99 
10 8 2	...PT....PTU.AA.TU..YYYUBCDOLLBCDO.. C96 P99 T99 B97 A98 Y98 O99 
10 8 2	...PT....PTUBAA.TUB.YYYU.CDOLL.CDO.. C96 P99 T99 B99 A98 Y98 O99 
10 8 2	B..PT.B..PTU..AATU.YYY.U.CDOLL.CDO.. C96 B99 P99 T99 A99 Y97 O99 
10 8 2	...PTUB..PTUBAA.TU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 A98 Y97 O99 
10 8 2	...PTU.C.PTUBCAATUB.YYY...DOLL..DO.. C99 P99 T99 U99 B99 A99 Y98 O99 
10 8 2	...PT....PTU.AA.TU.CYYYUBCDOLLB.DO.. C97 P99 T99 B97 A98 Y98 O99 
10 8 2	...PT....PTUAA..TUB.YYYUBCDOLL.CDO.. C96 P99 T99 A97 B98 Y98 O99 
10 8 2	...PTUB..PTUBAA.TU...YYY.CDOLL.CDO.. C96 P99 T99 U99 A98 Y97 O99 
10 8 2	...PTU...PTU..AATUB..YYYBCDOLL.CDO.. C96 P99 T99 U99 B98 A99 Y97 O99 
10 8 2	B..PTUB..PTU..AATU...YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	...PTU...PTUB.AATUB..YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	B..PTUB..PTU..AATU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	...PT....PTUAA..TU..YYYUBCDOLLBCDO.. C96 P99 T99 A97 Y98 B97 O99 
10 8 2	...PT....PTU.AA.TUB.YYYUBCDOLL.CDO.. C96 P99 T99 B98 A98 Y98 O99 
10 8 2	...PTU...PTU..AATUBC.YYYBCDOLL..DO.. C97 P99 T99 U99 B98 A99 Y97 O99 
10 8 2	...PTU...PTUB.AATUBC.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A99 Y97 O99 
10 8 2	...PT....PTU..AATU.YYY.UBCDOLLBCDO.. C96 P99 T99 A99 Y97 B97 O99 
10 8 2	.C.PTU.C.PTUAA..TUB.DYYYB.DOLL...O.. B98 P99 T99 U99 A99 Y97 O99 D99 
10 8 2	.C.PT..C.PTUAA..TUYYYO.UB.DOLLB.D... B97 P99 T99 A99 Y98 O98 
10 8 2	...P..B..PTUB.AATUYYY.TU.CDOLL.CDO.. C96 P99 T98 A99 Y96 O99 
10 8 2	...PT....PTU..AATUBYYY.UBCDOLL.CDO.. C96 P99 T99 A99 B98 Y97 O99 
10 8 2	...PTU...PTU.CAATU.CYYY.B.DOLLB.DO.. C98 P99 T99 U99 B97 A99 Y98 O99 
10 8 2	...PTU...PTU.CAATUBCYYY.B.DOLL..DO.. C98 P99 T99 U99 B98 A99 Y98 O99 
10 8 2	...PT.B..PTUBAA.TU.YYY.U.CDOLL.CDO.. C96 P99 T99 A98 Y97 O99 
10 8 2	...PTU...PTUBCAATUBCYYY...DOLL..DO.. C98 P99 T99 U99 B99 A99 Y98 O99 
10 7 3	.C..T..C..TU.AAPTUYYYP.UB.DOLLB.DO.. B97 P97 T99 Y96 O99 
10 7 3	.C..TU.C.PTUAA.PTUYYY...B.DOLLB.DO.. B97 T99 U99 A99 Y96 O99 
10 7 3	BC.P.UBC.PTUAA.OTUYYYOT...DLL...D... B99 P99 U95 A99 O99 L99 
10 7 3	.C.PT..C.PTU.AAOTUYYYO.UB.D.LLB.D... B97 P99 T99 Y96 O97 
10 7 3	BC.P..BC.PT.AA.OTUYYYOTU..DLLU..D... B99 P99 U97 A99 O99 L99 
10 7 3	BC.PTUBC.PTU.AAOTUYYYO....DLL...D... B99 P99 T99 U95 O99 L99 
10 7 3	BC.PT.BC.PT..AAOTUYYYO.U..DLLU..D... B99 P99 T99 U97 O99 L99 
10 7 3	.C..T..C.PTUAA.PTUYYYO.UB.DOLLB.D... B97 T99 A99 Y96 O98 
10 7 3	.C..TU.C.PTU.AAPTUYYYO..B.DOLLB.D... B97 T99 U99 Y96 O98 
10 7 3	.CD.TU.CDPTUAA.PTU...YYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D96 
10 7 3	BC..TUBC..TUAA.PTUYYYP....DOLL..DO.. B99 P97 T99 U99 A99 O99 
10 7 3	.C.....C..TUAA.PTUYYYPTUB.DOLLB.DO.. B97 P97 A99 Y98 O99 
10 7 3	.C..TU.C.PTUAA.PTUB.DYYYB.DOLL...O.. B98 T99 U99 A99 Y97 O99 D99 
10 7 3	.C...U.C.PTUAA.PTUYYYOT.B.DOLLB.D... B97 U99 A99 Y98 O98 
10 7 3	BC..TUBC.PTUAA.PTU..DYYY..DOLL...O.. B99 T99 U99 A99 Y97 O99 D99 
10 7 3	BCD.TUBCDPTUAA.PTU...YYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D96 
10 7 3	.C.P.U.C.PTU.AAOTUYYYOT.B.D.LLB.D... B97 P99 U99 Y98 O97 
10 7 3	.C..TU.C.PTUAA.PTU..DYYYB.DOLLB..O.. B97 T99 U99 A99 Y97 O99 D99 
10 7 3	.C.P...C.PTUAA.OTUYYYOTUB.D.LLB.D... B97 P99 A99 Y98 O97 
10 7 3	.CD.TU.CDPTUAA.PTUB..YYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D96 
10 7 3	.C...U.C..TU.AAPTUYYYPT.B.DOLLB.DO.. B97 P97 U99 Y98 O99 
10 7 3	.C.P...C.PTU.AAOTUYYYOTUB.DLL.B.D... B97 P99 Y98 O97 L99 
10 8 2	.C.P...C.PT..AAOT.YYYOTUB.DLLUB.D..U B97 P99 U98 Y98 O97 L99 
11 9 2	...PTU...PTU..AATUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 A99 B98 D99 Y97 O99 
11 9 2	...PTU...PTUAA..TU.CYYY.BCDOLLB.DO.. C97 P99 T99 U99 B97 A97 Y98 O99 
11 9 2	B..PTUB..PTUAA..TU.CYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A97 Y98 O99 
11 9 2	...P..B..PTUBAA.TU.YYYTU.CDOLL.CDO.. C96 P99 T98 A98 Y97 O99 
11 9 2	B..PT.B..PTU..AATUYYYO.U.CDOLL.CD... C96 B99 P99 T99 A99 Y96 O98 
11 9 2	.C.P...C.PT.AA.OT.YYYOTUB.DLLUB.D..U B97 P99 U98 A99 Y98 O97 L99 
11 9 2	...PTU...PTU..AATUBYYY..BCDOLL.CDO.. C96 P99 T99 U99 A99 B98 Y97 O99 
11 9 2	...PTU...PTUBAA.TUBCYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A98 Y98 O99 
11 9 2	B..PT.B..PTU.AA.TUYYY..U.CDOLL.CDO.. C96 B99 P99 T99 A98 Y96 O99 
11 9 2	...PTU...PTUAA..TUBCYYY.BCDOLL..DO.. C97 P99 T99 U99 B98 A97 Y98 O99 
11 9 2	...PTU...PTU..AATU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 A99 D99 Y97 B97 O99 
11 9 2	.C.PTU.C.PTUAA..TUYYYO..B.DOLLB.D... B97 P99 T99 U99 A99 Y98 O98 
11 9 2	...PTU...PTU..AATU.CDYYYBCDOLLB..O.. C97 P99 T99 U99 A99 D99 Y97 B97 O99 
11 9 2	...PTUB..PTUBAA.TU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 A98 Y97 D99 O99 
11 9 2	B..PTUB..PTU..AATU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A99 Y97 D99 O99 
11 9 2	...PTU...PTU.AA.TUBCYYY.BCDOLL..DO.. C97 P99 T99 U99 B98 A98 Y98 O99 
11 9 2	.C.PTU.C.PTU..AATUYYYO..B.DOLLB.D... B97 P99 T99 U99 A99 Y94 O98 
11 9 2	...PTU...PTU..AATUYYY...BCDOLLBCDO.. C96 P99 T99 U99 A99 Y94 B97 O99 
11 9 2	...P.U.C.PTU.CAATUYYYOT.B.DOLLB.D... C99 P99 U99 A99 Y98 O98 B97 
11 9 2	...PTU...PTUAA..TU.C.YYYBCDOLLB.DO.. C97 P99 T99 U99 A97 Y97 B97 O99 
11 9 2	B..PTUB..PTU.CAATU.CDYYY..DOLL...O.. C98 P99 T99 U99 B99 A99 Y97 D99 O99 
11 9 2	...PTUB..PTUBAA.TU.CDYYY.CDOLL...O.. C97 P99 T99 U99 A98 Y97 D99 O99 
11 9 2	B..PTUB..PTU..AATU.CDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A99 Y97 D99 O99 
11 9 2	...PTU...PTU.AA.TU.C.YYYBCDOLLB.DO.. C97 P99 T99 U99 A98 Y97 B97 O99 
11 9 2	B..PTUBC.PTU.CAATU..DYYY..DOLL...O.. C99 B99 P99 T99 U99 A99 Y97 O99 D99 
11 9 2	...PTU...PTU..AATU.YYY..BCDOLLBCDO.. C96 P99 T99 U99 A99 Y95 B97 O99 
11 9 2	...PT....PTU.AA.TUYYY..UBCDOLLBCDO.. C96 P99 T99 A98 Y96 B97 O99 
11 9 2	...PTU.C.PTUBCAATUB.DYYY..DOLL...O.. C99 P99 T99 U99 B99 A99 D99 Y97 O99 
