0 0 0	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
10 10 0	.II..O.LL.POAADCPOJ.DC..J.BFFFJ.B... I98 O98 L97 D98 C99 P98 B98 F98 
10 10 0	.II.PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I98 O98 L97 D98 C99 P97 B98 F98 
10 10 0	.II..OLLD..OAADCPOJ..CP.J.BFFFJ.B... I98 O98 L96 D97 C99 P99 B98 F98 
10 10 0	.II..OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I98 O98 L96 D98 C98 P99 B98 F98 
10 10 0	.IIC.OLL.C.OAAD.POJ.D.P.J.BFFFJ.B... I98 O98 L96 D98 C97 P99 B98 F98 
10 10 0	.II..OLL..POAADCPOJ.DC..J.BFFFJ.B... I98 O98 L96 D98 C99 P98 B98 F98 
10 10 0	.II.POLL..POAADC.OJ.DC..J.BFFFJ.B... I98 O98 L96 D98 C99 P97 B98 F98 
10 10 0	II...O..LLPOAADCPOJ.DC..J.BFFFJ.B... I97 O98 L98 D98 C99 P98 B98 F98 
10 10 0	II..PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I97 O98 L98 D98 C99 P97 B98 F98 
10 10 0	II...O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L97 D98 C98 P99 B98 F98 
10 10 0	II.C.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I97 O98 L97 D98 C97 P99 B98 F98 
10 10 0	II...O.LL.POAADCPOJ.DC..J.BFFFJ.B... I97 O98 L97 D98 C99 P98 B98 F98 
10 10 0	II..PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I97 O98 L97 D98 C99 P97 B98 F98 
10 10 0	II...OLLD..OAADCPOJ..CP.J.BFFFJ.B... I97 O98 L96 D97 C99 P99 B98 F98 
10 10 0	IID..OLLD..OAA.CPOJ..CP.J.BFFFJ.B... I97 O98 L96 D96 C99 P99 B98 F98 
10 10 0	II...OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L96 D98 C98 P99 B98 F98 
10 10 0	II.C.OLL.C.OAAD.POJ.D.P.J.BFFFJ.B... I97 O98 L96 D98 C97 P99 B98 F98 
10 10 0	II...OLL..POAADCPOJ.DC..J.BFFFJ.B... I97 O98 L96 D98 C99 P98 B98 F98 
10 10 0	II..POLL..POAADC.OJ.DC..J.BFFFJ.B... I97 O98 L96 D98 C99 P97 B98 F98 
10 10 0	...IIO.LLCPOAADCPOJ.D...J.BFFFJ.B... D98 O98 L97 C98 P98 B98 F98 
10 10 0	...IIOLLDC.OAADCPOJ...P.J.BFFFJ.B... D97 O98 L96 C98 P99 B98 F98 
10 10 0	...IIOLLD.POAADCPOJ..C..J.BFFFJ.B... D97 O98 L96 C99 P98 B98 F98 
10 10 0	...IIOLLD..OAADCPOJ.BCP.J.BFFFJ..... D97 O98 L96 C99 P99 B97 F98 
10 10 0	..DIIOLLD..O.AACPOJ..CP.J.BFFFJ.B... D96 O98 L96 A99 C99 P99 B98 F98 
10 10 0	..DIIOLLDC.OAA.CPOJ...P.J.BFFFJ.B... D96 O98 L96 C98 P99 B98 F98 
10 10 0	..DIIOLLD.POAA.CPOJ..C..J.BFFFJ.B... D96 O98 L96 C99 P98 B98 F98 
10 10 0	..DIIOLLD..OAA.CPOJ.BCP.J.BFFFJ..... D96 O98 L96 C99 P99 B97 F98 
10 10 0	..DIIOLLD..OAABCPOJ.BCP.J..FFFJ..... D96 O98 L96 C99 P99 B96 F98 
10 10 0	...IIOLL.CPOAADCPOJ.D...J.BFFFJ.B... D98 O98 L96 C98 P98 B98 F98 
11 11 0	....II.LLCPOAADCPOJ.D..OJ.BFFFJ.B... D98 I99 L97 O99 C98 P98 B98 F98 
11 11 0	...CII.LLCPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L97 O99 C97 P98 B98 F98 
11 11 0	....IILLDC.OAADCPOJ...POJ.BFFFJ.B... D97 I99 L96 O99 C98 P99 B98 F98 
11 11 0	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D97 I99 L96 O99 C97 P99 B98 F98 
11 11 0	....IILLD.POAADCPOJ..C.OJ.BFFFJ.B... D97 I99 L96 O99 C99 P98 B98 F98 
11 11 0	....IILLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 I99 L96 O99 C99 P99 B97 F98 
11 11 0	..D.IILLD..O.AACPOJ..CPOJ.BFFFJ.B... D96 I99 L96 O99 A99 C99 P99 B98 F98 
11 11 0	..D.IILLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 C98 P99 B98 F98 
11 11 0	..DCIILLDC.OAA..POJ...POJ.BFFFJ.B... D96 I99 L96 O99 C97 P99 B98 F98 
11 11 0	..D.IILLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O99 C99 P98 B98 F98 
11 11 0	..D.IILLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O99 C99 P99 B97 F98 
11 11 0	..D.IILLD..OAABCPOJ.BCPOJ..FFFJ..... D96 I99 L96 O99 C99 P99 B96 F98 
11 11 0	....IILL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C98 P98 B98 F98 
11 11 0	...CIILL.CPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C97 P98 B98 F98 
11 11 0	IID.....DLLOJAACPOJ.BCPOJ.BFFF...... I97 D98 L99 O99 A99 C99 P99 J99 B99 F98 
11 11 0	IID...J.DLLOJAACPOJ.BCPO..BFFF...... I97 D98 L99 O99 A99 C99 P99 J98 B99 F98 
11 11 0	IID.....DLLOAABCPOJ.BCPOJ.FFF.J..... I97 D98 L99 O99 C99 P99 B98 F97 
11 11 0	IID.....DLLOAABCPOJ.BCPOJFFF..J..... I97 D98 L99 O99 C99 P99 B98 F96 
11 11 0	IID.....DLLOJAACPOJ..CPOJ.BFFF..B... I97 D98 L99 O99 A99 C99 P99 J99 B98 F98 
11 11 0	IID...J.DLLOJAACPOJ..CPO..BFFF..B... I97 D98 L99 O99 A99 C99 P99 J98 B98 F98 
11 11 0	..II...LLCPOAADCPOJ.D..OJ.BFFFJ.B... I99 L97 O99 D98 C98 P98 B98 F98 
11 11 0	..IIP..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I99 L97 O99 D98 C98 P97 B98 F98 
11 11 0	..II..LLDC.OAADCPOJ...POJ.BFFFJ.B... I99 L96 O99 D97 C98 P99 B98 F98 
11 11 0	..II..LLD.POAADCPOJ..C.OJ.BFFFJ.B... I99 L96 O99 D97 C99 P98 B98 F98 
11 11 0	..IIP.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I99 L96 O99 D97 C99 P97 B98 F98 
11 11 0	..II..LLD..OAADCPOJ.BCPOJ.BFFFJ..... I99 L96 O99 D97 C99 P99 B97 F98 
11 11 0	..II..LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I99 L96 O99 D98 C98 P98 B98 F98 
11 11 0	..IIP.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I99 L96 O99 D98 C98 P97 B98 F98 
11 11 0	.II....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C98 P98 B98 F98 
11 11 0	.II.P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C98 P97 B98 F98 
11 11 0	.IIC...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C97 P98 B98 F98 
11 11 0	.IICP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C97 P97 B98 F98 
11 11 0	.II...LLDC.OAADCPOJ...POJ.BFFFJ.B... I98 L96 O99 D97 C98 P99 B98 F98 
11 11 0	.IIC..LLDC.OAAD.POJ...POJ.BFFFJ.B... I98 L96 O99 D97 C97 P99 B98 F98 
11 11 0	.II...LLD.POAADCPOJ..C.OJ.BFFFJ.B... I98 L96 O99 D97 C99 P98 B98 F98 
11 11 0	.II.P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I98 L96 O99 D97 C99 P97 B98 F98 
11 11 0	.II...LLD..OAADCPOJ.BCPOJ.BFFFJ..... I98 L96 O99 D97 C99 P99 B97 F98 
11 11 0	.II...LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C98 P98 B98 F98 
11 11 0	.II.P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C98 P97 B98 F98 
11 11 0	.IIC..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C97 P98 B98 F98 
11 11 0	.IICP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C97 P97 B98 F98 
11 11 0	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C98 P98 B98 F98 
11 11 0	II..P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C98 P97 B98 F98 
11 11 0	II.C...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C97 P98 B98 F98 
11 11 0	II.CP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C97 P97 B98 F98 
11 11 0	II....LLDC.OAADCPOJ...POJ.BFFFJ.B... I97 L96 O99 D97 C98 P99 B98 F98 
11 11 0	II.C..LLDC.OAAD.POJ...POJ.BFFFJ.B... I97 L96 O99 D97 C97 P99 B98 F98 
11 11 0	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P98 B98 F98 
11 11 0	II..P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P97 B98 F98 
11 11 0	II....LLD..OAADCPOJ.BCPOJ.BFFFJ..... I97 L96 O99 D97 C99 P99 B97 F98 
11 11 0	IID...LLD..O.AACPOJ..CPOJ.BFFFJ.B... I97 L96 O99 A99 D96 C99 P99 B98 F98 
11 11 0	IID...LLDC.OAA.CPOJ...POJ.BFFFJ.B... I97 L96 O99 D96 C98 P99 B98 F98 
11 11 0	IIDC..LLDC.OAA..POJ...POJ.BFFFJ.B... I97 L96 O99 D96 C97 P99 B98 F98 
11 11 0	IID...LLD.POAA.CPOJ..C.OJ.BFFFJ.B... I97 L96 O99 D96 C99 P98 B98 F98 
11 11 0	IID.P.LLD.POAA.C.OJ..C.OJ.BFFFJ.B... I97 L96 O99 D96 C99 P97 B98 F98 
11 11 0	IID...LLD..OAA.CPOJ.BCPOJ.BFFFJ..... I97 L96 O99 D96 C99 P99 B97 F98 
11 11 0	IID...LLD..OAABCPOJ.BCPOJ..FFFJ..... I97 L96 O99 D96 C99 P99 B96 F98 
11 11 0	II....LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C98 P98 B98 F98 
11 11 0	II..P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C98 P97 B98 F98 
11 11 0	II.C..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C97 P98 B98 F98 
11 11 0	II.CP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C97 P97 B98 F98 
11 11 0	...II.LLDCPOAADCPOJ....OJ.BFFFJ.B... D97 L96 O99 C98 P98 B98 F98 
11 11 0	...II.LLDC.OAADCPOJ.B.POJ.BFFFJ..... D97 L96 O99 C98 P99 B97 F98 
11 11 0	...II.LLD.POAADCPOJ.BC.OJ.BFFFJ..... D97 L96 O99 C99 P98 B97 F98 
11 11 0	..DII.LLDC.O.AACPOJ...POJ.BFFFJ.B... D96 L96 O99 A99 C98 P99 B98 F98 
11 11 0	..DII.LLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 L96 O99 A99 C99 P98 B98 F98 
11 11 0	..DII.LLD..OJAACPOJ..CPOJ.BFFF..B... D96 L96 O99 A99 C99 P99 J99 B98 F98 
11 11 0	..DII.LLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 L96 O99 A99 C99 P99 B97 F98 
11 11 0	..DII.LLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 L96 O99 C98 P98 B98 F98 
11 11 0	..DII.LLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 L96 O99 C98 P99 B97 F98 
11 11 0	..DII.LLDC.OAABCPOJ.B.POJ..FFFJ..... D96 L96 O99 C98 P99 B96 F98 
11 11 0	..DII.LLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 L96 O99 C99 P98 B97 F98 
11 11 0	..DII.LLD.POAABCPOJ.BC.OJ..FFFJ..... D96 L96 O99 C99 P98 B96 F98 
11 11 0	..DII.LLD..OAABCPOJ.BCPOJ.FFF.J..... D96 L96 O99 C99 P99 B96 F97 
11 11 0	..DII.LLD..OAABCPOJ.BCPOJFFF..J..... D96 L96 O99 C99 P99 B96 F96 
11 11 0	IID..O..DLLOJAACPOJ.BCP.J.BFFF...... I97 O98 D98 L99 A99 C99 P99 J99 B99 F98 
11 11 0	IID..OJ.DLLOJAACPOJ.BCP...BFFF...... I97 O98 D98 L99 A99 C99 P99 J98 B99 F98 
11 11 0	IID..O..DLLOAABCPOJ.BCP.J.FFF.J..... I97 O98 D98 L99 C99 P99 B98 F97 
11 11 0	IID..O..DLLOAABCPOJ.BCP.JFFF..J..... I97 O98 D98 L99 C99 P99 B98 F96 
11 11 0	IID..O..DLLOJAACPOJ..CP.J.BFFF..B... I97 O98 D98 L99 A99 C99 P99 J99 B98 F98 
11 11 0	IID..OJ.DLLOJAACPOJ..CP...BFFF..B... I97 O98 D98 L99 A99 C99 P99 J98 B98 F98 
11 11 0	..II.O.LLCPOAADCPOJ.D...J.BFFFJ.B... I99 O98 L97 D98 C98 P98 B98 F98 
11 11 0	..IIPO.LLCPOAADC.OJ.D...J.BFFFJ.B... I99 O98 L97 D98 C98 P97 B98 F98 
11 11 0	..II.OLLDC.OAADCPOJ...P.J.BFFFJ.B... I99 O98 L96 D97 C98 P99 B98 F98 
11 11 0	..II.OLLD.POAADCPOJ..C..J.BFFFJ.B... I99 O98 L96 D97 C99 P98 B98 F98 
11 11 0	..IIPOLLD.POAADC.OJ..C..J.BFFFJ.B... I99 O98 L96 D97 C99 P97 B98 F98 
11 11 0	..II.OLLD..OAADCPOJ.BCP.J.BFFFJ..... I99 O98 L96 D97 C99 P99 B97 F98 
11 11 0	..II.OLL.CPOAADCPOJ.D...J.BFFFJ.B... I99 O98 L96 D98 C98 P98 B98 F98 
11 11 0	..IIPOLL.CPOAADC.OJ.D...J.BFFFJ.B... I99 O98 L96 D98 C98 P97 B98 F98 
11 11 0	.II..O.LLCPOAADCPOJ.D...J.BFFFJ.B... I98 O98 L97 D98 C98 P98 B98 F98 
11 11 0	.II.PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I98 O98 L97 D98 C98 P97 B98 F98 
11 11 0	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L97 D98 C97 P98 B98 F98 
11 11 0	.IICPO.LLCPOAAD..OJ.D...J.BFFFJ.B... I98 O98 L97 D98 C97 P97 B98 F98 
11 11 0	.II..OLLDC.OAADCPOJ...P.J.BFFFJ.B... I98 O98 L96 D97 C98 P99 B98 F98 
11 11 0	.IIC.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I98 O98 L96 D97 C97 P99 B98 F98 
11 11 0	.II..OLLD.POAADCPOJ..C..J.BFFFJ.B... I98 O98 L96 D97 C99 P98 B98 F98 
11 11 0	.II.POLLD.POAADC.OJ..C..J.BFFFJ.B... I98 O98 L96 D97 C99 P97 B98 F98 
11 11 0	.II..OLLD..OAADCPOJ.BCP.J.BFFFJ..... I98 O98 L96 D97 C99 P99 B97 F98 
11 11 0	.II..OLL.CPOAADCPOJ.D...J.BFFFJ.B... I98 O98 L96 D98 C98 P98 B98 F98 
11 11 0	.II.POLL.CPOAADC.OJ.D...J.BFFFJ.B... I98 O98 L96 D98 C98 P97 B98 F98 
11 11 0	.IIC.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I98 O98 L96 D98 C97 P98 B98 F98 
11 11 0	.IICPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I98 O98 L96 D98 C97 P97 B98 F98 
11 11 0	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L97 D98 C98 P98 B98 F98 
11 11 0	II..PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I97 O98 L97 D98 C98 P97 B98 F98 
11 11 0	II.C.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I97 O98 L97 D98 C97 P98 B98 F98 
11 11 0	II.CPO.LLCPOAAD..OJ.D...J.BFFFJ.B... I97 O98 L97 D98 C97 P97 B98 F98 
11 11 0	II...OLLDC.OAADCPOJ...P.J.BFFFJ.B... I97 O98 L96 D97 C98 P99 B98 F98 
11 11 0	II.C.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I97 O98 L96 D97 C97 P99 B98 F98 
11 11 0	II...OLLD.POAADCPOJ..C..J.BFFFJ.B... I97 O98 L96 D97 C99 P98 B98 F98 
11 11 0	II..POLLD.POAADC.OJ..C..J.BFFFJ.B... I97 O98 L96 D97 C99 P97 B98 F98 
11 11 0	II...OLLD..OAADCPOJ.BCP.J.BFFFJ..... I97 O98 L96 D97 C99 P99 B97 F98 
11 11 0	IID..OLLD..O.AACPOJ..CP.J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P99 B98 F98 
11 11 0	IID..OLLDC.OAA.CPOJ...P.J.BFFFJ.B... I97 O98 L96 D96 C98 P99 B98 F98 
11 11 0	IIDC.OLLDC.OAA..POJ...P.J.BFFFJ.B... I97 O98 L96 D96 C97 P99 B98 F98 
11 11 0	IID..OLLD.POAA.CPOJ..C..J.BFFFJ.B... I97 O98 L96 D96 C99 P98 B98 F98 
11 11 0	IID.POLLD.POAA.C.OJ..C..J.BFFFJ.B... I97 O98 L96 D96 C99 P97 B98 F98 
11 11 0	IID..OLLD..OAA.CPOJ.BCP.J.BFFFJ..... I97 O98 L96 D96 C99 P99 B97 F98 
11 11 0	IID..OLLD..OAABCPOJ.BCP.J..FFFJ..... I97 O98 L96 D96 C99 P99 B96 F98 
11 11 0	II...OLL.CPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L96 D98 C98 P98 B98 F98 
11 11 0	II..POLL.CPOAADC.OJ.D...J.BFFFJ.B... I97 O98 L96 D98 C98 P97 B98 F98 
11 11 0	II.C.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I97 O98 L96 D98 C97 P98 B98 F98 
11 11 0	II.CPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I97 O98 L96 D98 C97 P97 B98 F98 
11 11 0	...IIOLLDCPOAADCPOJ.....J.BFFFJ.B... D97 O98 L96 C98 P98 B98 F98 
11 11 0	...IIOLLDC.OAADCPOJ.B.P.J.BFFFJ..... D97 O98 L96 C98 P99 B97 F98 
11 11 0	...IIOLLD.POAADCPOJ.BC..J.BFFFJ..... D97 O98 L96 C99 P98 B97 F98 
11 11 0	..DIIOLLDC.O.AACPOJ...P.J.BFFFJ.B... D96 O98 L96 A99 C98 P99 B98 F98 
11 11 0	..DIIOLLD.PO.AACPOJ..C..J.BFFFJ.B... D96 O98 L96 A99 C99 P98 B98 F98 
11 11 0	..DIIOLLD..OJAACPOJ..CP.J.BFFF..B... D96 O98 L96 A99 C99 P99 J99 B98 F98 
11 11 0	..DIIOLLD..O.AACPOJ.BCP.J.BFFFJ..... D96 O98 L96 A99 C99 P99 B97 F98 
11 11 0	..DIIOLLDCPOAA.CPOJ.....J.BFFFJ.B... D96 O98 L96 C98 P98 B98 F98 
11 11 0	..DIIOLLDC.OAA.CPOJ.B.P.J.BFFFJ..... D96 O98 L96 C98 P99 B97 F98 
11 11 0	..DIIOLLDC.OAABCPOJ.B.P.J..FFFJ..... D96 O98 L96 C98 P99 B96 F98 
11 11 0	..DIIOLLD.POAA.CPOJ.BC..J.BFFFJ..... D96 O98 L96 C99 P98 B97 F98 
11 11 0	..DIIOLLD.POAABCPOJ.BC..J..FFFJ..... D96 O98 L96 C99 P98 B96 F98 
11 11 0	..DIIOLLD..OAABCPOJ.BCP.J.FFF.J..... D96 O98 L96 C99 P99 B96 F97 
11 11 0	..DIIOLLD..OAABCPOJ.BCP.JFFF..J..... D96 O98 L96 C99 P99 B96 F96 
12 12 0	....IILLDCPOAADCPOJ....OJ.BFFFJ.B... D97 I99 L96 O99 C98 P98 B98 F98 
12 12 0	....IILLDC.OAADCPOJ.B.POJ.BFFFJ..... D97 I99 L96 O99 C98 P99 B97 F98 
12 12 0	...CIILLDCPOAAD.POJ....OJ.BFFFJ.B... D97 I99 L96 O99 C97 P98 B98 F98 
12 12 0	...CIILLDC.OAAD.POJ.B.POJ.BFFFJ..... D97 I99 L96 O99 C97 P99 B97 F98 
12 12 0	....IILLD.POAADCPOJ.BC.OJ.BFFFJ..... D97 I99 L96 O99 C99 P98 B97 F98 
12 12 0	..D.IILLDC.O.AACPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 A99 C98 P99 B98 F98 
12 12 0	..DCIILLDC.O.AA.POJ...POJ.BFFFJ.B... D96 I99 L96 O99 A99 C97 P99 B98 F98 
12 12 0	..D.IILLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O99 A99 C99 P98 B98 F98 
12 12 0	..D.IILLD..OJAACPOJ..CPOJ.BFFF..B... D96 I99 L96 O99 A99 C99 P99 J99 B98 F98 
12 12 0	..D.IILLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O99 A99 C99 P99 B97 F98 
12 12 0	..D.IILLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 C98 P98 B98 F98 
12 12 0	..D.IILLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 C98 P99 B97 F98 
12 12 0	..D.IILLDC.OAABCPOJ.B.POJ..FFFJ..... D96 I99 L96 O99 C98 P99 B96 F98 
12 12 0	..DCIILLDC.O..AAPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P99 B98 F98 
12 12 0	..DCIILLDCPOAA..POJ....OJ.BFFFJ.B... D96 I99 L96 O99 C97 P98 B98 F98 
12 12 0	..DCIILLDC.OAA..POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 C97 P99 B97 F98 
12 12 0	..DCIILLDC.OAAB.POJ.B.POJ..FFFJ..... D96 I99 L96 O99 C97 P99 B96 F98 
12 12 0	..D.IILLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 C99 P98 B97 F98 
12 12 0	..D.IILLD.POAABCPOJ.BC.OJ..FFFJ..... D96 I99 L96 O99 C99 P98 B96 F98 
12 12 0	..D.IILLD..OAABCPOJ.BCPOJ.FFF.J..... D96 I99 L96 O99 C99 P99 B96 F97 
12 12 0	..D.IILLD..OAABCPOJ.BCPOJFFF..J..... D96 I99 L96 O99 C99 P99 B96 F96 
12 12 0	IID.....DLL.AABCPOJ.BCPOJ.FFFOJ..... I97 D98 L99 O98 C99 P99 B98 F97 
12 12 0	IID.....DLL.AABCP.J.BCPOJ.FFFOJ....O I97 D98 L99 O97 C99 P99 B98 F97 
12 12 0	IID.....DLL.AABCPOJ.BCPOJFFF.OJ..... I97 D98 L99 O98 C99 P99 B98 F96 
12 12 0	IID.....DLL.AABCP.J.BCPOJFFF.OJ....O I97 D98 L99 O97 C99 P99 B98 F96 
12 12 0	IID.....DLLOAABC.OJ.BCPOJFFFP.J..... I97 D98 L99 O99 C99 P98 B98 F96 
12 12 0	IID.....DLLOAABC.OJ.BC.OJFFFP.J...P. I97 D98 L99 O99 C99 P97 B98 F96 
12 12 0	..II..LLDCPOAADCPOJ....OJ.BFFFJ.B... I99 L96 O99 D97 C98 P98 B98 F98 
12 12 0	..IIP.LLDCPOAADC.OJ....OJ.BFFFJ.B... I99 L96 O99 D97 C98 P97 B98 F98 
12 12 0	..II..LLDC.OAADCPOJ.B.POJ.BFFFJ..... I99 L96 O99 D97 C98 P99 B97 F98 
12 12 0	..II..LLD.POAADCPOJ.BC.OJ.BFFFJ..... I99 L96 O99 D97 C99 P98 B97 F98 
12 12 0	..IIP.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I99 L96 O99 D97 C99 P97 B97 F98 
12 12 0	.II...LLDCPOAADCPOJ....OJ.BFFFJ.B... I98 L96 O99 D97 C98 P98 B98 F98 
12 12 0	.II.P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I98 L96 O99 D97 C98 P97 B98 F98 
12 12 0	.II...LLDC.OAADCPOJ.B.POJ.BFFFJ..... I98 L96 O99 D97 C98 P99 B97 F98 
12 12 0	.IIC..LLDCPOAAD.POJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P98 B98 F98 
12 12 0	.IICP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P97 B98 F98 
12 12 0	.IIC..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I98 L96 O99 D97 C97 P99 B97 F98 
12 12 0	.II...LLD.POAADCPOJ.BC.OJ.BFFFJ..... I98 L96 O99 D97 C99 P98 B97 F98 
12 12 0	.II.P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I98 L96 O99 D97 C99 P97 B97 F98 
12 12 0	II....LLDCPOAADCPOJ....OJ.BFFFJ.B... I97 L96 O99 D97 C98 P98 B98 F98 
12 12 0	II..P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I97 L96 O99 D97 C98 P97 B98 F98 
12 12 0	II....LLDC.OAADCPOJ.B.POJ.BFFFJ..... I97 L96 O99 D97 C98 P99 B97 F98 
12 12 0	II.C..LLDCPOAAD.POJ....OJ.BFFFJ.B... I97 L96 O99 D97 C97 P98 B98 F98 
12 12 0	II.CP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I97 L96 O99 D97 C97 P97 B98 F98 
12 12 0	II.C..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I97 L96 O99 D97 C97 P99 B97 F98 
12 12 0	II....LLD.POAADCPOJ.BC.OJ.BFFFJ..... I97 L96 O99 D97 C99 P98 B97 F98 
12 12 0	II..P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D97 C99 P97 B97 F98 
12 12 0	IID...LLDC.O.AACPOJ...POJ.BFFFJ.B... I97 L96 O99 A99 D96 C98 P99 B98 F98 
12 12 0	IIDC..LLDC.O.AA.POJ...POJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P99 B98 F98 
12 12 0	IID...LLD.PO.AACPOJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C99 P98 B98 F98 
12 12 0	IID.P.LLD.PO.AAC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C99 P97 B98 F98 
12 12 0	IID...LLD..OJAACPOJ..CPOJ.BFFF..B... I97 L96 O99 A99 D96 C99 P99 J99 B98 F98 
12 12 0	IID...LLD..O.AACPOJ.BCPOJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P99 B97 F98 
12 12 0	IID...LLDCPOAA.CPOJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P98 B98 F98 
12 12 0	IID.P.LLDCPOAA.C.OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P97 B98 F98 
12 12 0	IID...LLDC.OAA.CPOJ.B.POJ.BFFFJ..... I97 L96 O99 D96 C98 P99 B97 F98 
12 12 0	IID...LLDC.OAABCPOJ.B.POJ..FFFJ..... I97 L96 O99 D96 C98 P99 B96 F98 
12 12 0	IIDC..LLDC.O..AAPOJ...POJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P99 B98 F98 
