4 0 4	CHH..YC....YCFAADE.F..DE..RITTBBRI.. 
7 5 2	CHH.DYC...DYCFRAAE.FR..E...ITT.BBI.. A99 D98 R98 B99 
7 5 2	.HH.DY....DYCAA..ECF.I.ECFRITTBBR... C98 D98 A99 F99 I99 
7 5 2	HH..DY....DYC.AA.ECF.I.ECFRITTBBR... H99 D98 C98 F99 I99 
7 4 3	C.HH.YC...DYCFAADE.FR..E..RITTBB.I.. H99 D97 R99 
7 4 3	.HH..YC...DYC.AADECFR..E.FRITTBB.I.. C99 D99 F99 R99 
7 5 2	CHH.DYCF..DYCF.AAE..R..E..RITT.BBI.. F99 A99 D98 R99 B99 
7 5 2	CHH.DYC...DYC..AAE.FR..E.FRITT.BBI.. F99 A99 D98 R99 B99 
7 5 2	C.HHDYC...DYCF.AAE.FRI.E..RITTBB.... H99 A99 D98 R99 I99 
7 5 2	.HH.DY....DY.F.AAECFR..EC.RITTCBBI.. C97 D98 A99 R99 B99 
7 5 2	CFHHDYCFR.DYC.RAAE.....E...ITTBB.I.. H99 F98 A99 D98 R97 
7 4 3	.HH..Y....DYC.AADECFR..ECFRITTBB.I.. C98 D99 F99 R99 
7 5 2	CFHHDYCF..DYC.AA.E..R..E..RITT.BBI.. H99 F98 D98 R99 B99 
7 5 2	.HH.DY....DYCF.AAECFR..EC.RITT.BBI.. C98 D98 A99 R99 B99 
7 5 2	CFHHDYCF..DYC.RAAE..R..E...ITTBB.I.. H99 F98 A99 D98 R98 
7 5 2	CFHHDYCF..DYCAA..E.....E..RITTBBRI.. H99 F98 A97 D98 
7 5 2	C.HHDYC...DYCF.AAE.F...E..RITTBBRI.. H99 A99 D98 R98 
7 5 2	C.HHDYCF..DYCF.AAE.....E..RITTBBRI.. H99 F97 A99 D98 
7 5 2	.FHHDYCF..DYC..AAEC....E..RITTBBRI.. C99 F98 H99 D98 A99 
7 5 2	C.HHDYC...DYCFRAAE.FR..E...ITTBB.I.. H99 A99 D98 R98 
7 5 2	.HH.DYC...DYCFAA.ECFRI.E..RITT...BB. C99 D98 R99 I99 B97 
7 5 2	HH..DYCF..DYCFAA.EC....E..RITTBBRI.. H99 D98 F99 C97 
7 5 2	CFHHDYCF..DYC..AAE..R..E..RITTBB.I.. H99 F98 A99 D98 R99 
7 5 2	.HH.DYC...DYC.AA.ECFRI.E.FRITTBB.... C99 D98 F99 R99 I99 
7 5 2	.HH.DY....DYCFAA.ECFRI.EC.RITTBB.... C98 D98 R99 I99 
7 4 3	.HH..Y....DYCFAADECFRI.EC.RITTBB.... C98 D99 I99 R99 
7 3 4	C..HHYC....YCFAADE.FRIDE..RITTBB.... H98 R99 I99 
7 3 4	CHH..YC....YCFAADE.FRIDE..RITT..BB.. R99 I99 B98 
7 5 2	..HHDY....DYCF.AAECFR..EC.RITTBB.I.. C98 H99 D98 A99 R99 
7 4 3	CHH..YC...DYCFAADE.FRI.E..RITT..BB.. D99 R99 I99 B98 
7 3 4	C.HH.YC....YCFAADE.FRIDE..RITTBB.... H99 R99 I99 
7 4 3	C.HH.YC...DYCFAADE.FRI.E..RITTBB.... H99 D99 R99 I99 
7 5 2	.HH.DYCF..DYCF.AAEC..I.E..RITTBBR... C99 D98 F99 A99 I99 
7 5 2	C.HHDYC...DYCFAA.E.FRI.E..RITT..BB.. H99 D98 R99 I99 B98 
7 5 2	..HHDYCF..DYCFAA.EC..I.E..RITTBBR... C99 H99 D98 F99 I99 
7 5 2	.HH.DYC...DYCF.AAECFRI.E..RITTBB.... C99 D98 A99 R99 I99 
7 5 2	.HH.DY....DYCFAA.ECFRI.EC.RITT..BB.. C98 D98 R99 I99 B98 
7 5 2	.HH.DY....DY.FAA.ECFRI.EC.RITTC.BB.. C97 D98 R99 I99 B98 
7 5 2	.HH.DYC...DYCF.AAECFR..E..RITT.BBI.. C99 D98 A99 R99 B99 
7 5 2	.HH.DYC...DYCFAA.ECFRI.E..RITT..BB.. C99 D98 R99 I99 B98 
7 5 2	HH..DYCF..DYCFAA.EC..I.E..RITTBBR... H99 D98 C99 F99 I99 
7 5 2	.HH.DYC...DYCF.AAECF...E..RITTBBRI.. C99 D98 A99 R98 
7 5 2	.HH.DYC...DYCFRAAECFR..E...ITTBB.I.. C99 D98 A99 R98 
7 4 3	.HH..Y....DYCFAADECFR..EC.RITT.BBI.. C98 D99 R99 B99 
7 3 4	C..HHYCF..DYCFAADE.....E..RITTBBRI.. H98 F99 D99 
7 4 3	HH...Y....DYCFAADECFR..EC.RITTBB.I.. H99 D99 C98 R99 
7 4 3	CHH..YC...DYCFAADE.FRI.E..RITT...BB. D99 R99 I99 B97 
7 5 2	CHH.DYC...DYCFAA.E.FRI.E..RITT...BB. D98 R99 I99 B97 
7 3 4	.HH..Y.F...YCFAADEC..IDEC.RITTBBR... C98 F99 I99 
7 5 2	..HHDYCF..DYCFAA.EC.R..E..RITTBB.I.. C99 H99 D98 F99 R99 
7 3 4	CHH..YC....YCFAADE.FRIDE..RITT.BB... R99 I99 B99 
7 3 4	.HH..Y.....YC.AADECF.IDECFRITTBBR... C98 F99 I99 
7 5 2	CFHHDYCF..DYCAA..E..R..E..RITTBB.I.. H99 F98 A99 D98 R99 
7 5 2	.FHHDYCF..DYC.AA.EC.R..E..RITTBB.I.. C99 F98 H99 D98 R99 
7 4 3	.HH..Y.F..DYCFAADEC.R..EC.RITTBB.I.. C98 D99 F99 R99 
7 5 2	..HHDY....DYCF.AAECF.I.EC.RITTBBR... C98 H99 A99 D98 I99 
7 4 3	CHH..YC...DYCFAADE.FRI.E..RITT.BB... D99 R99 I99 B99 
7 3 4	CHH..YC....YCFAADE.FRIDE..RITT....BB R99 I99 B96 
7 4 3	CHH..YC...DYCFAADE.FRI.E..RITT....BB D99 R99 I99 B96 
7 3 4	.HH..Y.....YCAA.DECF..DECFRITTBBRI.. C98 A99 F99 
7 5 2	HH..DYC...DYC.AA.ECFR..E.FRITTBB.I.. H99 D98 C99 F99 R99 
7 5 2	HH..DY.F..DYCF.AAEC....EC.RITTBBRI.. H99 D98 F99 C98 A99 
7 5 2	.HH.DY....DYC..AAECF.I.ECFRITTBBR... C98 D98 A99 F99 I99 
7 5 2	CHH.DYC.R.DYCFRAAE.F.I.E...ITT....BB A99 D98 R97 I99 B96 
7 5 2	CFHHDYCF..DYCAA..E...I.E..RITTBBR... H99 F98 A99 D98 I99 
7 4 3	..HH.Y.F..DYCFAADEC....EC.RITTBBRI.. C98 H99 F99 D99 
7 5 2	.FHHDYCF..DYCAA..EC....E..RITTBBRI.. C99 F98 H99 D98 A99 
7 5 2	CHH.DYC.R.DYCFRAAE.F.I.E...ITT.BB... A99 D98 R97 I99 B99 
7 5 2	HH..DY.F..DYCFAA.EC..I.EC.RITTBBR... H99 D98 F99 C98 I99 
7 3 4	...HHYC....YCFAADECF.IDE..RITTBBR... C99 H98 I99 
7 3 4	..HH.YC....YCFAADECF.IDE..RITTBBR... C99 H99 I99 
7 3 4	...HHYC....YCFAADECF..DE..RITTBBRI.. H96 C99 
7 5 2	CFHHDYCF..DYC..AAE...I.E..RITTBBR... H99 F98 A99 D98 I99 
7 3 4	.HH..YC....YCFAADECFRIDE..RITTBB.... C99 R99 I99 
7 3 4	..HH.YC....YCFAADECFR.DE..RITTBB.I.. C99 H99 R99 
6 4 2	..HHDYC...DYCFAA.ECFR..E..RITTBB.I.. C99 H99 D98 R99 
7 5 2	..HHDYC...DYCF.AAECFR..E..RITTBB.I.. C99 H99 A99 D98 R99 
7 5 2	..HHDYC...DYCFAA.ECFRI.E..RITTBB.... C99 H99 D98 R99 I99 
7 5 2	..HHDYC...DYCFAA.ECFR..E..RITT.BBI.. C99 H99 D98 R99 B99 
7 5 2	..HHDY....DYCFAA.ECF.I.EC.RITTBBR... C98 H99 D98 I99 
7 3 4	...HHY.....YCFAADECFR.DEC.RITTBB.I.. C98 H98 R99 
7 4 3	.FHH.YCF..DYC.AADEC....E..RITTBBRI.. C99 H99 D99 F98 
7 5 2	C.HHDYC...DYCAA..E.F.I.E.FRITTBBR... H99 F99 A99 D98 I99 
7 3 4	HH...Y.....YCFAADECFR.DEC.RITTBB.I.. H99 C98 R99 
7 5 2	CHH.DYC...DYC..AAE.FRI.E.FRITTBB.... F99 A99 D98 R99 I99 
7 3 4	.F.HHY.F...YC.AADEC...DEC.RITTBBRI.. C98 F98 H98 
7 3 4	.F.HHYCF...YC.AADEC...DE..RITTBBRI.. C99 F98 H98 
7 5 2	..HHDY..R.DYCFRAAECF...EC..ITTBB.I.. C98 H99 D98 A99 R97 
7 4 3	..HH.Y.F..DYCFAADEC....EC.RITTBBRI.. C98 H99 D99 F99 
7 3 4	C..HHYC....YCFAADE.FR.DE..RITT.BBI.. H98 R99 B99 
7 5 2	C.HHDYC...DYC.RAAE.FR..E.F.ITTBB.I.. H99 F99 A99 D98 R98 
7 5 2	C.HHDYC...DYCAA..E.F...E.FRITTBBRI.. H99 F99 A97 D98 
7 5 2	HH..DYC...DYCF.AAECF...E..RITTBBRI.. H99 C99 D98 A99 
7 5 2	..HHDY....DYCFRAAECFR..EC..ITTBB.I.. C98 H99 D98 A99 R98 
7 4 3	..HH.Y....DYC.AADECF...ECFRITTBBRI.. C98 H99 D99 F99 
7 5 2	..HHDYC...DYCFAA.ECF...E..RITTBBRI.. C99 H99 D98 F98 
7 5 2	..HHDYC...DYC.AA.ECFR..E.FRITTBB.I.. C99 H99 D98 F99 R99 
7 5 2	..HHDYC...DYC..AAECF...E.FRITTBBRI.. C99 H99 D98 A99 F99 
7 4 3	.HH..YC...DYC.AADECF...E.FRITTBBRI.. C99 D97 F99 
7 5 2	..HHDYC...DYCAA..ECF...E.FRITTBBRI.. C99 H99 D98 A99 F99 
7 4 3	.FHH.Y.F..DYC.AADEC....EC.RITTBBRI.. C98 H99 D99 F98 
7 5 2	CHH.DYCFR.DYCFRAAE.....E...ITT.BBI.. F99 A99 D98 R97 B99 
7 5 2	HH..DYC...DYC.AA.ECF.I.E.FRITTBBR... H99 D98 C99 F99 I99 
7 3 4	CFHH.YCF...YC.AADE..R.DE..RITTBB.I.. H99 F98 R99 
7 4 3	CFHH.YCF..DYC.AADE..R..E..RITTBB.I.. H99 F98 D99 R99 
7 3 4	C.HH.YC....YCFAADE.FR.DE..RITT.BBI.. H99 R99 B99 
7 4 3	..HH.YCF..DYCFAADEC....E..RITTBBRI.. C99 H99 F99 D99 
7 5 2	..HHDY....DY.FAA.ECFR..EC.RITTCBBI.. C97 H99 D98 R99 B99 
7 4 3	HH...YCF..DYCFAADEC....E..RITTBBRI.. H99 C99 F99 D99 
7 4 3	CFHH.YCF..DYCAA.DE.....E..RITTBBRI.. H99 F98 A99 D99 
7 5 2	C.HHDYCFR.DYCFRAAE.....E...ITTBB.I.. H99 F99 A99 D98 R97 
7 5 2	.HH.DY....DYCFRAAECFR..EC..ITTBB.I.. C98 D98 R98 A99 
7 5 2	C.HHDYCF..DYCF.AAE...I.E..RITTBBR... H99 F99 A99 D98 I99 
7 5 2	CHH.DYC...DYCAA..E.FR..E.FRITT.BBI.. F99 A99 D98 R99 B99 
7 5 2	..HHDY....DYC..AAECF...ECFRITTBBRI.. C98 H99 D98 A99 F99 
7 5 2	..HHDY....DYCAA..ECF...ECFRITTBBRI.. C98 H99 D98 A99 F99 
7 5 2	.HH.DY....DY.FAA.ECFR..EC.RITTCBBI.. C97 D98 R99 B99 
7 5 2	.HH.DY..R.DYC.RAAECF...ECF.ITTBB.I.. C98 D98 R97 A99 F99 
7 5 2	..HHDYC.R.DYCFRAAECF...E...ITTBB.I.. C99 H99 D98 R97 A99 
7 4 3	HH...Y....DYCFAADECF.I.EC.RITTBBR... H99 D99 C98 I99 
7 5 2	.HH.DYC...DYC.AA.ECFR..E.FRITT.BBI.. C99 D98 F99 R99 B99 
7 3 4	HH...YCF...YCFAADEC...DE..RITTBBRI.. H99 C99 F99 
7 4 3	.HH..Y....DYC.AADECF...ECFRITTBBRI.. C98 D97 F99 
7 5 2	CHH.DYC...DYC.AA.E.FRI.E.FRITT.BB... F99 D98 R99 I99 B99 
7 4 3	HH...Y....DYC.AADECF...ECFRITTBBRI.. H99 D99 C98 F99 
7 5 2	HH..DY..R.DYCFRAAECF...EC..ITTBB.I.. H99 D98 R97 C98 A99 
7 3 4	...HHY....DYCFAADECF...EC.RITTBBRI.. C98 H98 D99 
7 4 3	CHH.DYC..IDYCAAI.E.F...E.FR.TTBBR... F99 A99 D98 I97 
7 4 3	HH...Y....DYCFAADECF...EC.RITTBBRI.. H95 D99 C98 
7 5 2	.HH.DY....DY.FAA.ECFRI.EC.RITTCBB... C97 D98 R99 I99 B99 
7 4 3	.HH..Y....DYCAA.DECF...ECFRITTBBRI.. C98 D99 F99 A99 
7 4 3	CHHI.YC..IDYCAA.DE.F...E.FR.TTBBR... F99 A99 D99 I96 
7 4 3	CHH.DYC...DYCAAI.E.F.I.E.FR.TTBBR... F99 A99 D98 I98 
7 5 2	.HH.DYC...DYCFAA.ECFRI.E..RITT.BB... C99 D98 R99 I99 B99 
7 4 3	..HH.Y....DYCFAADECF.I.EC.RITTBBR... C98 H99 D99 I99 
7 5 2	HH..DYC.R.DYCFRAAECF...E...ITTBB.I.. H99 D98 C99 R97 A99 
7 5 2	.HH.DY....DYC.RAAECFR..ECF.ITTBB.I.. C98 D98 A99 F99 R98 
7 5 2	CHHIDYC..IDYC..AAE.F...E.FR.TTBBR... F99 A97 D98 I96 
7 5 2	.HH.DYC...DYC.AA.ECF.I.E.FRITTBBR... C99 D98 F99 I99 
7 3 4	...HHY.F...YCFAADEC...DEC.RITTBBRI.. C98 H98 F99 
7 4 3	CHH..YC...DYCAA.DE.F...E.FRITTBBRI.. F99 A99 D97 
7 5 2	HH..DY....DYCFAA.ECFRI.EC.RITTBB.... H99 D98 C98 R99 I99 
7 5 2	HH..DY....DYCFAA.ECF...EC.RITTBBRI.. H99 D98 C98 R98 
7 5 2	CHHIDYC..IDYCAA..E.F...E.FRTT.BBR... F99 A99 D98 I96 T99 
6 6 0	CHHIDYC..IDYCAA....F...E.FRTTEBBR... F99 A99 D98 E99 I96 T99 
6 6 0	CHHIDYC..IDYCAA....F.....FRTTEBBR..E F99 A99 D98 E98 I96 T99 
7 5 2	CHHIDYC..IDYCAA..E.FR..E.FR.TTBB.... F99 A99 D98 R99 I96 
7 7 0	.HHIDYC..IDYCAA...CF...E.FRTTEBBR... C99 I96 D98 A99 F99 E99 T99 
7 7 0	CHHIDYC..IDYC.AA...F...E.FRTTEBBR... F99 A98 D98 E99 I96 T99 
7 7 0	CHHIDYC..IDYC..AA..F...E.FRTTEBBR... F99 A97 D98 E99 I96 T99 
7 7 0	CHHIDYC..IDYC...AA.F...E.FRTTEBBR... F99 A96 D98 E99 I96 T99 
