4 0 4	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
9 6 3	...CD.SB.CDESBAADEHHH..E..VG....VGWW B99 C99 D99 A99 G99 W99 
9 6 3	...C..SB.C.ESBAADEHHH.DE..VGD...VGWW B99 C99 D99 A99 G99 W99 
9 5 4	SB.CD.SB.CD..AAGD.HHHG.E..V..E..VWWE S99 C99 D99 E98 G99 
9 6 3	SB.CD.SB.CDE..AADEHHH..E..VG....VGWW S99 C99 D99 A99 G99 W99 
9 6 3	SB.C..SB.C.E..AADEHHH.DE..VGD...VGWW S99 C99 D99 A99 G99 W99 
9 5 4	SB.C..SB.C...AAGD.HHHGDE..V.DE..VWWE S99 C99 D99 E98 G99 
9 6 3	.B.C..SB.CD.S.AADE.HHHDE..VG.E..VGWW C99 E99 A99 H99 G99 W99 
9 6 3	.B.CD.SB.CDES.AADE.HHH.E..VG....VGWW C99 D99 A99 H99 G99 W99 
9 6 3	.B.C..SB.C.ES.AADE.HHHDE..VGD...VGWW C99 D99 A99 H99 G99 W99 
9 5 4	.B.C.ESB.C.ES.AADEHHHGD...VGD...V.WW C99 D99 E99 A99 W99 
9 6 3	S..C.ESB.CDE.BAADEHHHGD...VG....V.WW B99 S99 C99 E99 A99 W99 
9 6 3	S..C..SB.CD..BAADEHHHGDE..VG.E..V.WW B99 S99 C99 E99 A99 W99 
9 6 3	S..CD.SB.CDE.BAADEHHHG.E..VG....V.WW B99 S99 C99 D99 A99 W99 
9 6 3	S..C..SB.C.E.BAADEHHHGDE..VGD...V.WW B99 S99 C99 D99 A99 W99 
9 5 4	SB.CDESB.CDEAA..DEHHHG....VG....VWW. S99 C99 D99 E99 A99 
9 4 5	.B.C.ESB.CDESAAGDEHHHGD...V.....V.WW C99 E99 G99 W99 
9 4 5	SB....SB.CD.AA.CDEHHHGDE..VG.E..V.WW S99 E99 A99 W99 
9 4 5	SB..D.SB.CDEAA.CDEHHHG.E..VG....V.WW S99 D99 A99 W99 
9 5 4	.B.C..SB.C..SAA.DEHHH.DE..VGDE..VGWW C99 D99 E99 G99 W99 
9 4 5	SB....SB.C.EAA.CDEHHHGDE..VGD...V.WW S99 D99 A99 W99 
9 6 3	SB.C.ESB.CDEAA..DEHHH.D...VG....VGWW S99 C99 E99 A99 G99 W99 
9 6 3	SB.C..SB.CD.AA..DEHHH.DE..VG.E..VGWW S99 C99 E99 A99 G99 W99 
9 4 5	.B.CD.SB.CD.SAAGDEHHHG.E..V..E..VWW. C99 D99 E99 G99 
9 6 3	SB.CD.SB.CDEAA..DEHHH..E..VG....VGWW S99 C99 D99 A99 G99 W99 
9 6 3	SB.C..SB.C.EAA..DEHHH.DE..VGD...VGWW S99 C99 D99 A99 G99 W99 
9 3 6	.B...ESB.C.ESAACDEHHHGD...VGD...V.WW D99 E99 W99 
9 3 6	.B....SB.C..SAACDEHHHGDE..VGDE..V.WW D99 E99 W99 
9 6 3	...C..SB.CD.SBAADEHHH.DE..VG.E..VGWW B99 C99 E99 A99 G99 W99 
9 5 4	SB....SB.CDEAA.CDE.HHHDE..VG....VGWW S99 A99 H99 G99 W99 
9 4 5	.B.C..SB.CD.SAAGDEHHHGDE..V..E..V.WW C99 E99 G99 W99 
9 6 3	SB.C.ESB.CDE.AA.DE.HHHD...VG....VGWW S99 C99 E99 H99 G99 W99 
9 4 5	.B.CD.SB.CDESAAGDEHHHG.E..V.....V.WW C99 D99 G99 W99 
9 4 5	.B...ESB.CDESAACDE.HHHD...VG....VGWW E99 H99 G99 W99 
9 5 4	SB....SB..DE.AACDEHHHCDE..VG....VGWW S99 C97 G99 W99 
9 4 5	.B....SB.CD.SAACDE.HHHDE..VG.E..VGWW E99 H99 G99 W99 
9 4 5	.B.C..SB.C.ESAAGDEHHHGDE..V.D...V.WW C99 D99 G99 W99 
9 4 5	.B..D.SB.CDESAACDE..HHHE..VG....VGWW D99 H98 G99 W99 
9 4 5	.B....SB.C.ESAACDE.HHHDE..VGD...VGWW D99 H99 G99 W99 
9 4 5	.B..D.SB.CDESAACDE.HHH.E..VG....VGWW D99 H99 G99 W99 
9 4 5	.B..D.SB.CD.SAACDEHHH..E..VG.E..VGWW D99 E99 G99 W99 
9 5 4	SB...ESB.CDEAA.CDEHHH.D...VG....VGWW S99 E99 A99 G99 W99 
9 4 5	.B....SB.C..SAACDEHHH.DE..VGDE..VGWW D99 E99 G99 W99 
10 4 6	SB..DESB.CDE.AACDEHHHG....VG....V.WW S99 D99 E99 W99 
10 6 4	.B.CDESB.CDES.AADEHHH.....VG....VGWW C99 D99 E99 A99 G99 W99 
10 5 5	.B..D..B.CDE.AACDE.HHH.ES.VG..S.VGWW S97 D99 H99 G99 W99 
10 7 3	S..C.ESB.CDE.BAADEHHH.D...VG....VGWW B99 S99 C99 E99 A99 G99 W99 
10 6 4	...CD.SB.CD.SBAADEHHHG.E..VG.E..V.WW B99 C99 D99 A99 E99 W99 
10 4 6	SB...ESB.C.E.AACDEHHHGD...VGD...V.WW S99 D99 E99 W99 
10 5 5	.B.....B.CD..AACDE.HHHDES.VG.ES.VGWW S97 E99 H99 G99 W99 
10 7 3	.B.C.E.B.CDEAA..DESHHHD.S.VG....VGWW S98 C99 E99 A99 H99 G99 W99 
10 6 4	.B..D..B.CDE.AACDEHHH..ES.VG..S.VGWW S97 D99 H98 G99 W99 
10 5 5	SB..D.SB.CDE.AACDE.HHH.E..VG....VGWW S99 D99 H99 G99 W99 
10 5 5	.B.....B.C.E.AACDE.HHHDES.VGD.S.VGWW S97 D99 H99 G99 W99 
10 6 4	.B.C..SB.C..SAA.DE.HHHDE..VGDE..VGWW C99 D99 E99 H99 G99 W99 
10 6 4	...C..SB.C..SBAADEHHHGDE..VGDE..V.WW B99 C99 D99 A99 E99 W99 
10 6 4	.B.....B.CD..AACDEHHH.DES.VG.ES.VGWW S97 E99 H98 G99 W99 
10 7 3	S..C..SB.CD..BAADEHHH.DE..VG.E..VGWW B99 S99 C99 E99 A99 G99 W99 
10 4 6	SB..DESB.CDEAA.CDEHHHG....VG....VWW. S99 D99 E99 A99 
10 7 3	.B.C.E.B.CDE.AA.DEHHH.D.S.VG..S.VGWW S97 C99 E99 H98 G99 W99 
10 7 3	.B.C...B.CD..AA.DEHHH.DES.VG.ES.VGWW S97 C99 E99 H98 G99 W99 
10 7 3	...C..SB.CD.SBAADE.HHHDE..VG.E..VGWW B99 C99 E99 A99 H99 G99 W99 
10 7 3	.B.CD..B.CDE.AA.DEHHH..ES.VG..S.VGWW S97 C99 D99 H98 G99 W99 
10 7 3	.B.C...B.C.E.AA.DEHHH.DES.VGD.S.VGWW S97 C99 D99 H98 G99 W99 
10 6 4	SB.C..SB.C..AA..DEHHHGDE..VGDE..V.WW S99 C99 D99 E99 A99 W99 
10 7 3	.B.....B.CDE.AACDEHHH.DES.VG..S.VGWW S97 C98 H98 G99 W99 
10 8 2	.B.C...B.CDE..AADEHHHGDES.VG..S.V.WW S97 C99 A99 H98 G98 W99 
10 7 3	.B.CD..B.CDES.AADESHHH.E..VG....VGWW S99 C99 D99 A99 H99 G99 W99 
10 7 3	.B.C...B.C.ES.AADESHHHDE..VGD...VGWW S99 C99 D99 A99 H99 G99 W99 
10 7 3	.B.C...B.CD...AADESHHHDES.VG.E..VGWW S98 C99 E99 A99 H99 G99 W99 
10 8 2	.B.C...B.CDE.AA.DEHHHGDES.VG..S.VWW. S97 C99 H98 G98 W98 
10 7 3	.B.C...B.C.E..AADESHHHDES.VGD...VGWW S98 C99 D99 A99 H99 G99 W99 
10 7 3	.B.CD..B.CDE..AADESHHH.ES.VG....VGWW S98 C99 D99 A99 H99 G99 W99 
10 7 3	.B.C.E.B.CDE..AADE.HHHD.S.VG..S.VGWW S97 C99 E99 A99 H99 G99 W99 
10 8 2	.B.C...B.CDEAA..DEHHHGDES.VG..S.V.WW S97 C99 A99 H98 G98 W99 
10 6 4	SB.C..SB.C....AADEHHHGDE..VGDE..V.WW S99 C99 D99 E99 A99 W99 
10 7 3	.B.C...B.CD...AADE.HHHDES.VG.ES.VGWW S97 C99 E99 A99 H99 G99 W99 
10 7 3	.B.CD..B.CDE..AADE.HHH.ES.VG..S.VGWW S97 C99 D99 A99 H99 G99 W99 
10 6 4	...C.ESB.C.ESBAADEHHHGD...VGD...V.WW B99 C99 D99 E99 A99 W99 
10 7 3	.B.C...B.C.E..AADE.HHHDES.VGD.S.VGWW S97 C99 D99 A99 H99 G99 W99 
10 6 4	SB.C.ESB.C.E..AADEHHHGD...VGD...V.WW S99 C99 D99 E99 A99 W99 
10 6 4	SB.CD.SB.CD...AADEHHHG.E..VG.E..V.WW S99 C99 D99 E99 A99 W99 
10 7 3	SB.CD.SB.CDE..AADE.HHH.E..VG....VGWW S99 C99 D99 A99 H99 G99 W99 
10 7 3	SB.C..SB.C.E..AADE.HHHDE..VGD...VGWW S99 C99 D99 A99 H99 G99 W99 
10 7 3	SB.C.ESB.CDEAA..DE.HHHD...VG....VGWW S99 C99 E99 A99 H99 G99 W99 
10 6 4	...CDESB.CDESBAADEHHHG....VG....V.WW B99 C99 D99 E99 A99 W99 
10 6 4	.B.C.ESB.C.ESAA.DE.HHHD...VGD...VGWW C99 D99 E99 H99 G99 W99 
10 5 5	.B.....B.CD.SAACDESHHHDE..VG.E..VGWW S99 E99 H99 G99 W99 
10 5 5	SB.C..SB.CD..AAGDEHHHGDE..V..E..V.WW S99 C99 E99 G99 W99 
10 5 5	.B..D..B.CDESAACDESHHH.E..VG....VGWW S99 D99 H99 G99 W99 
10 5 5	.B.....B.C.ESAACDESHHHDE..VGD...VGWW S99 D99 H99 G99 W99 
10 6 4	.B.CD.SB.CD.S.AADEHHH..E..VG.E..VGWW C99 D99 E99 A99 G99 W99 
10 5 5	.B..D..B.CDE.AACDESHHH.ES.VG....VGWW S98 D99 H99 G99 W99 
10 5 5	.B.....B.C.E.AACDESHHHDES.VGD...VGWW S98 D99 H99 G99 W99 
10 7 3	SB.CD.SB.CDEAA..DE.HHH.E..VG....VGWW S99 C99 D99 A99 H99 G99 W99 
10 7 3	.B.C...B.CD.AA..DE.HHHDES.VG.ES.VGWW S97 C99 E99 A99 H99 G99 W99 
10 7 3	SB.CD.SB.CDE..AADE..HHHE..VG....VGWW S99 C99 D99 A99 H98 G99 W99 
10 7 3	.B.CD..B.CDE..AADES.HHHES.VG....VGWW S98 C99 D99 A99 H98 G99 W99 
10 7 3	.B.CD..B.CDEAA..DE.HHH.ES.VG..S.VGWW S97 C99 D99 A99 H99 G99 W99 
10 7 3	SB.CD.SB.CDEAA..DE..HHHE..VG....VGWW S99 C99 D99 A99 H98 G99 W99 
10 7 3	.B.C...B.C.EAA..DE.HHHDES.VGD.S.VGWW S97 C99 D99 A99 H99 G99 W99 
10 7 3	.B.CD..B.CDEAA..DESHHH.ES.VG....VGWW S98 C99 D99 A99 H99 G99 W99 
10 6 4	SB.CD.SB.CD.AA..DEHHHG.E..VG.E..V.WW S99 C99 D99 E99 A99 W99 
10 4 6	SB...ESB.C.EAA.CDEHHHGD...VGD...VWW. S99 D99 E99 A99 
10 7 3	.B.C...B.C.EAA..DESHHHDES.VGD...VGWW S98 C99 D99 A99 H99 G99 W99 
10 6 4	SB.CDESB.CDEAA..DEHHHG....VG....V.WW S99 C99 D99 E99 A99 W99 
10 7 3	SB.C..SB.C.EAA..DE.HHHDE..VGD...VGWW S99 C99 D99 A99 H99 G99 W99 
10 6 4	SB.C.ESB.C.EAA..DEHHHGD...VGD...V.WW S99 C99 D99 E99 A99 W99 
10 7 3	S..CD.SB.CDE.BAADEHHH..E..VG....VGWW B99 S99 C99 D99 A99 G99 W99 
10 7 3	S..C..SB.C.E.BAADEHHH.DE..VGD...VGWW B99 S99 C99 D99 A99 G99 W99 
10 4 6	SB..D.SB.CD..AACDEHHHG.E..VG.E..V.WW S99 D99 E99 W99 
10 4 6	SB....SB.C...AACDEHHHGDE..VGDE..V.WW S99 D99 E99 W99 
10 5 5	SB.C..SB.C.EAA.GDEHHHGDE..V.D...VWW. S99 C99 D99 A99 G99 
10 6 4	.B.C.ESB.C.ES.AADEHHH.D...VGD...VGWW C99 D99 E99 A99 G99 W99 
10 5 5	SB.CD.SB.CDEAA.GDEHHHG.E..V.....VWW. S99 C99 D99 A99 G99 
10 6 4	.B.C..SB.C..S.AADEHHH.DE..VGDE..VGWW C99 D99 E99 A99 G99 W99 
10 7 3	.B.C.E.B.CDEAA..DE.HHHD.S.VG..S.VGWW S97 C99 E99 A99 H99 G99 W99 
10 7 3	...C.ESB.CDESBAADE.HHHD...VG....VGWW B99 C99 E99 A99 H99 G99 W99 
10 6 4	.B.CD.SB.CD.SAA.DE..HHHE..VG.E..VGWW C99 D99 E99 H98 G99 W99 
10 5 5	.B...E.B.CDE.AACDE.HHHD.S.VG..S.VGWW S97 E99 H99 G99 W99 
10 7 3	SB.C..SB.CD.AA..DE.HHHDE..VG.E..VGWW S99 C99 E99 A99 H99 G99 W99 
10 7 3	...CD.S..CDES.AADE..HHHE.BVG...BVGWW B96 C99 D99 A99 H98 G99 W99 
10 7 3	.B.C...B.CD.AA..DESHHHDES.VG.E..VGWW S98 C99 E99 A99 H99 G99 W99 
10 4 6	.B.C.ESB.C.ESAAGDEHHHGD...V.D...VWW. C99 D99 E99 G99 
10 6 4	SB.CDESB.CDE.AA.DEHHH.....VG....VGWW S99 C99 D99 E99 G99 W99 
10 6 4	.B.CDESB.CDESAA.DE..HHH...VG....VGWW C99 D99 E99 H98 G99 W99 
10 7 3	...CD.S..CDES.AADE.BHHHE.BVG....VGWW B97 C99 D99 A99 H98 G99 W99 
10 6 4	SB.C.ESB.C.E.AA.DEHHH.D...VGD...VGWW S99 C99 D99 E99 G99 W99 
10 6 4	.B.CDESB.CDESAA.DE...HHH..VG....VGWW C99 D99 E99 H97 G99 W99 
10 6 4	SB.CDESB.CDE..AADEHHHG....VG....VWW. S99 C99 D99 E95 A99 
10 7 3	.B.C.E.B.CDES.AADESHHHD...VG....VGWW S99 C99 E99 A99 H99 G99 W99 
10 5 5	SB.C.ESB.CDEAA.GDEHHHGD...V.....VWW. S99 C99 E99 A99 G99 
10 5 5	.B....SB...ESAACDEHHHCDE..VGD...VGWW C97 D99 G99 W99 
10 5 5	.B...E.B.CDESAACDESHHHD...VG....VGWW S99 E99 H99 G99 W99 
10 5 5	SB.C.ESB.CDE.AAGDEHHHGD...V.....V.WW S99 C99 E99 G99 W99 
10 6 4	SB.C.ESB.C.E..AADEHHHGD...VGD...VWW. S99 C99 D99 E95 A99 
10 5 5	.B.....B.CD..AACDESHHHDES.VG.E..VGWW S98 E99 H99 G99 W99 
10 5 5	.B...E.B.CDE.AACDESHHHD.S.VG....VGWW S98 E99 H99 G99 W99 
10 6 4	...C.ESB.C.ESBAADEHHHGD...VGD...VWW. B99 C99 D99 A99 E95 
10 7 3	SB.C.ESB.CDE..AADE.HHHD...VG....VGWW S99 C99 E99 A99 H99 G99 W99 
10 6 4	.B.CDESB.CDESAA.DE.HHH....VG....VGWW C99 D99 E99 H99 G99 W99 
10 7 3	SB.C..SB.CD...AADE.HHHDE..VG.E..VGWW S99 C99 E99 A99 H99 G99 W99 
10 6 4	SB.CDESB.CDE..AADEHHHG....VG....V.WW S99 C99 D99 E99 A99 W99 
10 5 5	.B..D.SB..DESAACDEHHHC.E..VG....VGWW C97 D99 G99 W99 
10 7 3	.B.C.E.B.CDE..AADESHHHD.S.VG....VGWW S98 C99 E99 A99 H99 G99 W99 
10 5 5	SB.C..SB.C...AAGDEHHHGDE..V.DE..VWW. S99 C99 D99 E99 G99 
10 5 5	SB....SB.C...AACDEHHHGDE..VGDE..VWW. S99 C98 D99 E99 
10 7 3	...CD.SB.CDESBAADE.HHH.E..VG....VGWW B99 C99 D99 A99 H99 G99 W99 
10 5 5	SB.CD.SB.CDE.AAGDEHHHG.E..V.....V.WW S99 C99 D99 G99 W99 
10 7 3	...CD.S..CDESBAADE.BHHHE..VG....VGWW B98 C99 D99 A99 H98 G99 W99 
10 6 4	.B.CD.SB.CD.SAA.DE.HHH.E..VG.E..VGWW C99 D99 E99 H99 G99 W99 
10 6 4	SB.CD.SB.CD.AA.GD.HHHG.E..V..E..VWWE S99 C99 D99 E98 A99 G99 
10 6 4	SB....SB..DEAA.CDEHHHCDE..VG....VGWW S99 C97 A99 G99 W99 
10 7 3	.B.C...B.CD.S.AADESHHHDE..VG.E..VGWW S99 C99 E99 A99 H99 G99 W99 
10 5 5	SB.CD.SB.CD..AAGDEHHHG.E..V..E..VWW. S99 C99 D99 E99 G99 
10 9 1	.B.C...B.CD..AA.D.HHHGDES.VG.ES.VWWE S97 C99 E98 H98 G98 W98 
10 5 5	SB..D.SB.CD..AACDEHHHG.E..VG.E..VWW. S99 C98 D99 E99 
10 7 3	...C..SB.C.ESBAADE.HHHDE..VGD...VGWW B99 C99 D99 A99 H99 G99 W99 
10 6 4	SB.C..SB.C..AA.GD.HHHGDE..V.DE..VWWE S99 C99 D99 E98 A99 G99 
10 5 5	.B...ESB..DESAACDEHHHCD...VG....VGWW C97 E99 G99 W99 
10 5 5	.B....SB..D.SAACDEHHHCDE..VG.E..VGWW C97 E99 G99 W99 
10 5 5	SB.C..SB.C.E.AAGDEHHHGDE..V.D...V.WW S99 C99 D99 G99 W99 
10 6 4	SB.C..SB.C...AA.DEHHH.DE..VGDE..VGWW S99 C99 D99 E99 G99 W99 
10 6 4	SB.CD.SB.CD..AA.DEHHH..E..VG.E..VGWW S99 C99 D99 E99 G99 W99 
10 5 5	SB..D.SB.CD..AACDEHHH..E..VG.E..VGWW S99 D99 E99 G99 W99 
10 5 5	SB....SB.C.E.AACDE.HHHDE..VGD...VGWW S99 D99 H99 G99 W99 
10 7 3	.B.CD..B.CDES.AADES.HHHE..VG....VGWW S99 C99 D99 A99 H98 G99 W99 
10 7 3	.B.CD..B.CDEAA..DES.HHHES.VG....VGWW S98 C99 D99 A99 H98 G99 W99 
10 5 5	SB..DESB.CDE.AACDEHHH.....VG....VGWW S99 D99 E99 G99 W99 
10 7 3	...CD.SB.CDESBAADE..HHHE..VG....VGWW B99 C99 D99 A99 H98 G99 W99 
10 5 5	SB...ESB.CDE.AACDE.HHHD...VG....VGWW S99 E99 H99 G99 W99 
10 5 5	SB..D.SB.CDE.AACDE..HHHE..VG....VGWW S99 D99 H98 G99 W99 
10 5 5	SB....SB.C...AACDEHHH.DE..VGDE..VGWW S99 D99 E99 G99 W99 
10 6 4	S..C.ESB.C.E.BAADEHHHGD...VGD...VWW. B99 C99 S99 D99 E99 A99 
10 5 5	SB....SB...E.AACDEHHHCDE..VGD...VGWW S99 C99 D99 G99 W99 
10 5 5	SB....SB.CD..AACDE.HHHDE..VG.E..VGWW S99 E99 H99 G99 W99 
10 7 3	.B.CD..B.CDE..AADE..HHHES.VG..S.VGWW S97 C99 D99 A99 H98 G99 W99 
10 7 3	.B.CD..B.CDEAA..DE..HHHES.VG..S.VGWW S97 C99 D99 A99 H98 G99 W99 
10 5 5	SB...ESB.C.E.AACDEHHH.D...VGD...VGWW S99 D99 E99 G99 W99 
10 4 6	.B.CDESB.CDESAAGDEHHHG....V.....VWW. C99 D99 E99 G99 
10 8 2	...C...B.CDE.BAADEHHH.DES.VG..S.VGWW B99 C99 A99 H98 S97 G99 W99 
11 8 3	...CD..B.CDESBAADESHHH.E..VG....VGWW B99 C99 D99 S99 A99 H99 G99 W99 
11 5 6	SB..DESB.CDEAA.CDEHHHG....VG....V.WW S99 D99 E99 A99 W99 
11 7 4	SB.C.ESB.C.EAA..DEHHH.D...VGD...VGWW S99 C99 D99 E99 A99 G99 W99 
11 8 3	...C...B.C.ESBAADESHHHDE..VGD...VGWW B99 C99 D99 S99 A99 H99 G99 W99 
11 8 3	.B.C.E.B.CDE.AA.DEHHHGD.S.VG..S.V.WW S97 C99 E99 H98 G98 W99 
11 7 4	.B.C...B.C...AA.DESHHHDES.VGDE..VGWW S98 C99 D99 E99 H99 G99 W99 
11 8 3	.B.C...B.CD..AA.DEHHHGDES.VG.ES.V.WW S97 C99 E99 H98 G98 W99 
11 8 3	.B.CD..B.CDE.AA.DEHHHG.ES.VG..S.V.WW S97 C99 D99 H98 G98 W99 
11 7 4	SB.CD.SB.CD..AA.DE..HHHE..VG.E..VGWW S99 C99 D99 E99 H98 G99 W99 
11 7 4	.B.CDESB.CDES.AADE...HHH..VG....VGWW C99 D99 E99 A99 H97 G99 W99 
11 8 3	.B.C...B.C.E.AA.DEHHHGDES.VGD.S.V.WW S97 C99 D99 H98 G98 W99 
11 8 3	S..C..SB.CD..BAADE.HHHDE..VG.E..VGWW B99 S99 C99 E99 A99 H99 G99 W99 
11 5 6	.B..D.SB.CD.SAACDE..HHHE..VG.E..VGWW D99 E99 H98 G99 W99 
11 8 3	S..CD.SB.CDE.BAADE.HHH.E..VG....VGWW B99 S99 C99 D99 A99 H99 G99 W99 
11 8 3	S..C..SB.C.E.BAADE.HHHDE..VGD...VGWW B99 S99 C99 D99 A99 H99 G99 W99 
11 7 4	.B.C.E.B.C.ESAA.DESHHHD...VGD...VGWW S99 C99 D99 E99 H99 G99 W99 
11 6 5	.B..D..B.CDEAA.CDE.HHH.ES.VG..S.VGWW S97 D99 A99 H99 G99 W99 
11 7 4	...C.ESB.C.ESBAADEHHH.D...VGD...VGWW B99 C99 D99 E99 A99 G99 W99 
11 6 5	.B.....B.C.EAA.CDE.HHHDES.VGD.S.VGWW S97 D99 A99 H99 G99 W99 
11 7 4	.B.....B..DE.AACDEHHHCDES.VG..S.VGWW S97 C97 H98 G99 W99 
11 7 4	.B.CDE.B.CDESAA.DESHHH....VG....VGWW S99 C99 D99 E99 H99 G99 W99 
11 6 5	SB....SB..D..AACDEHHHCDE..VG.E..VGWW S99 C97 E99 G99 W99 
11 7 4	...CDESB.CDESBAADEHHH.....VG....VGWW B99 C99 D99 E99 A99 G99 W99 
11 8 3	S..C.ESB.CDE.BAADE.HHHD...VG....VGWW B99 S99 C99 E99 A99 H99 G99 W99 
11 9 2	.B.C...B.CDE..AADEHHHGDES.VG..S.VWW. S97 C99 A99 H98 G98 W98 
11 6 5	SB.C..SB.CD.AA.GDEHHHGDE..V..E..V.WW S99 C99 E99 A99 G99 W99 
11 5 6	SB....SB.C..AA.CDEHHHGDE..VGDE..V.WW S99 D99 E99 A99 W99 
11 8 3	...C.E.B.CDESBAADESHHHD...VG....VGWW B99 C99 E99 S99 A99 H99 G99 W99 
11 5 6	SB..D.SB.CD.AA.CDEHHHG.E..VG.E..V.WW S99 D99 E99 A99 W99 
11 8 3	...C...B.CD..BAADE.HHHDES.VG.ES.VGWW B99 C99 E99 A99 H99 S97 G99 W99 
11 7 4	.B.CD..B.CD..AA.DESHHH.ES.VG.E..VGWW S98 C99 D99 E99 H99 G99 W99 
11 5 6	.B.CD.SB.CD.SAAGDEHHHG.E..V..E..V.WW C99 D99 E99 G99 W99 
11 8 3	...CD..B.CDE.BAADES.HHHES.VG....VGWW B99 C99 D99 A99 S98 H98 G99 W99 
11 8 3	...C.E.B.CDE.BAADE.HHHD.S.VG..S.VGWW B99 C99 E99 A99 H99 S97 G99 W99 
11 8 3	.B.C.E.B.CDE..AADEHHH.D.S.VG..S.VGWW S97 C99 E99 A99 H98 G99 W99 
11 8 3	...C.E.B.CDE.BAADESHHHD.S.VG....VGWW B99 C99 E99 A99 S98 H99 G99 W99 
11 8 3	...CD..B.CDE.BAADE.HHH.ES.VG..S.VGWW B99 C99 D99 A99 H99 S97 G99 W99 
11 7 4	.B.CDESB.CDES.AADE.HHH....VG....VGWW C99 D99 E99 A99 H99 G99 W99 
11 8 3	...C...B.C.E.BAADE.HHHDES.VGD.S.VGWW B99 C99 D99 A99 H99 S97 G99 W99 
11 6 5	SB...ESB..DE.AACDEHHHCD...VG....VGWW S99 C97 E99 G99 W99 
11 5 6	.B.CDESB.CDESAAGDEHHHG....V.....V.WW C99 D99 E99 G99 W99 
11 6 5	.B..D..B.CDEAA.CDESHHH.ES.VG....VGWW S98 D99 A99 H99 G99 W99 
11 7 4	.B.....B.CDEAA.CDE.HHHDES.VG..S.VGWW S97 C98 A99 H99 G99 W99 
11 7 4	SB.CDESB.CDE.AA.DE..HHH...VG....VGWW S99 C99 D99 E99 H98 G99 W99 
11 7 4	.B.CD..B.CD.SAA.DES.HHHE..VG.E..VGWW S99 C99 D99 E99 H98 G99 W99 
11 7 4	.B.CDE.B.CDE.AA.DESHHH..S.VG....VGWW S98 C99 D99 E99 H99 G99 W99 
11 7 4	.B.....B.CDEAA.CDESHHHDES.VG....VGWW S98 C98 A99 H99 G99 W99 
11 8 3	...CD....CDE.BAADESBHHHES.VG....VGWW B98 C99 D99 A99 S98 H98 G99 W99 
11 6 5	SB.C..SB.C..AA.GDEHHHGDE..V.DE..VWW. S99 C99 D99 E99 A99 G99 
11 7 4	.B.CDE.B.CDESAA.DES.HHH...VG....VGWW S99 C99 D99 E99 H98 G99 W99 
11 6 5	SB.CD.SB.CD.AA.GDEHHHG.E..V..E..VWW. S99 C99 D99 E99 A99 G99 
11 5 6	SB.CDESB.CDE.AAGDEHHHG....V.....VWW. S99 C99 D99 E99 G99 
11 7 4	SB.C.ESB.C.E..AADEHHH.D...VGD...VGWW S99 C99 D99 E99 A99 G99 W99 
11 8 3	...CD....CDE..AADESBHHHESBVG....VGWW B97 C99 D99 A99 S98 H98 G99 W99 
11 7 4	.B.CDESB.CDES.AADE..HHH...VG....VGWW C99 D99 E99 A99 H98 G99 W99 
11 7 4	SB.CD.SB.CD...AADEHHH..E..VG.E..VGWW S99 C99 D99 E99 A99 G99 W99 
11 7 4	.B.CD.SB.CD.S.AADE..HHHE..VG.E..VGWW C99 D99 E99 A99 H98 G99 W99 
11 5 6	SB.C.ESB.C.E.AAGDEHHHGD...V.D...VWW. S99 C99 D99 E99 G99 
11 7 4	S..CD.SB.CD..BAADEHHHG.E..VG.E..V.WW B99 S99 C99 D99 E99 A99 W99 
11 8 3	...CD....CDE..AADES.HHHESBVG...BVGWW B96 C99 D99 A99 S98 H98 G99 W99 
11 7 4	SB.CDESB.CDE..AADEHHH.....VG....VGWW S99 C99 D99 E99 A99 G99 W99 
11 7 4	.B.C...B.C..SAA.DESHHHDE..VGDE..VGWW S99 C99 D99 E99 H99 G99 W99 
11 7 4	.B.CD..B.CD.SAA.DESHHH.E..VG.E..VGWW S99 C99 D99 E99 H99 G99 W99 
11 7 4	.B.C...B.C...AA.DE.HHHDES.VGDES.VGWW S97 C99 D99 E99 H99 G99 W99 
11 5 6	.B..DESB.CDESAACDE...HHH..VG....VGWW D99 E99 H97 G99 W99 
11 7 4	SB.C..SB.C....AADEHHH.DE..VGDE..VGWW S99 C99 D99 E99 A99 G99 W99 
11 7 4	S..C.ESB.C.E.BAADEHHHGD...VGD...V.WW B99 S99 C99 D99 E99 A99 W99 
11 7 4	SB.CDESB.CDE.AA.DE...HHH..VG....VGWW S99 C99 D99 E99 H97 G99 W99 
11 7 4	.B.C.E.B.C.E.AA.DESHHHD.S.VGD...VGWW S98 C99 D99 E99 H99 G99 W99 
11 7 4	.B.CDE.B.CDE.AA.DE.HHH..S.VG..S.VGWW S97 C99 D99 E99 H99 G99 W99 
11 8 3	S..CD.S..CDE..AADE..HHHE.BVG...BVGWW B96 S99 C99 D99 A99 H98 G99 W99 
11 7 4	.B.CD..B.CD..AA.DE.HHH.ES.VG.ES.VGWW S97 C99 D99 E99 H99 G99 W99 
11 8 3	S..CD.S..CDE..AADE.BHHHE.BVG....VGWW B97 S99 C99 D99 A99 H98 G99 W99 
11 7 4	.B.C.E.B.C.E.AA.DE.HHHD.S.VGD.S.VGWW S97 C99 D99 E99 H99 G99 W99 
