0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
4 4 0	VVBCDE..BCDEAABCF.HJ..F.HJNNFI...KKI D99 E99 F99 K98 
4 4 0	VVBCDE..BCDEAABC..HJ..FIHJNNFIKK..F. D99 E99 I99 K99 
4 4 0	VVBCDE..BCDEAABC..HJ..FIHJNNFI..KKF. D99 E99 I99 K99 
4 4 0	VVBCDE..BCDEAABC.IHJ..FIHJNNF.KK..F. D99 E99 I98 K99 
4 4 0	VVBCDE..BCDEAABC.IHJ..FIHJNNF...KKF. D99 E99 I98 K99 
4 4 0	VVBCDE..BCDEAABC..H...F.HJNNFI.JKKFI D99 E99 J99 K99 
4 4 0	VVBCD...BCDEAABCFE.J..FIHJNNFIHKK... D99 H99 F99 I99 
4 4 0	VVBCD...BCDEAABCFE.J..F.HJNNFIH.KK.I D99 H99 F99 K99 
4 4 0	VVBCD...BCDEAABCFE.J..F.HJNNFIH..KKI D99 H99 F99 K98 
4 4 0	VVBCD...BCDEAABC.E.J..FIHJNNFIH.KKF. D99 H99 I99 K99 
4 4 0	VVBCD...BCDEAABC.E....F.HJNNFIHJKKFI D99 H99 J99 K99 
4 4 0	VVBCD...BCDEAABCFEHJ..FIHJNNFIKK.... D99 F99 I99 K99 
4 4 0	VVBCD...BCDEAABCFEHJ..FIHJNNFI..KK.. D99 F99 I99 K99 
4 4 0	VVBCD...BCDEAABCFEHJ..FIHJNNFI...KK. D99 F99 I99 K98 
4 4 0	VVBCD...BCDEAABCFEHJ..FIHJNNFI....KK D99 F99 I99 K97 
4 4 0	VVBCD...BCDEAABCFEH...F.HJNNFI.JKK.I D99 J99 F99 K99 
4 4 0	VVBCD...BCDEAABCFEH...F.HJNNFI.J.KKI D99 J99 F99 K98 
4 4 0	VVBCD...BCDEAABC.EH...FIHJNNFI.JKKF. D99 J99 I99 K99 
4 4 0	VVBC....BCD.AABCDE....FEHJNNFIHJKKFI E99 H99 J99 K99 
4 4 0	VVBC.E..BCDEAABCD..J..FIHJNNFIH.KKF. E99 H99 I99 K99 
4 4 0	VVBC.E..BCDEAABCDI.J..FIHJNNF.H.KKF. E99 H99 I98 K99 
4 4 0	VVBC.E..BCDEAABCD.....F.HJNNFIHJKKFI E99 H99 J99 K99 
4 4 0	VVBC.E..BCDEAABCD.H...FIHJNNFI.JKKF. E99 J99 I99 K99 
4 4 0	VVBC.E..BCDEAABCDIH...FIHJNNF..JKKF. E99 J99 I98 K99 
4 4 0	VVBC....BCDEAABCDE....FIHJNNFIHJKKF. H99 J99 I99 K99 
5 5 0	.VV.D...BCD.AABC.EHJBCFEHJNNFI.KK.FI V99 B99 C99 D99 E99 
5 5 0	.VV.DE..BCDEAABC..HJBCF.HJNNFI.KK.FI V99 B99 C99 D99 E99 
5 5 0	.VV.D...BCDEAABC.E.JBCF.HJNNFIHKK.FI V99 B99 C99 D99 H99 
5 5 0	.VV.D...BCDEAABCFEHJBCF.HJNNFI.KK..I V99 B99 C99 D99 F99 
5 5 0	.VV.D...BCDEAABC.EHJBCFIHJNNFI.KK.F. V99 B99 C99 D99 I99 
5 5 0	.VV.D...BCDEAABC.EHJBCF.HJNNFIKK..FI V99 B99 C99 D99 K99 
5 5 0	.VV.D...BCDEAABC.EHJBCF.HJNNFI..KKFI V99 B99 C99 D99 K99 
5 5 0	.VV.....BCD.AABCDE.JBCFEHJNNFIHKK.FI V99 B99 C99 E99 H99 
5 5 0	.VV.....BCD.AABCDEHJBCFEHJNNFIKK..FI V99 B99 C99 E99 K99 
5 5 0	.VV.....BCD.AABCDEHJBCFEHJNNFI..KKFI V99 B99 C99 E99 K99 
5 5 0	.VV..E..BCDEAABCD..JBCF.HJNNFIHKK.FI V99 B99 C99 E99 H99 
5 5 0	.VV..E..BCDEAABCD.HJBCFIHJNNFI.KK.F. V99 B99 C99 E99 I99 
5 5 0	.VV..E..BCDEAABCDIHJBCFIHJNNF..KK.F. V99 B99 C99 E99 I98 
5 5 0	.VV..E..BCDEAABCD.HJBCF.HJNNFIKK..FI V99 B99 C99 E99 K99 
5 5 0	.VV..E..BCDEAABCD.HJBCF.HJNNFI..KKFI V99 B99 C99 E99 K99 
5 5 0	.VV.....BCDEAABCDE.JBCFIHJNNFIHKK.F. V99 B99 C99 H99 I99 
5 5 0	.VV.....BCDEAABCDE.JBCF.HJNNFIH.KKFI V99 B99 C99 H99 K99 
5 5 0	.VV.....BCDEAABCDEHJBCFIHJNNFIKK..F. V99 B99 C99 I99 K99 
5 5 0	.VV.....BCDEAABCDEHJBCFIHJNNFI..KKF. V99 B99 C99 I99 K99 
5 5 0	.VV.....BCDEAABCDEH.BCF.HJNNFI.JKKFI V99 B99 C99 J99 K99 
5 5 0	.VVCD...BCD.AABC.E.JB.FEHJNNFIHKK.FI V99 B99 D99 E99 H99 
5 5 0	.VVCD...BCD.AABCFEHJB.FEHJNNFI.KK..I V99 B99 D99 E99 F99 
5 5 0	.VVCD...BCD.AABC.EHJB.FEHJNNFIKK..FI V99 B99 D99 E99 K99 
5 5 0	.VVCD...BCD.AABC.EHJB.FEHJNNFI..KKFI V99 B99 D99 E99 K99 
5 5 0	.VVCDE..BCDEAABC...JB.F.HJNNFIHKK.FI V99 B99 D99 E99 H99 
5 5 0	.VVCDE..BCDEAABCF.HJB.F.HJNNFI.KK..I V99 B99 D99 E99 F99 
5 5 0	.VVCDE..BCDEAABC..HJB.FIHJNNFI.KK.F. V99 B99 D99 E99 I99 
5 5 0	.VVCDE..BCDEAABC.IHJB.FIHJNNF..KK.F. V99 B99 D99 E99 I98 
5 5 0	.VVCDE..BCDEAABC..HJB.F.HJNNFIKK..FI V99 B99 D99 E99 K99 
5 5 0	.VVCDE..BCDEAABC..HJB.F.HJNNFI..KKFI V99 B99 D99 E99 K99 
5 5 0	.VVCD...BCDEAABCFE.JB.F.HJNNFIHKK..I V99 B99 D99 H99 F99 
5 5 0	.VVCD...BCDEAABC.E.JB.FIHJNNFIHKK.F. V99 B99 D99 H99 I99 
5 5 0	.VVCD...BCDEAABC.E.JB.F.HJNNFIH.KKFI V99 B99 D99 H99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.FIHJNNFI.KK... V99 B99 D99 F99 I99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNFIKK...I V99 B99 D99 F99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNFI..KK.I V99 B99 D99 F99 K99 
5 5 0	.VVCD...BCDEAABCFEHJB.F.HJNNFI...KKI V99 B99 D99 F99 K98 
5 5 0	.VVCD...BCDEAABC.EHJB.FIHJNNFIKK..F. V99 B99 D99 I99 K99 
5 5 0	.VVCD...BCDEAABC.EHJB.FIHJNNFI..KKF. V99 B99 D99 I99 K99 
5 5 0	.VVCD...BCDEAABC.EH.B.F.HJNNFI.JKKFI V99 B99 D99 J99 K99 
5 5 0	.VVC....BCD.AABCDE.JB.FEHJNNFIH.KKFI V99 B99 E99 H99 K99 
5 5 0	.VVC....BCD.AABCDEH.B.FEHJNNFI.JKKFI V99 B99 E99 J99 K99 
5 5 0	.VVC.E..BCDEAABCD..JB.FIHJNNFIHKK.F. V99 B99 E99 H99 I99 
5 5 0	.VVC.E..BCDEAABCDI.JB.FIHJNNF.HKK.F. V99 B99 E99 H99 I98 
5 5 0	.VVC.E..BCDEAABCD..JB.F.HJNNFIH.KKFI V99 B99 E99 H99 K99 
5 5 0	.VVC.E..BCDEAABCD.HJB.FIHJNNFIKK..F. V99 B99 E99 I99 K99 
5 5 0	.VVC.E..BCDEAABCD.HJB.FIHJNNFI..KKF. V99 B99 E99 I99 K99 
5 5 0	.VVC.E..BCDEAABCDIHJB.FIHJNNF.KK..F. V99 B99 E99 I98 K99 
5 5 0	.VVC.E..BCDEAABCDIHJB.FIHJNNF...KKF. V99 B99 E99 I98 K99 
5 5 0	.VVC.E..BCDEAABCD.H.B.F.HJNNFI.JKKFI V99 B99 E99 J99 K99 
5 5 0	.VVC....BCDEAABCDE.JB.FIHJNNFIH.KKF. V99 B99 H99 I99 K99 
5 5 0	.VVC....BCDEAABCDE..B.F.HJNNFIHJKKFI V99 B99 H99 J99 K99 
5 5 0	.VVC....BCDEAABCDEH.B.FIHJNNFI.JKKF. V99 B99 J99 I99 K99 
5 5 0	..VVD...BCD.AABC.EHJBCFEHJNNFI.KK.FI V98 B99 C99 D99 E99 
5 5 0	..VVDE..BCDEAABC..HJBCF.HJNNFI.KK.FI V98 B99 C99 D99 E99 
5 5 0	..VVD...BCDEAABC.E.JBCF.HJNNFIHKK.FI V98 B99 C99 D99 H99 
5 5 0	..VVD...BCDEAABCFEHJBCF.HJNNFI.KK..I V98 B99 C99 D99 F99 
5 5 0	..VVD...BCDEAABC.EHJBCFIHJNNFI.KK.F. V98 B99 C99 D99 I99 
5 5 0	..VVD...BCDEAABC.EHJBCF.HJNNFIKK..FI V98 B99 C99 D99 K99 
5 5 0	..VVD...BCDEAABC.EHJBCF.HJNNFI..KKFI V98 B99 C99 D99 K99 
5 5 0	..VV....BCD.AABCDE.JBCFEHJNNFIHKK.FI V98 B99 C99 E99 H99 
5 5 0	..VV....BCD.AABCDEHJBCFEHJNNFIKK..FI V98 B99 C99 E99 K99 
5 5 0	..VV....BCD.AABCDEHJBCFEHJNNFI..KKFI V98 B99 C99 E99 K99 
5 5 0	..VV.E..BCDEAABCD..JBCF.HJNNFIHKK.FI V98 B99 C99 E99 H99 
5 5 0	..VV.E..BCDEAABCD.HJBCFIHJNNFI.KK.F. V98 B99 C99 E99 I99 
5 5 0	..VV.E..BCDEAABCDIHJBCFIHJNNF..KK.F. V98 B99 C99 E99 I98 
5 5 0	..VV.E..BCDEAABCD.HJBCF.HJNNFIKK..FI V98 B99 C99 E99 K99 
5 5 0	..VV.E..BCDEAABCD.HJBCF.HJNNFI..KKFI V98 B99 C99 E99 K99 
5 5 0	..VV....BCDEAABCDE.JBCFIHJNNFIHKK.F. V98 B99 C99 H99 I99 
5 5 0	..VV....BCDEAABCDE.JBCF.HJNNFIH.KKFI V98 B99 C99 H99 K99 
5 5 0	..VV....BCDEAABCDEHJBCFIHJNNFIKK..F. V98 B99 C99 I99 K99 
5 5 0	..VV....BCDEAABCDEHJBCFIHJNNFI..KKF. V98 B99 C99 I99 K99 
5 5 0	..VV....BCDEAABCDEH.BCF.HJNNFI.JKKFI V98 B99 C99 J99 K99 
5 5 0	..BVV...BCD.AABCDEHJ.CFEHJNNFI.KK.FI V97 B98 C99 E99 
5 5 0	..BVVE..BCDEAABCD.HJ.CF.HJNNFI.KK.FI V97 B98 C99 E99 
5 5 0	..BVV...BCDEAABCDE.J.CF.HJNNFIHKK.FI V97 B98 C99 H99 
5 5 0	..BVV...BCDEAABCDEHJ.CFIHJNNFI.KK.F. V97 B98 C99 I99 
5 5 0	..BVV...BCDEAABCDEHJ.CF.HJNNFIKK..FI V97 B98 C99 K99 
5 5 0	..BVV...BCDEAABCDEHJ.CF.HJNNFI..KKFI V97 B98 C99 K99 
5 5 0	...VV...BCD.AABCDE.JBCFEHJNNFIHKK.FI V97 B99 C99 E99 H99 
5 5 0	...VV...BCD.AABCDEHJBCFEHJNNFIKK..FI V97 B99 C99 E99 K99 
5 5 0	...VV...BCD.AABCDEHJBCFEHJNNFI..KKFI V97 B99 C99 E99 K99 
5 5 0	...VVE..BCDEAABCD..JBCF.HJNNFIHKK.FI V97 B99 C99 E99 H99 
5 5 0	...VVE..BCDEAABCD.HJBCFIHJNNFI.KK.F. V97 B99 C99 E99 I99 
5 5 0	...VVE..BCDEAABCDIHJBCFIHJNNF..KK.F. V97 B99 C99 E99 I98 
5 5 0	...VVE..BCDEAABCD.HJBCF.HJNNFIKK..FI V97 B99 C99 E99 K99 
5 5 0	...VVE..BCDEAABCD.HJBCF.HJNNFI..KKFI V97 B99 C99 E99 K99 
5 5 0	...VV...BCDEAABCDE.JBCFIHJNNFIHKK.F. V97 B99 C99 H99 I99 
5 5 0	...VV...BCDEAABCDE.JBCF.HJNNFIH.KKFI V97 B99 C99 H99 K99 
5 5 0	...VV...BCDEAABCDEHJBCFIHJNNFIKK..F. V97 B99 C99 I99 K99 
5 5 0	...VV...BCDEAABCDEHJBCFIHJNNFI..KKF. V97 B99 C99 I99 K99 
5 5 0	...VV...BCDEAABCDEH.BCF.HJNNFI.JKKFI V97 B99 C99 J99 K99 
5 5 0	..BCVV..BCDEAABCDEHJ..F.HJNNFI.KK.FI V96 B98 C98 
5 5 0	..B.VV..BCD.AABCDEHJ.CFEHJNNFI.KK.FI V96 B98 C99 E99 
5 5 0	..B.VV..BCDEAABCDE.J.CF.HJNNFIHKK.FI V96 B98 C99 H99 
5 5 0	..B.VV..BCDEAABCDEHJ.CFIHJNNFI.KK.F. V96 B98 C99 I99 
5 5 0	..B.VV..BCDEAABCDEHJ.CF.HJNNFIKK..FI V96 B98 C99 K99 
5 5 0	..B.VV..BCDEAABCDEHJ.CF.HJNNFI..KKFI V96 B98 C99 K99 
5 5 0	...CVV..BCD.AABCDEHJB.FEHJNNFI.KK.FI V96 B99 C98 E99 
5 5 0	...CVV..BCDEAABCDE.JB.F.HJNNFIHKK.FI V96 B99 C98 H99 
5 5 0	...CVV..BCDEAABCDEHJB.FIHJNNFI.KK.F. V96 B99 C98 I99 
5 5 0	...CVV..BCDEAABCDEHJB.F.HJNNFIKK..FI V96 B99 C98 K99 
5 5 0	...CVV..BCDEAABCDEHJB.F.HJNNFI..KKFI V96 B99 C98 K99 
5 5 0	....VV..BCD.AABCDE.JBCFEHJNNFIHKK.FI V96 B99 C99 E99 H99 
5 5 0	....VV..BCD.AABCDEHJBCFEHJNNFIKK..FI V96 B99 C99 E99 K99 
5 5 0	....VV..BCD.AABCDEHJBCFEHJNNFI..KKFI V96 B99 C99 E99 K99 
5 5 0	....VV..BCDEAABCDE.JBCFIHJNNFIHKK.F. V96 B99 C99 H99 I99 
5 5 0	....VV..BCDEAABCDE.JBCF.HJNNFIH.KKFI V96 B99 C99 H99 K99 
5 5 0	....VV..BCDEAABCDEHJBCFIHJNNFIKK..F. V96 B99 C99 I99 K99 
5 5 0	....VV..BCDEAABCDEHJBCFIHJNNFI..KKF. V96 B99 C99 I99 K99 
5 5 0	....VV..BCDEAABCDEH.BCF.HJNNFI.JKKFI V96 B99 C99 J99 K99 
5 5 0	VV..D...BCD.AABC.E.JBCFEHJNNFIHKK.FI B99 C99 D99 E99 H99 
5 5 0	VV..D...BCD.AABCFEHJBCFEHJNNFI.KK..I B99 C99 D99 E99 F99 
5 5 0	VV..D...BCD.AABC.EHJBCFEHJNNFIKK..FI B99 C99 D99 E99 K99 
5 5 0	VV..D...BCD.AABC.EHJBCFEHJNNFI..KKFI B99 C99 D99 E99 K99 
5 5 0	VV..DE..BCDEAABC...JBCF.HJNNFIHKK.FI B99 C99 D99 E99 H99 
5 5 0	VV..DE..BCDEAABCF.HJBCF.HJNNFI.KK..I B99 C99 D99 E99 F99 
5 5 0	VV..DE..BCDEAABC..HJBCFIHJNNFI.KK.F. B99 C99 D99 E99 I99 
5 5 0	VV..DE..BCDEAABC.IHJBCFIHJNNF..KK.F. B99 C99 D99 E99 I98 
5 5 0	VV..DE..BCDEAABC..HJBCF.HJNNFIKK..FI B99 C99 D99 E99 K99 
5 5 0	VV..DE..BCDEAABC..HJBCF.HJNNFI..KKFI B99 C99 D99 E99 K99 
5 5 0	VV..D...BCDEAABCFE.JBCF.HJNNFIHKK..I B99 C99 D99 H99 F99 
5 5 0	VV..D...BCDEAABC.E.JBCFIHJNNFIHKK.F. B99 C99 D99 H99 I99 
5 5 0	VV..D...BCDEAABC.E.JBCF.HJNNFIH.KKFI B99 C99 D99 H99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCFIHJNNFI.KK... B99 C99 D99 F99 I99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNFIKK...I B99 C99 D99 F99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNFI..KK.I B99 C99 D99 F99 K99 
5 5 0	VV..D...BCDEAABCFEHJBCF.HJNNFI...KKI B99 C99 D99 F99 K98 
5 5 0	VV..D...BCDEAABC.EHJBCFIHJNNFIKK..F. B99 C99 D99 I99 K99 
5 5 0	VV..D...BCDEAABC.EHJBCFIHJNNFI..KKF. B99 C99 D99 I99 K99 
5 5 0	VV..D...BCDEAABC.EH.BCF.HJNNFI.JKKFI B99 C99 D99 J99 K99 
5 5 0	VV......BCD.AABCDE.JBCFEHJNNFIH.KKFI B99 C99 E99 H99 K99 
5 5 0	VV......BCD.AABCDEH.BCFEHJNNFI.JKKFI B99 C99 E99 J99 K99 
5 5 0	VV...E..BCDEAABCD..JBCFIHJNNFIHKK.F. B99 C99 E99 H99 I99 
5 5 0	VV...E..BCDEAABCDI.JBCFIHJNNF.HKK.F. B99 C99 E99 H99 I98 
5 5 0	VV...E..BCDEAABCD..JBCF.HJNNFIH.KKFI B99 C99 E99 H99 K99 
5 5 0	VV...E..BCDEAABCD.HJBCFIHJNNFIKK..F. B99 C99 E99 I99 K99 
5 5 0	VV...E..BCDEAABCD.HJBCFIHJNNFI..KKF. B99 C99 E99 I99 K99 
5 5 0	VV...E..BCDEAABCDIHJBCFIHJNNF.KK..F. B99 C99 E99 I98 K99 
5 5 0	VV...E..BCDEAABCDIHJBCFIHJNNF...KKF. B99 C99 E99 I98 K99 
5 5 0	VV...E..BCDEAABCD.H.BCF.HJNNFI.JKKFI B99 C99 E99 J99 K99 
5 5 0	VV......BCDEAABCDE.JBCFIHJNNFIH.KKF. B99 C99 H99 I99 K99 
5 5 0	VV......BCDEAABCDE..BCF.HJNNFIHJKKFI B99 C99 H99 J99 K99 
5 5 0	VV......BCDEAABCDEH.BCFIHJNNFI.JKKF. B99 C99 J99 I99 K99 
5 5 0	VV.CD...BCD.AABCFE.JB.FEHJNNFIHKK..I B99 D99 E99 H99 F99 
5 5 0	VV.CD...BCD.AABC.E.JB.FEHJNNFIH.KKFI B99 D99 E99 H99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNFIKK...I B99 D99 E99 F99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNFI..KK.I B99 D99 E99 F99 K99 
5 5 0	VV.CD...BCD.AABCFEHJB.FEHJNNFI...KKI B99 D99 E99 F99 K98 
5 5 0	VV.CD...BCD.AABC.EH.B.FEHJNNFI.JKKFI B99 D99 E99 J99 K99 
5 5 0	VV.CDE..BCDEAABCF..JB.F.HJNNFIHKK..I B99 D99 E99 H99 F99 
5 5 0	VV.CDE..BCDEAABC...JB.FIHJNNFIHKK.F. B99 D99 E99 H99 I99 
5 5 0	VV.CDE..BCDEAABC.I.JB.FIHJNNF.HKK.F. B99 D99 E99 H99 I98 
5 5 0	VV.CDE..BCDEAABC...JB.F.HJNNFIH.KKFI B99 D99 E99 H99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.FIHJNNFI.KK... B99 D99 E99 F99 I99 
5 5 0	VV.CDE..BCDEAABCFIHJB.FIHJNNF..KK... B99 D99 E99 F99 I98 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNFIKK...I B99 D99 E99 F99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNFI..KK.I B99 D99 E99 F99 K99 
5 5 0	VV.CDE..BCDEAABCF.HJB.F.HJNNFI...KKI B99 D99 E99 F99 K98 
5 5 0	VV.CDE..BCDEAABC..HJB.FIHJNNFIKK..F. B99 D99 E99 I99 K99 
5 5 0	VV.CDE..BCDEAABC..HJB.FIHJNNFI..KKF. B99 D99 E99 I99 K99 
5 5 0	VV.CDE..BCDEAABC.IHJB.FIHJNNF.KK..F. B99 D99 E99 I98 K99 
5 5 0	VV.CDE..BCDEAABC.IHJB.FIHJNNF...KKF. B99 D99 E99 I98 K99 
5 5 0	VV.CDE..BCDEAABC..H.B.F.HJNNFI.JKKFI B99 D99 E99 J99 K99 
5 5 0	VV.CD...BCDEAABCFE.JB.FIHJNNFIHKK... B99 D99 H99 F99 I99 
5 5 0	VV.CD...BCDEAABCFE.JB.F.HJNNFIH.KK.I B99 D99 H99 F99 K99 
5 5 0	VV.CD...BCDEAABCFE.JB.F.HJNNFIH..KKI B99 D99 H99 F99 K98 
5 5 0	VV.CD...BCDEAABC.E.JB.FIHJNNFIH.KKF. B99 D99 H99 I99 K99 
5 5 0	VV.CD...BCDEAABC.E..B.F.HJNNFIHJKKFI B99 D99 H99 J99 K99 
5 5 0	VV.CD...BCDEAABCFEHJB.FIHJNNFIKK.... B99 D99 F99 I99 K99 
5 5 0	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 F99 I99 K99 
5 5 0	VV.CD...BCDEAABCFEHJB.FIHJNNFI...KK. B99 D99 F99 I99 K98 
5 5 0	VV.CD...BCDEAABCFEHJB.FIHJNNFI....KK B99 D99 F99 I99 K97 
5 5 0	VV.CD...BCDEAABCFEH.B.F.HJNNFI.JKK.I B99 D99 J99 F99 K99 
5 5 0	VV.CD...BCDEAABCFEH.B.F.HJNNFI.J.KKI B99 D99 J99 F99 K98 
5 5 0	VV.CD...BCDEAABC.EH.B.FIHJNNFI.JKKF. B99 D99 J99 I99 K99 
5 5 0	VV.C....BCD.AABCDE..B.FEHJNNFIHJKKFI B99 E99 H99 J99 K99 
5 5 0	VV.C.E..BCDEAABCD..JB.FIHJNNFIH.KKF. B99 E99 H99 I99 K99 
5 5 0	VV.C.E..BCDEAABCDI.JB.FIHJNNF.H.KKF. B99 E99 H99 I98 K99 
5 5 0	VV.C.E..BCDEAABCD...B.F.HJNNFIHJKKFI B99 E99 H99 J99 K99 
5 5 0	VV.C.E..BCDEAABCD.H.B.FIHJNNFI.JKKF. B99 E99 J99 I99 K99 
5 5 0	VV.C.E..BCDEAABCDIH.B.FIHJNNF..JKKF. B99 E99 J99 I98 K99 
5 5 0	VV.C....BCDEAABCDE..B.FIHJNNFIHJKKF. B99 H99 J99 I99 K99 
5 5 0	VVB.D...BCD.AABCFE.J.CFEHJNNFIHKK..I C99 D99 E99 H99 F99 
5 5 0	VVB.D...BCD.AABC.E.J.CFEHJNNFIH.KKFI C99 D99 E99 H99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNFIKK...I C99 D99 E99 F99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNFI..KK.I C99 D99 E99 F99 K99 
5 5 0	VVB.D...BCD.AABCFEHJ.CFEHJNNFI...KKI C99 D99 E99 F99 K98 
5 5 0	VVB.D...BCD.AABC.EH..CFEHJNNFI.JKKFI C99 D99 E99 J99 K99 
5 5 0	VVB.DE..BCDEAABCF..J.CF.HJNNFIHKK..I C99 D99 E99 H99 F99 
5 5 0	VVB.DE..BCDEAABC...J.CFIHJNNFIHKK.F. C99 D99 E99 H99 I99 
5 5 0	VVB.DE..BCDEAABC.I.J.CFIHJNNF.HKK.F. C99 D99 E99 H99 I98 
5 5 0	VVB.DE..BCDEAABC...J.CF.HJNNFIH.KKFI C99 D99 E99 H99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI.KK... C99 D99 E99 F99 I99 
5 5 0	VVB.DE..BCDEAABCFIHJ.CFIHJNNF..KK... C99 D99 E99 F99 I98 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNFIKK...I C99 D99 E99 F99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNFI..KK.I C99 D99 E99 F99 K99 
5 5 0	VVB.DE..BCDEAABCF.HJ.CF.HJNNFI...KKI C99 D99 E99 F99 K98 
5 5 0	VVB.DE..BCDEAABC..HJ.CFIHJNNFIKK..F. C99 D99 E99 I99 K99 
5 5 0	VVB.DE..BCDEAABC..HJ.CFIHJNNFI..KKF. C99 D99 E99 I99 K99 
5 5 0	VVB.DE..BCDEAABC.IHJ.CFIHJNNF.KK..F. C99 D99 E99 I98 K99 
5 5 0	VVB.DE..BCDEAABC.IHJ.CFIHJNNF...KKF. C99 D99 E99 I98 K99 
5 5 0	VVB.DE..BCDEAABC..H..CF.HJNNFI.JKKFI C99 D99 E99 J99 K99 
5 5 0	VVB.D...BCDEAABCFE.J.CFIHJNNFIHKK... C99 D99 H99 F99 I99 
5 5 0	VVB.D...BCDEAABCFE.J.CF.HJNNFIH.KK.I C99 D99 H99 F99 K99 
5 5 0	VVB.D...BCDEAABCFE.J.CF.HJNNFIH..KKI C99 D99 H99 F99 K98 
5 5 0	VVB.D...BCDEAABC.E.J.CFIHJNNFIH.KKF. C99 D99 H99 I99 K99 
5 5 0	VVB.D...BCDEAABC.E...CF.HJNNFIHJKKFI C99 D99 H99 J99 K99 
5 5 0	VVB.D...BCDEAABCFEHJ.CFIHJNNFIKK.... C99 D99 F99 I99 K99 
5 5 0	VVB.D...BCDEAABCFEHJ.CFIHJNNFI..KK.. C99 D99 F99 I99 K99 
5 5 0	VVB.D...BCDEAABCFEHJ.CFIHJNNFI...KK. C99 D99 F99 I99 K98 
5 5 0	VVB.D...BCDEAABCFEHJ.CFIHJNNFI....KK C99 D99 F99 I99 K97 
5 5 0	VVB.D...BCDEAABCFEH..CF.HJNNFI.JKK.I C99 D99 J99 F99 K99 
5 5 0	VVB.D...BCDEAABCFEH..CF.HJNNFI.J.KKI C99 D99 J99 F99 K98 
5 5 0	VVB.D...BCDEAABC.EH..CFIHJNNFI.JKKF. C99 D99 J99 I99 K99 
5 5 0	VVB.....BCD.AABCDE...CFEHJNNFIHJKKFI C99 E99 H99 J99 K99 
5 5 0	VVB..E..BCDEAABCD..J.CFIHJNNFIH.KKF. C99 E99 H99 I99 K99 
5 5 0	VVB..E..BCDEAABCDI.J.CFIHJNNF.H.KKF. C99 E99 H99 I98 K99 
5 5 0	VVB..E..BCDEAABCD....CF.HJNNFIHJKKFI C99 E99 H99 J99 K99 
5 5 0	VVB..E..BCDEAABCD.H..CFIHJNNFI.JKKF. C99 E99 J99 I99 K99 
5 5 0	VVB..E..BCDEAABCDIH..CFIHJNNF..JKKF. C99 E99 J99 I98 K99 
5 5 0	VVB.....BCDEAABCDE...CFIHJNNFIHJKKF. C99 H99 J99 I99 K99 
5 5 0	VVBCD...BCD.AABCFE.J..FEHJNNFIH.KK.I D99 E99 H99 F99 K99 
5 5 0	VVBCD...BCD.AABCFE.J..FEHJNNFIH..KKI D99 E99 H99 F99 K98 
5 5 0	VVBCD...BCD.AABC.E....FEHJNNFIHJKKFI D99 E99 H99 J99 K99 
5 5 0	VVBCD...BCD.AABCFEH...FEHJNNFI.JKK.I D99 E99 J99 F99 K99 
5 5 0	VVBCD...BCD.AABCFEH...FEHJNNFI.J.KKI D99 E99 J99 F99 K98 
5 5 0	VVBCDE..BCDEAABCF..J..FIHJNNFIHKK... D99 E99 H99 F99 I99 
5 5 0	VVBCDE..BCDEAABCFI.J..FIHJNNF.HKK... D99 E99 H99 F99 I98 
5 5 0	VVBCDE..BCDEAABCF..J..F.HJNNFIH.KK.I D99 E99 H99 F99 K99 
5 5 0	VVBCDE..BCDEAABCF..J..F.HJNNFIH..KKI D99 E99 H99 F99 K98 
5 5 0	VVBCDE..BCDEAABC...J..FIHJNNFIH.KKF. D99 E99 H99 I99 K99 
5 5 0	VVBCDE..BCDEAABC.I.J..FIHJNNF.H.KKF. D99 E99 H99 I98 K99 
5 5 0	VVBCDE..BCDEAABC......F.HJNNFIHJKKFI D99 E99 H99 J99 K99 
5 5 0	VVBCDE..BCDEAABCF.HJ..FIHJNNFIKK.... D99 E99 F99 I99 K99 
5 5 0	VVBCDE..BCDEAABCF.HJ..FIHJNNFI..KK.. D99 E99 F99 I99 K99 
5 5 0	VVBCDE..BCDEAABCF.HJ..FIHJNNFI...KK. D99 E99 F99 I99 K98 
