0 0 0	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
10 10 0	.BV..E.BVC.EAA.CDEHHH.D.S..GD.S..GWW S97 D97 E99 A99 H94 G99 V96 W99 
10 10 0	.BV.D..BVCDEAA.CDEHHH..ES..G..S..GWW S97 D99 E98 A99 H94 G99 V96 W99 
10 10 0	.BV.D..BVCD.AA.CDEHHH..ES..G.ES..GWW S97 D99 E97 A99 H94 G99 V96 W99 
10 10 0	.BV.DE.BV.DEAA.CDEHHHC..S..G..S..GWW S97 C99 D99 E99 A99 H94 G99 V96 W99 
10 10 0	.BV.DE.BVCDEAA.CDEHHHG..S..G..S...WW S97 D99 E99 A99 H94 G98 V96 W99 
10 10 0	.B..D..B.CD.AA.CD.HHHG.ES.VG.ES.VWWE S97 D99 E98 A99 H98 G98 W98 
11 11 0	S...D.S..CD..AACDE.BHHHE.BVG.E..VGWW B97 S99 C98 D99 E99 A98 H98 G99 W99 
11 11 0	S...D.S..CD.AA.CDE.BHHHE.BVG.E..VGWW B97 S99 C98 D99 E99 A97 H98 G99 W99 
11 11 0	S...D.S..CD..AACDE..HHHE.BVG.E.BVGWW B96 S99 C98 D99 E99 A98 H98 G99 W99 
11 11 0	S..CD.S..CD..AA.DE.HHH.E.BVG.E.BVGWW B96 S99 C99 D99 E99 A98 H97 G99 W99 
11 11 0	S..CD.S..CD..AA.DEHHH..E.BVG.E.BVGWW B96 S99 C99 D99 E99 A98 H96 G99 W99 
11 11 0	S...D.S..CD.AA.CDE..HHHE.BVG.E.BVGWW B96 S99 C98 D99 E99 A97 H98 G99 W99 
11 11 0	S..CD.S..CD.AA..DE.HHH.E.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H97 G99 W99 
11 11 0	S..CD.S..CD.AA..DEHHH..E.BVG.E.BVGWW B96 S99 C99 D99 E99 A97 H96 G99 W99 
11 11 0	S..C..S..CD...AADE.HHHDE.BVG.E.BVGWW B96 S99 C99 D98 E99 A99 H97 G99 W99 
11 11 0	S..C..S..C....AADE.HHHDE.BVGDE.BVGWW B96 S99 C99 D97 E99 A99 H97 G99 W99 
11 11 0	S..C..S..CD...AADEHHH.DE.BVG.E.BVGWW B96 S99 C99 D98 E99 A99 H96 G99 W99 
11 11 0	S..C..S..C....AADEHHH.DE.BVGDE.BVGWW B96 S99 C99 D97 E99 A99 H96 G99 W99 
11 11 0	S..CD.S..CD...AADEHHHG.E.BVG.E.BV.WW B96 S99 C99 D99 E99 A99 H96 G98 W99 
11 11 0	SB.CD.SBVCDEAAV.DE..HHHE...G.....GWW S99 C99 D99 E98 A99 H96 G99 V97 W99 
11 11 0	SB.CD.SBVCD.AAV.DE..HHHE...G.E...GWW S99 C99 D99 E97 A99 H96 G99 V97 W99 
11 11 0	SB.C.ESBVCDEAAV.DE.HHHD....G.....GWW S99 C99 D98 E99 A99 H95 G99 V97 W99 
11 11 0	SB.C.ESBVC.EAAV.DE.HHHD....GD....GWW S99 C99 D97 E99 A99 H95 G99 V97 W99 
11 11 0	SB.CD.SBVCDEAAV.DE.HHH.E...G.....GWW S99 C99 D99 E98 A99 H95 G99 V97 W99 
11 11 0	SB.CD.SBVCD.AAV.DE.HHH.E...G.E...GWW S99 C99 D99 E97 A99 H95 G99 V97 W99 
11 11 0	SB.C.ESBVCDEAAV.DEHHH.D....G.....GWW S99 C99 D98 E99 A99 H94 G99 V97 W99 
11 11 0	SB.C.ESBVC.EAAV.DEHHH.D....GD....GWW S99 C99 D97 E99 A99 H94 G99 V97 W99 
11 11 0	SB.CD.SBVCDEAAV.DEHHH..E...G.....GWW S99 C99 D99 E98 A99 H94 G99 V97 W99 
11 11 0	SB.CD.SBVCD.AAV.DEHHH..E...G.E...GWW S99 C99 D99 E97 A99 H94 G99 V97 W99 
11 11 0	SB.CDESBVCDEAAV.DEHHHG.....G......WW S99 C99 D99 E99 A99 H94 G98 V97 W99 
11 11 0	SB.CDESBVCDEAAVGDEHHHG............WW S99 C99 D99 E99 A99 H94 G97 V97 W99 
11 11 0	.BVCDESBVCDESAA.DE...HHH...G.....GWW S98 V96 C99 D99 E99 A98 H97 G99 W99 
11 11 0	.BVCDE.BVCDESAA.DES..HHH...G.....GWW S97 V96 C99 D99 E99 A98 H97 G99 W99 
11 11 0	SBVCDESBVCDE.AA.DE..HHH....G.....GWW S99 C99 D99 E99 A98 H96 G99 V96 W99 
11 11 0	SBVCDESBVCDE.AA.DE.HHH.....G.....GWW S99 C99 D99 E99 A98 H95 G99 V96 W99 
11 11 0	SBVCDESBVCDE.AA.DEHHH......G.....GWW S99 C99 D99 E99 A98 H94 G99 V96 W99 
11 11 0	.BVCDESBVCDES.AADE...HHH...G.....GWW S98 V96 C99 D99 E99 A97 H97 G99 W99 
11 11 0	.BVCDE.BVCDES.AADES..HHH...G.....GWW S97 V96 C99 D99 E99 A97 H97 G99 W99 
11 11 0	S.VCDESBVCDE.BAADE...HHH...G.....GWW B99 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	S.VCDES.VCDE.BAADE.B.HHH...G.....GWW B98 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	S.VCDES.VCDE..AADE.B.HHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	S.VCDES.VCDE..AADE...HHH.B.G...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	SBVCDESBVCDE..AADE..HHH....G.....GWW S99 C99 D99 E99 A97 H96 G99 V96 W99 
11 11 0	SBVCDESBVCDE..AADE.HHH.....G.....GWW S99 C99 D99 E99 A97 H95 G99 V96 W99 
11 11 0	SBVCDESBVCDE..AADEHHH......G.....GWW S99 C99 D99 E99 A97 H94 G99 V96 W99 
11 11 0	SBVCD.SBVCDEAA..DE..HHHE...G.....GWW S99 C99 D99 E98 A99 H96 G99 V96 W99 
11 11 0	SBVCD.SBVCD.AA..DE..HHHE...G.E...GWW S99 C99 D99 E97 A99 H96 G99 V96 W99 
11 11 0	SBVC.ESBVCDEAA..DE.HHHD....G.....GWW S99 C99 D98 E99 A99 H95 G99 V96 W99 
11 11 0	SBVC.ESBVC.EAA..DE.HHHD....GD....GWW S99 C99 D97 E99 A99 H95 G99 V96 W99 
11 11 0	SBVCD.SBVCDEAA..DE.HHH.E...G.....GWW S99 C99 D99 E98 A99 H95 G99 V96 W99 
11 11 0	SBVCD.SBVCD.AA..DE.HHH.E...G.E...GWW S99 C99 D99 E97 A99 H95 G99 V96 W99 
11 11 0	SBVC.ESBVCDEAA..DEHHH.D....G.....GWW S99 C99 D98 E99 A99 H94 G99 V96 W99 
11 11 0	SBVC.ESBVC.EAA..DEHHH.D....GD....GWW S99 C99 D97 E99 A99 H94 G99 V96 W99 
11 11 0	SBVCD.SBVCDEAA..DEHHH..E...G.....GWW S99 C99 D99 E98 A99 H94 G99 V96 W99 
11 11 0	SBVCD.SBVCD.AA..DEHHH..E...G.E...GWW S99 C99 D99 E97 A99 H94 G99 V96 W99 
11 11 0	SBVCDESBVCDEAA..DEHHHG.....G......WW S99 C99 D99 E99 A99 H94 G98 V96 W99 
11 11 0	SBVCDESBVCDEAA.GDEHHHG............WW S99 C99 D99 E99 A99 H94 G97 V96 W99 
11 11 0	S...DES..CDE.AACDE.BHHH..BVG....VGWW B97 S99 C98 D99 E99 A98 H98 G99 W99 
11 11 0	S...DES..CDEAA.CDE.BHHH..BVG....VGWW B97 S99 C98 D99 E99 A97 H98 G99 W99 
11 11 0	S...DES..CDE.AACDE..HHH..BVG...BVGWW B96 S99 C98 D99 E99 A98 H98 G99 W99 
11 11 0	S..CDES..CDE.AA.DE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A98 H97 G99 W99 
11 11 0	S..CDES..CDE.AA.DEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A98 H96 G99 W99 
11 11 0	S...DES..CDEAA.CDE..HHH..BVG...BVGWW B96 S99 C98 D99 E99 A97 H98 G99 W99 
11 11 0	S..CDES..CDEAA..DE.HHH...BVG...BVGWW B96 S99 C99 D99 E99 A97 H97 G99 W99 
11 11 0	S..CDES..CDEAA..DEHHH....BVG...BVGWW B96 S99 C99 D99 E99 A97 H96 G99 W99 
11 11 0	S..C.ES..CDE..AADE.HHHD..BVG...BVGWW B96 S99 C99 D98 E99 A99 H97 G99 W99 
11 11 0	S..C.ES..C.E..AADE.HHHD..BVGD..BVGWW B96 S99 C99 D97 E99 A99 H97 G99 W99 
11 11 0	S..C.ES..CDE..AADEHHH.D..BVG...BVGWW B96 S99 C99 D98 E99 A99 H96 G99 W99 
11 11 0	S..C.ES..C.E..AADEHHH.D..BVGD..BVGWW B96 S99 C99 D97 E99 A99 H96 G99 W99 
11 11 0	S..CDES..CDE..AADEHHHG...BVG...BV.WW B96 S99 C99 D99 E99 A99 H96 G98 W99 
11 11 0	S...DES..CDE.AACDE.B.HHH.BVG....VGWW B97 S99 C98 D99 E99 A98 H97 G99 W99 
11 11 0	S..CDES..CDE.AA.DE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A98 H97 G99 V99 W99 
11 11 0	S...DES..CDEAA.CDE.B.HHH.BVG....VGWW B97 S99 C98 D99 E99 A97 H97 G99 W99 
11 11 0	S..CDES..CDEAA..DE.BVHHH.BVG.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V99 W99 
11 11 0	S..CDES..CDEAAV.DE.BVHHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V98 W99 
11 11 0	S..CDES.VCDEAAV.DE.B.HHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V97 W99 
11 11 0	S.VCDES.VCDEAA..DE.B.HHH.B.G.....GWW B97 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	S...DES..CDE.AACDE...HHH.BVG...BVGWW B96 S99 C98 D99 E99 A98 H97 G99 W99 
11 11 0	S..CDES..CDE.AA.DE..VHHH.BVG...B.GWW B96 S99 C99 D99 E99 A98 H97 G99 V99 W99 
11 11 0	S...DES..CDEAA.CDE...HHH.BVG...BVGWW B96 S99 C98 D99 E99 A97 H97 G99 W99 
11 11 0	S..CDES..CDEAA..DE..VHHH.BVG...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V99 W99 
11 11 0	S..CDES..CDEAAV.DE..VHHH.B.G...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V98 W99 
11 11 0	S..CDES.VCDEAAV.DE...HHH.B.G...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V97 W99 
11 11 0	S.VCDES.VCDEAA..DE...HHH.B.G...B.GWW B96 S99 C99 D99 E99 A97 H97 G99 V96 W99 
11 11 0	S...D.S..CDE.AACDE.HHH.E.BVG...BVGWW B96 S99 C98 D99 A98 H97 G99 W99 
11 11 0	S...D.S..CDE.AACDEHHH..E.BVG...BVGWW B96 S99 C98 D99 A98 H96 G99 W99 
11 11 0	S..C..S..CDE.AA.DE.HHHDE.BVG...BVGWW B96 S99 C99 D98 A98 H97 G99 W99 
11 11 0	S..C..S..C.E.AA.DE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A98 H97 G99 W99 
11 11 0	S...D.S...DE.AACDEHHHC.E.BVG...BVGWW B96 S99 C97 D99 A98 H96 G99 W99 
11 11 0	S..C..S..CDE.AA.DEHHH.DE.BVG...BVGWW B96 S99 C99 D98 A98 H96 G99 W99 
11 11 0	S..C..S..C.E.AA.DEHHH.DE.BVGD..BVGWW B96 S99 C99 D97 A98 H96 G99 W99 
11 11 0	S..CD.S..CDE.AA.DEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A98 H96 G98 W99 
11 11 0	S..CD.S..CDE.AAGDEHHHG.E.BV....BV.WW B96 S99 C99 D99 A98 H96 G97 W99 
11 11 0	S...D.S..CDEAA.CDE.HHH.E.BVG...BVGWW B96 S99 C98 D99 A97 H97 G99 W99 
11 11 0	S...D.S..CDEAA.CDEHHH..E.BVG...BVGWW B96 S99 C98 D99 A97 H96 G99 W99 
11 11 0	S..C..S..CDEAA..DE.HHHDE.BVG...BVGWW B96 S99 C99 D98 A97 H97 G99 W99 
11 11 0	S..C..S..C.EAA..DE.HHHDE.BVGD..BVGWW B96 S99 C99 D97 A97 H97 G99 W99 
11 11 0	S...D.S...DEAA.CDEHHHC.E.BVG...BVGWW B96 S99 C97 D99 A97 H96 G99 W99 
11 11 0	S..C..S..CDEAA..DEHHH.DE.BVG...BVGWW B96 S99 C99 D98 A97 H96 G99 W99 
11 11 0	S..C..S..C.EAA..DEHHH.DE.BVGD..BVGWW B96 S99 C99 D97 A97 H96 G99 W99 
11 11 0	S..CD.S..CDEAA..DEHHHG.E.BVG...BV.WW B96 S99 C99 D99 A97 H96 G98 W99 
11 11 0	S..CD.S..CDEAA.GDEHHHG.E.BV....BV.WW B96 S99 C99 D99 A97 H96 G97 W99 
11 11 0	S..C..S..CDE..AADEHHHGDE.BVG...BV.WW B96 S99 C99 D98 A99 H96 G98 W99 
11 11 0	S..C..S..C.E..AADEHHHGDE.BVGD..BV.WW B96 S99 C99 D97 A99 H96 G98 W99 
11 11 0	S..CD.S..CDE..AADEHHHG.E.BVG...BVWW. B96 S99 C99 D99 A99 H96 G98 W98 
11 11 0	SB....SBVCDEAAVCDE.HHHDE...G.....GWW S99 D98 E98 A99 H95 G99 V97 W99 
11 11 0	SB....SBVCD.AAVCDE.HHHDE...G.E...GWW S99 D98 E97 A99 H95 G99 V97 W99 
11 11 0	SB....SBVC.EAAVCDE.HHHDE...GD....GWW S99 D97 E98 A99 H95 G99 V97 W99 
11 11 0	SB....SBVC..AAVCDE.HHHDE...GDE...GWW S99 D97 E97 A99 H95 G99 V97 W99 
11 11 0	SB....SBVCDEAAVCDEHHH.DE...G.....GWW S99 D98 E98 A99 H94 G99 V97 W99 
11 11 0	SB....SBVCD.AAVCDEHHH.DE...G.E...GWW S99 D98 E97 A99 H94 G99 V97 W99 
11 11 0	SB...ESBV.DEAAVCDEHHHCD....G.....GWW S99 C99 D98 E99 A99 H94 G99 V97 W99 
11 11 0	SB...ESBVCDEAAVCDEHHHGD....G......WW S99 D98 E99 A99 H94 G98 V97 W99 
11 11 0	SB....SBVC.EAAVCDEHHH.DE...GD....GWW S99 D97 E98 A99 H94 G99 V97 W99 
11 11 0	SB....SBVC..AAVCDEHHH.DE...GDE...GWW S99 D97 E97 A99 H94 G99 V97 W99 
11 11 0	SB...ESBV..EAAVCDEHHHCD....GD....GWW S99 C99 D97 E99 A99 H94 G99 V97 W99 
11 11 0	SB...ESBVC.EAAVCDEHHHGD....GD.....WW S99 D97 E99 A99 H94 G98 V97 W99 
11 11 0	SB..D.SBV.DEAAVCDEHHHC.E...G.....GWW S99 C99 D99 E98 A99 H94 G99 V97 W99 
11 11 0	SB..D.SBVCDEAAVCDEHHHG.E...G......WW S99 D99 E98 A99 H94 G98 V97 W99 
11 11 0	SB..D.SBV.D.AAVCDEHHHC.E...G.E...GWW S99 C99 D99 E97 A99 H94 G99 V97 W99 
11 11 0	SB..D.SBVCD.AAVCDEHHHG.E...G.E....WW S99 D99 E97 A99 H94 G98 V97 W99 
11 11 0	SB..DESBVCDEAAVCDEHHHG.....G.....WW. S99 D99 E99 A99 H94 G98 V97 W98 
11 11 0	SB..DESBVCDEAAVCDEHHHG.....G....WW.. S99 D99 E99 A99 H94 G98 V97 W97 
11 11 0	SB..DESBVCDEAAVCDEHHHG.....G...WW... S99 D99 E99 A99 H94 G98 V97 W96 
11 11 0	SB..DESBVCDEAAVCDEHHHG.....G..WW.... S99 D99 E99 A99 H94 G98 V97 W95 
11 11 0	.BV.DESBVCDESAACDE..HHH....G.....GWW S98 V96 D99 E99 A98 H96 G99 W99 
11 11 0	.BV.DESBVCDESAACDE.HHH.....G.....GWW S98 V96 D99 E99 A98 H95 G99 W99 
11 11 0	.BV.DESBVCDESAACDEHHH......G.....GWW S98 V96 D99 E99 A98 H94 G99 W99 
11 11 0	.BV.DE.BVCDESAACDES.HHH....G.....GWW S97 V96 D99 E99 A98 H96 G99 W99 
11 11 0	.BV.DE.BVCDESAACDESHHH.....G.....GWW S97 V96 D99 E99 A98 H95 G99 W99 
11 11 0	SBV.D.SBVCDE.AACDE..HHHE...G.....GWW S99 D99 E98 A98 H96 G99 V96 W99 
11 11 0	SBV.D.SBVCD..AACDE..HHHE...G.E...GWW S99 D99 E97 A98 H96 G99 V96 W99 
11 11 0	SBV..ESBVCDE.AACDE.HHHD....G.....GWW S99 D98 E99 A98 H95 G99 V96 W99 
11 11 0	SBV..ESBVC.E.AACDE.HHHD....GD....GWW S99 D97 E99 A98 H95 G99 V96 W99 
11 11 0	SBV.D.SBVCDE.AACDE.HHH.E...G.....GWW S99 D99 E98 A98 H95 G99 V96 W99 
11 11 0	SBV.D.SBVCD..AACDE.HHH.E...G.E...GWW S99 D99 E97 A98 H95 G99 V96 W99 
11 11 0	SBV..ESBVCDE.AACDEHHH.D....G.....GWW S99 D98 E99 A98 H94 G99 V96 W99 
11 11 0	SBV..ESBVC.E.AACDEHHH.D....GD....GWW S99 D97 E99 A98 H94 G99 V96 W99 
11 11 0	SBV.D.SBVCDE.AACDEHHH..E...G.....GWW S99 D99 E98 A98 H94 G99 V96 W99 
11 11 0	SBV.D.SBVCD..AACDEHHH..E...G.E...GWW S99 D99 E97 A98 H94 G99 V96 W99 
11 11 0	SBV.DESBV.DE.AACDEHHHC.....G.....GWW S99 C99 D99 E99 A98 H94 G99 V96 W99 
11 11 0	SBV.DESBVCDE.AACDEHHHG.....G......WW S99 D99 E99 A98 H94 G98 V96 W99 
11 11 0	SBV...SBVCDEAA.CDE.HHHDE...G.....GWW S99 D98 E98 A99 H95 G99 V96 W99 
11 11 0	SBV...SBVCD.AA.CDE.HHHDE...G.E...GWW S99 D98 E97 A99 H95 G99 V96 W99 
11 11 0	SBV...SBVC.EAA.CDE.HHHDE...GD....GWW S99 D97 E98 A99 H95 G99 V96 W99 
11 11 0	SBV...SBVC..AA.CDE.HHHDE...GDE...GWW S99 D97 E97 A99 H95 G99 V96 W99 
11 11 0	SBV...SBVCDEAA.CDEHHH.DE...G.....GWW S99 D98 E98 A99 H94 G99 V96 W99 
11 11 0	SBV...SBVCD.AA.CDEHHH.DE...G.E...GWW S99 D98 E97 A99 H94 G99 V96 W99 
11 11 0	SBV..ESBV.DEAA.CDEHHHCD....G.....GWW S99 C99 D98 E99 A99 H94 G99 V96 W99 
11 11 0	SBV..ESBVCDEAA.CDEHHHGD....G......WW S99 D98 E99 A99 H94 G98 V96 W99 
11 11 0	SBV...SBVC.EAA.CDEHHH.DE...GD....GWW S99 D97 E98 A99 H94 G99 V96 W99 
11 11 0	SBV...SBVC..AA.CDEHHH.DE...GDE...GWW S99 D97 E97 A99 H94 G99 V96 W99 
11 11 0	SBV..ESBV..EAA.CDEHHHCD....GD....GWW S99 C99 D97 E99 A99 H94 G99 V96 W99 
11 11 0	SBV..ESBVC.EAA.CDEHHHGD....GD.....WW S99 D97 E99 A99 H94 G98 V96 W99 
11 11 0	SBV.D.SBV.DEAA.CDEHHHC.E...G.....GWW S99 C99 D99 E98 A99 H94 G99 V96 W99 
11 11 0	SBV.D.SBVCDEAA.CDEHHHG.E...G......WW S99 D99 E98 A99 H94 G98 V96 W99 
11 11 0	SBV.D.SBV.D.AA.CDEHHHC.E...G.E...GWW S99 C99 D99 E97 A99 H94 G99 V96 W99 
11 11 0	SBV.D.SBVCD.AA.CDEHHHG.E...G.E....WW S99 D99 E97 A99 H94 G98 V96 W99 
11 11 0	SBV.DESBVCDEAA.CDEHHHG.....G.....WW. S99 D99 E99 A99 H94 G98 V96 W98 
11 11 0	SBV.DESBVCDEAA.CDEHHHG.....G....WW.. S99 D99 E99 A99 H94 G98 V96 W97 
11 11 0	SBV.DESBVCDEAA.CDEHHHG.....G...WW... S99 D99 E99 A99 H94 G98 V96 W96 
11 11 0	SBV.DESBVCDEAA.CDEHHHG.....G..WW.... S99 D99 E99 A99 H94 G98 V96 W95 
11 11 0	...C...B.C...BAADEHHHGDES.VGDES.V.WW B99 C99 S97 A99 D99 E99 H98 G98 W99 
11 11 0	.B.C...B.C....AADEHHHGDES.VGDES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	.B.C...B.C..AA..DEHHHGDES.VGDES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	.B.C...B.C..AA.GDEHHHGDES.V.DES.VWW. S97 C99 D99 E99 A99 H98 G97 W98 
11 11 0	...C.E.B.C.E.BAADEHHHGD.S.VGD.S.V.WW B99 C99 E99 S97 A99 D99 H98 G98 W99 
11 11 0	.B.C.E.B.C.E..AADEHHHGD.S.VGD.S.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	.B.C.E.B.C.EAA..DEHHHGD.S.VGD.S.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	.B.C.E.B.C.EAA.GDEHHHGD.S.V.D.S.VWW. S97 C99 D99 E99 A99 H98 G97 W98 
11 11 0	...C...B.C.E.BAADEHHHGDES.VGD.S.VWW. B99 C99 S97 A99 D99 H98 G98 W98 
11 11 0	.B.C...B.C....AAD.HHHGDES.VGDES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
11 11 0	.B.C...B.C..AA..D.HHHGDES.VGDES.VWWE S97 C99 D99 E98 A99 H98 G98 W98 
11 11 0	.B.C...B.C..AA.GD.HHHGDES.V.DES.VWWE S97 C99 D99 E98 A99 H98 G97 W98 
11 11 0	...CD..B.CD..BAADEHHHG.ES.VG.ES.V.WW B99 C99 D99 S97 A99 E99 H98 G98 W99 
11 11 0	.B.CD..B.CD...AADEHHHG.ES.VG.ES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	....D....CD.SAACDESBHHHE.BVG.E..VGWW C98 D99 S99 A98 E99 B97 H98 G99 W99 
11 11 0	....D....CD..AACDESBHHHESBVG.E..VGWW C98 D99 A98 E99 S98 B97 H98 G99 W99 
11 11 0	....D....CD.AA.CDESBHHHESBVG.E..VGWW C98 D99 A97 E99 S98 B97 H98 G99 W99 
11 11 0	....D....CD..AACDE.BHHHESBVG.ES.VGWW C98 D99 A98 E99 B97 H98 S97 G99 W99 
11 11 0	....D....CD.AA.CDE.BHHHESBVG.ES.VGWW C98 D99 A97 E99 B97 H98 S97 G99 W99 
11 11 0	....D....CD.SAACDES.HHHE.BVG.E.BVGWW C98 D99 S99 A98 E99 H98 B96 G99 W99 
11 11 0	...CD....CD.SAA.DESHHH.E.BVG.E.BVGWW B96 C99 D99 S99 A98 E99 H97 G99 W99 
11 11 0	...C.....CD.S.AADESHHHDE.BVG.E.BVGWW B96 C99 D98 S99 A99 E99 H97 G99 W99 
11 11 0	...C.....C..S.AADESHHHDE.BVGDE.BVGWW B96 C99 D97 S99 A99 E99 H97 G99 W99 
11 11 0	....D....CD..AACDES.HHHESBVG.E.BVGWW C98 D99 A98 E99 S98 H98 B96 G99 W99 
11 11 0	...CD....CD..AA.DESHHH.ESBVG.E.BVGWW B96 C99 D99 S98 A98 E99 H97 G99 W99 
11 11 0	....D....CD.AA.CDES.HHHESBVG.E.BVGWW C98 D99 A97 E99 S98 H98 B96 G99 W99 
11 11 0	...CD....CD.AA..DESHHH.ESBVG.E.BVGWW B96 C99 D99 S98 A97 E99 H97 G99 W99 
11 11 0	...C.....CD...AADESHHHDESBVG.E.BVGWW B96 C99 D98 S98 A99 E99 H97 G99 W99 
11 11 0	...C.....C....AADESHHHDESBVGDE.BVGWW B96 C99 D97 S98 A99 E99 H97 G99 W99 
11 11 0	....D....CD..AACDE..HHHESBVG.ESBVGWW C98 D99 A98 E99 H98 S97 B96 G99 W99 
11 11 0	...CD....CD..AA.DE.HHH.ESBVG.ESBVGWW B96 C99 D99 S97 A98 E99 H97 G99 W99 
11 11 0	...CD....CD..AA.DEHHH..ESBVG.ESBVGWW B96 C99 D99 S97 A98 E99 H96 G99 W99 
11 11 0	....D....CD.AA.CDE..HHHESBVG.ESBVGWW C98 D99 A97 E99 H98 S97 B96 G99 W99 
11 11 0	...CD....CD.AA..DE.HHH.ESBVG.ESBVGWW B96 C99 D99 S97 A97 E99 H97 G99 W99 
11 11 0	...CD....CD.AA..DEHHH..ESBVG.ESBVGWW B96 C99 D99 S97 A97 E99 H96 G99 W99 
11 11 0	...C.....CD...AADE.HHHDESBVG.ESBVGWW B96 C99 D98 S97 A99 E99 H97 G99 W99 
11 11 0	...C.....C....AADE.HHHDESBVGDESBVGWW B96 C99 D97 S97 A99 E99 H97 G99 W99 
11 11 0	...C.....CD...AADEHHH.DESBVG.ESBVGWW B96 C99 D98 S97 A99 E99 H96 G99 W99 
11 11 0	...C.....C....AADEHHH.DESBVGDESBVGWW B96 C99 D97 S97 A99 E99 H96 G99 W99 
11 11 0	...CD....CD...AADEHHHG.ESBVG.ESBV.WW B96 C99 D99 S97 A99 E99 H96 G98 W99 
11 11 0	....D.S..CD.SAACDE.HHH.E.BVG.E.BVGWW C98 D99 A98 E99 H97 B96 G99 W99 
11 11 0	....D.S..CD.SAACDEHHH..E.BVG.E.BVGWW C98 D99 A98 E99 H96 B96 G99 W99 
11 11 0	...C..S..CD.SAA.DE.HHHDE.BVG.E.BVGWW B96 C99 D98 A98 E99 H97 G99 W99 
11 11 0	...C..S..C..SAA.DE.HHHDE.BVGDE.BVGWW B96 C99 D97 A98 E99 H97 G99 W99 
11 11 0	....D.S...D.SAACDEHHHC.E.BVG.E.BVGWW C97 D99 A98 E99 H96 B96 G99 W99 
11 11 0	...C..S..CD.SAA.DEHHH.DE.BVG.E.BVGWW B96 C99 D98 A98 E99 H96 G99 W99 
11 11 0	...C..S..C..SAA.DEHHH.DE.BVGDE.BVGWW B96 C99 D97 A98 E99 H96 G99 W99 
11 11 0	...CD.S..CD.SAA.DEHHHG.E.BVG.E.BV.WW B96 C99 D99 A98 E99 H96 G98 W99 
11 11 0	...CD.S..CD.SAAGDEHHHG.E.BV..E.BV.WW B96 C99 D99 A98 E99 H96 G97 W99 
11 11 0	...C..S..CD.S.AADEHHHGDE.BVG.E.BV.WW B96 C99 D98 A99 E99 H96 G98 W99 
11 11 0	...C..S..C..S.AADEHHHGDE.BVGDE.BV.WW B96 C99 D97 A99 E99 H96 G98 W99 
11 11 0	...CD.S..CD.S.AADEHHHG.E.BVG.E.BVWW. B96 C99 D99 A99 E99 H96 G98 W98 
11 11 0	.B.CD..B.CD.AA..DEHHHG.ES.VG.ES.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	.B.CD..B.CD.AA.GDEHHHG.ES.V..ES.VWW. S97 C99 D99 E99 A99 H98 G97 W98 
11 11 0	...CDE.B.CDE.BAADEHHHG..S.VG..S.V.WW B99 C99 D99 E99 S97 A99 H98 G98 W99 
11 11 0	.B.CDE.B.CDE..AADEHHHG..S.VG..S.VWW. S97 C99 D99 E99 A99 H98 G98 W98 
11 11 0	....DE...CDESAACDESBHHH..BVG....VGWW C98 D99 E99 S99 A98 B97 H98 G99 W99 
11 11 0	....DE...CDE.AACDESBHHH.SBVG....VGWW C98 D99 E99 A98 S98 B97 H98 G99 W99 
11 11 0	....DE...CDEAA.CDESBHHH.SBVG....VGWW C98 D99 E99 A97 S98 B97 H98 G99 W99 
11 11 0	....DE...CDE.AACDE.BHHH.SBVG..S.VGWW C98 D99 E99 A98 B97 H98 S97 G99 W99 
11 11 0	....DE...CDEAA.CDE.BHHH.SBVG..S.VGWW C98 D99 E99 A97 B97 H98 S97 G99 W99 
11 11 0	....DE...CDESAACDES.HHH..BVG...BVGWW C98 D99 E99 S99 A98 H98 B96 G99 W99 
11 11 0	...CDE...CDESAA.DESHHH...BVG...BVGWW B96 C99 D99 E99 S99 A98 H97 G99 W99 
