6 0 6	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
18 15 3	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 L96 O98 D97 C97 P95 B98 F98 
18 14 4	..DCIILLDCPOAA..POJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C97 P96 B97 F98 
18 12 6	..DIIOLLD..OAA.CPOJ.BCP.J.BFFFJ..... D96 L96 O98 C99 P97 B97 F98 
18 14 4	..DCIILLDCPO..AAPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P96 B98 F98 
18 12 6	..D.IILLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 I99 L96 O99 C99 P97 B97 F98 
18 10 8	...II.LL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 L96 O99 C98 P97 B98 F98 
18 13 5	...CIILLDCPOAAD.POJ....OJ.BFFFJ.B... D97 I99 L96 O99 C97 P96 B98 F98 
18 14 4	.IICP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C97 P95 B98 F98 
18 12 6	...CII.LLC.OAAD.POJ.D.POJ.BFFFJ.B... D98 I99 L95 O99 C97 P97 B98 F98 
18 15 3	IID.P.LLDCPOAA.C.OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C96 P95 B98 F98 
18 10 8	..II..LL...OAADCPOJ.DCPOJ.BFFFJ.B... I99 L96 O99 D98 C99 P97 B98 F98 
17 11 6	..IIP.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I99 L96 O99 D98 C99 P95 B98 F98 
18 13 5	II..P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P95 B98 F98 
18 10 8	...II..LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 L97 O99 C98 P97 B98 F98 
18 14 4	II.CP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I97 C97 P95 L96 O99 D98 B98 F98 
18 11 7	..II..LL..POAADCPOJ.DC.OJ.BFFFJ.B... I99 L96 O99 D98 C99 P96 B98 F98 
18 12 6	..IIPOLL..POAADC.OJ.DC..J.BFFFJ.B... I99 L96 O98 D98 C99 P95 B98 F98 
18 12 6	..IIP.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I99 L96 O99 D98 C98 P95 B98 F98 
18 11 7	.II...LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I98 L96 C98 O99 D98 P97 B98 F98 
18 10 8	.II.....LL.OAADCPOJ.DCPOJ.BFFFJ.B... I98 L98 O99 D98 C99 P97 B98 F98 
18 12 6	..DII.LLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 L96 O99 A99 C99 P96 B98 F98 
18 12 6	.IIC..LL.C.OAAD.POJ.D.POJ.BFFFJ.B... I98 L96 C97 O99 D98 P97 B98 F98 
18 13 5	.IIC..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I98 L96 C97 O99 D98 P96 B98 F98 
19 13 6	IID.....DLLOJAACPOJ.BCPOJ.BFFF...... I95 D98 L99 O99 A99 C99 P99 J97 B99 F98 
19 13 6	II.C..LL.C.OAAD.POJ.D.POJ.BFFFJ.B... I97 C97 L96 O99 D98 P97 B98 F98 
18 14 4	IIDC..LLDC.OAA..POJ...POJ.BFFFJ.B... I97 C97 L96 O99 D96 P97 B98 F98 
19 14 5	II.C..LLDC.OAAD.POJ...POJ.BFFFJ.B... I97 C97 L96 O99 D97 P97 B98 F98 
19 13 6	..IIP.LLDCPOAADC.OJ....OJ.BFFFJ.B... I99 L96 O99 D97 C98 P95 B98 F98 
19 13 6	.II.PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I96 L97 O98 D98 C99 P95 B98 F98 
19 13 6	II....LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C98 P96 B98 F98 
18 14 4	IID...LLDCPOAA.CPOJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P96 B98 F98 
19 13 6	.II....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C98 P94 B98 F98 
19 15 4	II.CPOLLDCPOAAD..OJ.B...J.BFFFJ..... I97 L96 D97 O98 C97 P95 B97 F98 
18 16 2	IIDCPOLLDCPOAA...OJ.B...J.BFFFJ..... I97 L96 D96 O98 C97 P95 B97 F98 
19 15 4	II.C.OLLDCPOAAD.POJ.....J.BFFFJ.B... I97 L96 D97 O98 C97 P94 B98 F98 
19 11 8	..II.OLL...OAADCPOJ.DCP.J.BFFFJ.B... I99 L96 O98 D98 C99 P97 B98 F98 
19 12 7	.II..OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I98 L96 C98 O98 D98 P97 B98 F98 
18 13 5	.II.POLL.CPOAADC.OJ.D...J.BFFFJ.B... I98 L96 C98 O98 D98 P95 B98 F98 
19 11 8	.II..O.LL..OAADCPOJ.DCP.J.BFFFJ.B... I98 L97 O98 D98 C99 P97 B98 F98 
18 12 6	.IIC.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I98 L97 O98 D98 C97 P97 B98 F98 
19 13 6	..IIP.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I95 L96 D97 O99 C99 P95 B98 F98 
19 13 6	.II..OLL.CPOAADCPOJ.D...J.BFFFJ.B... I98 L96 C98 O98 D98 P96 B98 F98 
19 14 5	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 L96 C98 O98 D97 P95 B98 F98 
19 11 8	...IIOLL.C.OAADCPOJ.D.P.J.BFFFJ.B... D98 L96 O98 C98 P97 B98 F98 
19 15 4	II.CPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I97 C97 P95 O98 L96 D98 B98 F98 
19 13 6	II.C.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I97 C97 O98 L97 D98 P97 B98 F98 
19 13 6	..IIP..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C98 P95 B98 F98 
19 13 6	...CII.LLCPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L95 O99 C97 P96 B98 F98 
19 12 7	II...OLLD..OAADCPOJ..CP.J.BFFFJ.B... I97 L96 D97 O98 C99 P97 B98 F98 
19 14 5	.II.PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I98 L97 O98 D98 C96 P95 B98 F98 
19 15 4	.IICPOLLDCPOAAD..OJ.....J.BFFFJ.B... I98 L96 O98 D97 C97 P95 B98 F98 
19 17 2	IIDCPOLLDCPOJ.AA.OJ.....J.BFFF..B... I97 L96 O98 A98 D96 C97 P95 J99 B98 F98 
19 17 2	.IICP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I96 L96 O99 A97 D95 C97 P95 B98 F98 
19 14 5	.II.P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I98 L96 O99 D97 C98 P95 B98 F98 
19 17 2	IIDCPOLLDCPO.AA..OJ.B...J.BFFFJ..... I97 L96 O98 A99 D96 C97 P95 B97 F98 
19 13 6	II...OLLDC.OAADCPOJ...P.J.BFFFJ.B... I97 L96 D97 O98 C98 P97 B98 F98 
19 13 6	...CIILL.C.OAAD.POJ.D.POJ.BFFFJ.B... D94 C97 I99 L96 O99 P97 B98 F98 
19 17 2	IIDCPOLLDCPOJ..AAOJ.....J.BFFF..B... I97 L96 O98 A97 D96 C97 P95 J99 B98 F98 
19 14 5	IID..OLLDC.OAA.CPOJ...P.J.BFFFJ.B... I97 L96 D96 O98 C98 P97 B98 F98 
19 12 7	....IILL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C98 P96 B98 F98 
19 13 6	.II.P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I98 L96 O99 D97 C99 P95 B98 F98 
19 17 2	II.CP.LL.CPOJ.DAAOJ.D..OJ.BFFF..B... I97 L96 O99 A97 D94 C97 P95 J99 B98 F98 
19 17 2	IIDCP.LLDCPOJ..AAOJ.B..OJ.BFFF...... I97 L96 O99 A97 D96 C97 P95 J99 B97 F98 
19 17 2	II.CP.LLDCPOJ.DAAOJ....OJ.BFFF..B... I97 L96 O99 A97 D95 C97 P95 J99 B98 F98 
19 17 2	II.CP.LLDCPO..DAAOJ.B..OJ.BFFFJ..... I97 L96 O99 A97 D95 C97 P95 B97 F98 
19 17 2	IIDCPOLLDCPO...AAOJ.B...J.BFFFJ..... I97 L96 O98 A97 D96 C97 P95 B97 F98 
19 14 5	II..PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I97 P95 L97 C98 O98 D98 B98 F98 
19 17 2	II.CP..LLCPO..DAAOJ.D..OJ.BFFFJ.B... I97 L95 O99 A97 D94 C97 P95 B98 F98 
19 17 2	II.CPOLL.CPO..DAAOJ.D...J.BFFFJ.B... I97 L96 O98 A97 D94 C97 P95 B98 F98 
19 15 4	..DCIILLDCPO..AAPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A98 C97 P96 B97 F98 
19 17 2	.IICP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I96 L96 O99 A97 D94 C97 P95 B98 F98 
19 15 4	.IICP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C97 P95 B97 F98 
19 14 5	II..POLL.CPOAADC.OJ.D...J.BFFFJ.B... I97 L96 O98 D98 C98 P95 B98 F98 
19 11 8	...IIO...LLOAADCPOJ.DCP.J.BFFFJ.B... D98 L97 O98 C99 P97 B98 F98 
19 15 4	..DCIILLDC.O.AA.POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A97 C97 P97 B97 F98 
19 11 8	...IIO.LL..OAADCPOJ.DCP.J.BFFFJ.B... D98 L97 O98 C99 P97 B98 F98 
19 11 8	...IIOLL...OAADCPOJ.DCP.J.BFFFJ.B... D98 L96 O98 C99 P97 B98 F98 
19 11 8	IID.....DLLOAABCPOJ.BCPOJ..FFFJ..... I97 D98 L99 O99 C99 P97 B96 F98 
19 11 8	.II..O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I98 O98 L98 D98 C99 P97 B98 F98 
18 12 6	.II.PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I98 O98 L98 D98 C99 P95 B98 F98 
19 13 6	..DII.LLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 L96 O99 C98 P96 B97 F98 
19 12 7	..II.O.LL.POAADCPOJ.DC..J.BFFFJ.B... I99 L97 O98 D98 C99 P96 B98 F98 
19 16 3	IID.POLLDCPOAA.C.OJ.B...J.BFFFJ..... I97 L96 O98 D96 C98 P95 B97 F98 
19 16 3	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 L96 O98 A99 D96 C98 P95 B98 F98 
19 12 7	IID.....DLLOAABCPOJ.BCPOJFFF..J..... I97 D98 L99 O99 C99 P97 B96 F96 
18 13 5	IID.....DLLOAABC.OJ.BCPOJFFFP.J..... I97 D98 L99 O99 C99 P96 B96 F96 
18 13 5	IID.....DLLOAABC.OJ.BC.OJFFFP.J...P. I97 D98 L99 O99 C99 P95 B96 F96 
18 14 4	IID.....DLL.AABC..J.BCPOJFFFPOJ....O I97 D98 L99 O97 C99 P96 B96 F96 
18 14 4	IID.....DLL.AABC..J.BC.OJFFFPOJ...PO I97 D98 L99 O97 C99 P95 B96 F96 
19 15 4	..DCIILLDCPO.AA.POJ....OJ.BFFFJ.B... D96 I99 L96 O99 A97 C97 P96 B98 F98 
19 14 5	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I98 L97 O98 D98 C97 P94 B98 F98 
19 12 7	.II..O.LL.POAADCPOJ.DC..J.BFFFJ.B... I98 L97 O98 D98 C99 P96 B98 F98 
19 11 8	IID..O..DLLOAABCPOJ.BCP.J..FFFJ..... I97 O98 D98 L99 C99 P97 B96 F98 
19 13 6	..IIPO..LLPOAADC.OJ.DC..J.BFFFJ.B... I95 L98 O98 D98 C99 P95 B98 F98 
19 12 7	.II..O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I98 L97 O98 D98 C98 P97 B98 F98 
19 13 6	.II...LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C98 P96 B98 F98 
19 13 6	.II..O.LLCPOAADCPOJ.D...J.BFFFJ.B... I98 L97 O98 D98 C98 P96 B98 F98 
19 13 6	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 C98 P96 O99 D98 B98 F98 
19 12 7	II.....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I97 L97 C98 O99 D98 P97 B98 F98 
19 17 2	IIDCP.LLDCPOJ.AA.OJ.B..OJ.BFFF...... I97 L96 O99 A98 D96 C97 P95 J99 B97 F98 
19 12 7	.II...LL..POAADCPOJ.DC.OJ.BFFFJ.B... I98 L96 O99 D98 C99 P96 B98 F98 
19 13 6	IID...J.DLLOJAACPOJ..CPO..BFFF..B... I95 D98 L99 O99 A99 C99 P99 J98 B98 F98 
19 12 7	II.....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I97 L97 P96 O99 D98 C99 B98 F98 
19 12 7	...IIOLLDC.OAADCPOJ...P.J.BFFFJ.B... D97 L96 O98 C98 P97 B98 F98 
19 11 8	..II.O.LL..OAADCPOJ.DCP.J.BFFFJ.B... I99 L97 O98 D98 C99 P97 B98 F98 
18 12 6	..IIPO.LL.POAADC.OJ.DC..J.BFFFJ.B... I99 L97 O98 D98 C99 P95 B98 F98 
19 15 4	IID...LLDCPOAA.CPOJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P94 B98 F98 
19 12 7	....IILLD.POAADCPOJ..C.OJ.BFFFJ.B... D97 I99 L96 O99 C99 P96 B98 F98 
19 17 2	IIDCPOLLDCPO..AA.OJ.B...J.BFFFJ..... I97 L96 O98 A98 D96 C97 P95 B97 F98 
19 14 5	..D.IILLDCPO.AACPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A99 C98 P96 B98 F98 
19 13 6	..IIPO.LLCPOAADC.OJ.D...J.BFFFJ.B... I99 L97 O98 D98 C98 P95 B98 F98 
19 16 3	IIDC..LLDCPOAA..POJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P94 B98 F98 
19 11 8	.II...LLD..OAADCPOJ..CPOJ.BFFFJ.B... I98 L96 D97 O99 C99 P97 B98 F98 
19 12 7	II....LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I95 L96 C98 O99 D98 P97 B98 F98 
18 13 5	IID...LLDC.OAA.CPOJ...POJ.BFFFJ.B... I95 L96 C98 O99 D96 P97 B98 F98 
19 11 8	..DII.LLD..OAABCPOJ.BCPOJ..FFFJ..... D96 L96 O99 C99 P97 B96 F98 
18 12 6	..DII.LLD..OAABCPOJ.BCPOJFFF..J..... D96 L96 O99 C99 P97 B96 F96 
18 13 5	..DII.LLD...AABCP.J.BCPOJFFF.OJ....O D96 L96 O97 C99 P97 B96 F96 
18 13 5	..DII.LLD..OAABC.OJ.BCPOJFFFP.J..... D96 L96 O99 C99 P96 B96 F96 
18 13 5	..DII.LLD..OAABC.OJ.BC.OJFFFP.J...P. D96 L96 O99 C99 P95 B96 F96 
18 14 4	..DII.LLD...AABC..J.BCPOJFFFPOJ....O D96 L96 O97 C99 P96 B96 F96 
18 14 4	..DII.LLD...AABC..J.BC.OJFFFPOJ...PO D96 L96 O97 C99 P95 B96 F96 
19 11 8	...IIO..LLPOAADCPOJ.DC..J.BFFFJ.B... D98 L98 O98 C99 P96 B98 F98 
19 13 6	..DIIOLLD.POAA.CPOJ.BC..J.BFFFJ..... D96 L96 O98 C99 P96 B97 F98 
19 11 8	...II.LLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 L96 O99 C99 P97 B97 F98 
19 15 4	..D.IILLD...AABC..J.BC.OJFFFPOJ...PO D96 I99 L96 O97 C99 P95 B96 F96 
18 16 2	..DCIILLDC..AAB...J.B..OJFFFPOJ...PO D96 I99 L96 O97 C97 P95 B96 F96 
19 12 7	..II.O..LLPOAADCPOJ.DC..J.BFFFJ.B... I99 O98 L98 P96 D98 C99 B98 F98 
19 13 6	..DII.LLD.POJAACPOJ..C.OJ.BFFF..B... D96 L96 O99 A99 C99 P96 J99 B98 F98 
19 17 2	IIDCP.LLDCPOJAA..OJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C97 P95 J99 B97 F98 
19 14 5	..DII.LLDC.OAABC.OJ.B..OJFFFP.J...P. D96 L96 O99 C98 P95 B96 F96 
19 16 3	..D.IILLDC..AABC..J.B..OJFFFPOJ...PO D96 I99 L96 O97 C98 P95 B96 F96 
19 17 2	..DCIILLDC..AAB...J.B.POJFFFPOJ....O D96 I99 L96 O97 C97 P94 B96 F96 
19 15 4	..DII.LLDC..AABC..J.B..OJFFFPOJ...PO D96 L96 O97 C98 P95 B96 F96 
19 15 4	..D.IILLD...AABC..J.BCPOJFFFPOJ....O D96 I99 L96 O97 C99 P96 B96 F96 
19 16 3	IIDC..LLDCPO.AA.POJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P94 B98 F98 
19 17 2	IIDCP.LLDCPOJ.BAAOJ.B..OJ..FFF...... I97 L96 O99 A97 D96 C97 P95 J99 B96 F98 
19 14 5	..DII.LLD...AABC.OJ.BC.OJFFFPOJ...P. D96 L96 O98 C99 P95 B96 F96 
19 14 5	..DII.LLDC.OAABC.OJ.B.POJFFFP.J..... D96 L96 O99 C98 P96 B96 F96 
19 18 1	IIDCP.LLDCPOJ.BAAOJ.B..OJFFF........ I97 L96 O99 A97 D96 C97 P95 J99 B96 F96 
19 12 7	II...O..LLPOAADCPOJ.DC..J.BFFFJ.B... I97 L98 O98 D98 C99 P96 B98 F98 
19 14 5	IID...LLDC.O.AACPOJ...POJ.BFFFJ.B... I95 L96 C98 O99 A99 D96 P97 B98 F98 
18 15 3	IID.P.LLDCPO.AAC.OJ....OJ.BFFFJ.B... I95 L96 C98 O99 A99 D96 P95 B98 F98 
19 19 0	IIDCP.LLDCP.J.BAA.J.B..OJFFF.O.....O I97 L96 O97 A97 D96 C97 P95 J99 B96 F96 
19 14 5	..DII.LLD...AABC.OJ.BCPOJFFFPOJ..... D96 L96 O98 C99 P96 B96 F96 
19 16 3	IID.P.LLDCPOJAAC.OJ....OJ.BFFF..B... I95 L96 C98 O99 A99 D96 P95 J99 B98 F98 
19 14 5	..D.IILLD...AABCP.J.BCPOJFFF.OJ....O D96 I99 L96 O97 C99 P97 B96 F96 
19 13 6	II....LLDC.OAADCPOJ...POJ.BFFFJ.B... I95 L96 C98 O99 D97 P97 B98 F98 
19 15 4	..D.IILLDC..AABCP.J.B.POJFFF.OJ....O D96 I99 L96 O97 C98 P97 B96 F96 
19 16 3	..DCIILLDC..AAB.P.J.B.POJFFF.OJ....O D96 I99 L96 O97 C97 P97 B96 F96 
19 16 3	..D.IILLDC..AABC..J.B.POJFFFPOJ....O D96 I99 L96 O97 C98 P96 B96 F96 
19 14 5	IID.....DLL.AABC.OJ.BCPOJFFFPOJ..... I97 D98 L99 O98 C99 P96 B96 F96 
19 13 6	..DII.LLDC.OAABCPOJ.B.POJFFF..J..... D96 L96 O99 C98 P97 B96 F96 
19 13 6	..DCIILLDC.OAAB.POJ.B.POJ..FFFJ..... D96 I99 L96 O99 C97 P97 B96 F98 
19 12 7	..DII.LLD..OAABCPOJ.BCPOJ.FFF.J..... D96 L96 O99 C99 P97 B96 F97 
19 13 6	..DII.LLD...AABCP.J.BCPOJ.FFFOJ....O D96 L96 O97 C99 P97 B96 F97 
19 12 7	II...OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L96 C98 D98 P97 B98 F98 
19 13 6	II.C.OLL.C.OAAD.POJ.D.P.J.BFFFJ.B... I97 O98 L96 C97 D98 P97 B98 F98 
19 14 5	II.C.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I97 O98 L96 C97 D97 P97 B98 F98 
19 13 6	IID.....DLL.AABCP.J.BCPOJFFF.OJ....O I97 D98 L99 O97 C99 P97 B96 F96 
19 13 6	..IIPO.LL.POAADC.OJ.DC..J.BFFFJ.B... I99 L97 O98 D98 C99 P95 B98 F98 
19 13 6	..D.IILLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 C99 P96 B97 F98 
19 15 4	II..P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I97 L96 O99 D97 C96 P95 B98 F98 
19 14 5	..D.IILLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C98 P96 B97 F98 
19 15 4	II.CP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P95 B97 F98 
19 11 8	..II.O..DLLOAADCPOJ..CP.J.BFFFJ.B... I99 L99 O98 D97 C99 P97 B98 F98 
19 15 4	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P95 B96 F98 
19 13 6	....IILLDCPOAADCPOJ....OJ.BFFFJ.B... D97 I99 L96 O99 C98 P96 B98 F98 
19 16 3	IIDCP.LLDCPOAAB..OJ.B..OJFFF..J..... I97 L96 O99 D96 C97 P95 B96 F96 
19 12 7	...IIOLLD..OAADCPOJ..CP.J.BFFFJ.B... D97 L96 O98 C99 P97 B98 F98 
19 17 2	IIDCP.LLDCP.AAB...J.B..OJFFF.OJ....O I97 L96 O97 D96 C97 P95 B96 F96 
19 14 5	...CIILLDCPOAAD.POJ....OJ.BFFFJ.B... D95 C97 I99 L96 P96 O99 B98 F98 
19 15 4	..DCIILLDCPO.AA.POJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A99 C97 P96 B97 F98 
19 15 4	IIDC.OLLDC.OAA..POJ...P.J.BFFFJ.B... I97 L96 D96 O98 C97 P97 B98 F98 
19 15 4	..DCIILLDCPOJ.AAPOJ....OJ.BFFF..B... D96 I99 L96 O99 A98 C97 P96 J99 B98 F98 
19 11 8	.II..O...LLOAADCPOJ.DCP.J.BFFFJ.B... I98 O98 L99 D98 C99 P97 B98 F98 
19 14 5	II....LLDCPOAADCPOJ....OJ.BFFFJ.B... I97 L96 D97 O99 C98 P94 B98 F98 
19 13 6	..DIIOLLDC.O.AACPOJ...P.J.BFFFJ.B... D96 L96 O98 A99 C98 P97 B98 F98 
19 15 4	II.C..LLDCPOAAD.POJ....OJ.BFFFJ.B... I97 L96 D97 O99 C97 P94 B98 F98 
19 11 8	....II..LL.OAADCPOJ.DCPOJ.BFFFJ.B... I95 L98 O99 D98 C99 P97 B98 F98 
19 11 8	...II..LLCPOAADCPOJ.D..OJ.BFFFJ.B... D98 L97 O99 C98 P96 B98 F98 
19 14 5	.II.POLL.CPOAADC.OJ.D...J.BFFFJ.B... I98 L96 O98 D98 C98 P95 B98 F98 
19 13 6	..DIIOLLD..O.AACPOJ.BCP.J.BFFFJ..... D96 L96 O98 A99 C99 P97 B97 F98 
19 11 8	.II...LL...OAADCPOJ.DCPOJ.BFFFJ.B... I98 L96 O99 D98 C99 P97 B98 F98 
19 14 5	II.C..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C97 P94 B98 F98 
19 12 7	..II..LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I99 L96 O99 D98 C98 P96 B98 F98 
19 16 3	IIDC.OLLDCPOAA..POJ.....J.BFFFJ.B... I97 L96 O98 D96 C97 P94 B98 F98 
19 15 4	IID..OLLDCPOAA.CPOJ.....J.BFFFJ.B... I97 L96 O98 D96 C98 P96 B98 F98 
19 11 8	...IIO.LLC.OAADCPOJ.D.P.J.BFFFJ.B... D98 L97 O98 C98 P97 B98 F98 
19 12 7	II...O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L97 C98 D98 P97 B98 F98 
19 12 7	..II..LLD.POAADCPOJ..C.OJ.BFFFJ.B... I99 L96 O99 D97 C99 P96 B98 F98 
19 13 6	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 D97 P96 O99 C99 B98 F98 
19 14 5	II..P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 P95 L96 C98 O99 D98 B98 F98 
19 14 5	IID...LLD.POAA.CPOJ..C.OJ.BFFFJ.B... I97 L96 D96 P96 O99 C99 B98 F98 
19 15 4	.IICP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I98 L96 O97 D98 C97 P95 B98 F98 
19 13 6	..DII.LLDCPO.AACPOJ....OJ.BFFFJ.B... D96 L96 O99 A99 C98 P96 B98 F98 
19 13 6	..DIIOLLDCPOAA.CPOJ.....J.BFFFJ.B... D96 L96 O98 C98 P96 B98 F98 
20 14 6	IID..O..DLLOAABC.OJ.BC..JFFFP.J...P. I97 D98 L99 O98 C99 P95 B96 F96 
20 16 4	II..POLLDCPOAADC.OJ.....J.BFFFJ.B... I97 L96 O98 D95 C98 P95 B98 F98 
20 17 3	IIDC..LLDCPO..AAPOJ.B..OJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P94 B97 F98 
20 17 3	IID.POLLDCPO.AAC.OJ.B...J.BFFFJ..... I97 L96 O98 A99 D96 C98 P95 B97 F98 
20 13 7	..II.OLLD.POAADCPOJ..C..J.BFFFJ.B... I99 L96 O98 D97 C99 P96 B98 F98 
20 14 6	II.C...LLC.OAAD.POJ.D.POJ.BFFFJ.B... I97 L97 O99 D98 C97 P95 B98 F98 
20 15 5	IID...LLD.PO.AACPOJ..C.OJ.BFFFJ.B... I97 L96 D96 P96 O99 A99 C99 B98 F98 
20 13 7	II...O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L97 C98 D98 P97 B98 F98 
20 12 8	II....LLD..OAADCPOJ.BCPOJ.BFFFJ..... I97 L96 D97 O99 C99 P97 B97 F98 
19 13 6	II..P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I97 L96 D97 O99 C99 P95 B97 F98 
19 14 5	II..P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I97 L96 D97 O99 C98 P95 B97 F98 
20 13 7	..II...LL.POAADCPOJ.DC.OJ.BFFFJ.B... I97 L97 O99 D98 C99 P94 B98 F98 
20 15 5	IID..OLLDC.O.AACPOJ...P.J.BFFFJ.B... I97 L96 D96 O98 A99 C98 P97 B98 F98 
20 16 4	IID...LLDCPO.AACPOJ....OJ.BFFFJ.B... I97 L96 D96 P96 O99 A99 C98 B98 F98 
20 12 8	..DIIOLLD..OAABCPOJ.BCP.J..FFFJ..... D96 L96 O98 C99 P97 B96 F98 
20 14 6	II..POLLD.POAADC.OJ.BC..J.BFFFJ..... I97 L96 D97 O98 C99 P95 B97 F98 
19 15 4	IID.POLLD.POAA.C.OJ.BC..J.BFFFJ..... I97 L96 D96 O98 C99 P95 B97 F98 
20 12 8	..II.OLLD..OAADCPOJ..CP.J.BFFFJ.B... I99 L96 O98 D97 C99 P97 B98 F98 
19 13 6	..IIPOLLD.POAADC.OJ..C..J.BFFFJ.B... I99 L96 O98 D97 C99 P95 B98 F98 
20 13 7	.II..OLLDC.OAADCPOJ...P.J.BFFFJ.B... I98 L96 C98 O98 D97 P97 B98 F98 
20 14 6	..IIP.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I99 L96 O99 D97 C98 P95 B97 F98 
20 13 7	....IILL.C.OAADCPOJ.D.POJ.BFFFJ.B... D94 I99 L96 C98 O99 P97 B98 F98 
20 14 6	.II.POLLD.POAADC.OJ..C..J.BFFFJ.B... I98 P95 O98 L96 D97 C99 B98 F98 
20 14 6	..IIPOLLDCPOAADC.OJ.....J.BFFFJ.B... I99 L96 O98 D97 C98 P95 B98 F98 
20 14 6	..IIPOLLD.POAADC.OJ.BC..J.BFFFJ..... I99 L96 O98 D97 C99 P95 B97 F98 
20 14 6	..IIP.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I95 L96 D97 O99 C99 P95 B97 F98 
