12 0 12	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
15 6 9	..VVDE..BCDEAABCF.HJBCF.HJNNFI.KK..I V98 B99 C99 D99 E99 F99 
15 3 12	VV.C....BCD.AABCDE.JB.FEHJNNFIHKK.FI B99 E99 H99 
15 9 6	.VV.DE..BCDEAABC....BCFIHJNNFIHJKKF. V99 B99 C99 D99 E99 H99 J99 I99 K99 
15 6 9	VVB.D...BCDEAABC.EHJ.CFIHJNNFI..KKF. C99 D99 E98 I99 K99 
15 3 12	VV......BCDEAABCDE.JBCF.HJNNFIHKK.FI B99 C99 H99 
15 3 12	.VVC....BCDEAABCDE.JB.F.HJNNFIHKK.FI V99 B99 H99 
15 6 9	VV.CDE..BCDEAABC.IH.B.FIHJNNF..JKKF. B99 D99 E99 J99 I98 K99 
15 6 9	..VVD...BCD.AABC.EHJBCFEHJNNFI.KK.FI V98 B99 C99 D99 E97 
15 6 9	..VVD...BCDEAABC.EHJBCF.HJNNFI.KK.FI V98 B99 C99 D99 E98 
15 6 9	VV.CDE..BCDEAABCF..JB.F.HJNNFIH..KKI B99 D99 E99 H99 F99 K98 
15 6 9	VVB.DE..BCDEAABCF..J.CF.HJNNFIH..KKI C99 D99 E99 H99 F99 K98 
15 6 9	..VV.E..BCDEAABCD.HJBCF.HJNNFI.KK.FI V98 B99 C99 D98 E99 
15 6 9	VV.CD...BCDEAABC.EHJB.FIHJNNFI..KKF. B99 D99 E98 I99 K99 
15 6 9	VV..DE..BCDEAABCF.HJBCF.HJNNFI...KKI B99 C99 D99 E99 F99 K98 
15 3 12	VV.C....BCDEAABCDEH.B.F.HJNNFI.JKKFI B99 J99 K99 
15 6 9	VVBCDE..BCDEAABC.I....FIHJNNF.HJKKF. D99 E99 H99 J99 I98 K99 
15 6 9	VV.C.E..BCDEAABCD.HJB.FIHJNNFI..KKF. B99 D98 E99 I99 K99 
15 6 9	VVB.D...BCDEAABC.EHJ.CFIHJNNFIKK..F. C99 D99 E98 I99 K99 
15 3 12	VV......BCDEAABCDEHJBCF.HJNNFI..KKFI B99 C99 K99 
15 3 12	VV.C....BCDEAABCDE.JB.F.HJNNFIH.KKFI B99 H99 K99 
15 6 9	VVBCDE..BCDEAABCF..J..FIHJNNFIH..KK. D99 E99 H99 F99 I99 K98 
15 3 12	.VVC....BCDEAABCDEHJB.F.HJNNFI..KKFI V99 B99 K99 
15 6 9	VVBCDE..BCDEAABCF.....F.HJNNFIHJ.KKI D99 E99 H99 J99 F99 K98 
15 6 9	VVB..E..BCDEAABCD.HJ.CFIHJNNFIKK..F. C99 D98 E99 I99 K99 
15 6 9	VV..DE..BCDEAABCF.HJBCF.HJNNFI..KK.I B99 C99 D99 E99 F99 K99 
15 6 9	VVB.DE..BCDEAABCF.H..CF.HJNNFI.J.KKI C99 D99 E99 J99 F99 K98 
15 6 9	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI B99 D99 E99 J99 F99 K98 
15 6 9	VV..D...BCD.AABC.EHJBCFEHJNNFI..KKFI B99 C99 D99 E97 K99 
15 6 9	.VVCDE..BCDEAABCF.HJB.F.HJNNFI...KKI V99 B99 D99 E99 F99 K98 
15 6 9	VVBCDE..BCDEAABCF..J..FIHJNNFIH...KK D99 E99 H99 F99 I99 K97 
15 6 9	VV..D...BCDEAABC.EHJBCF.HJNNFI..KKFI B99 C99 D99 E98 K99 
15 6 9	VV...E..BCDEAABCD.HJBCF.HJNNFI..KKFI B99 C99 D98 E99 K99 
15 6 9	VV.CDE..BCDEAABCF..JB.FIHJNNFIHKK... B99 D99 E99 H99 F99 I99 
15 6 9	.VVCDE..BCDEAABCF..JB.F.HJNNFIHKK..I V99 B99 D99 E99 H99 F99 
15 6 9	VV..DE..BCDEAABCF.HJBCF.HJNNFIKK...I B99 C99 D99 E99 F99 K99 
15 3 12	VV......BCDEAABCDEHJBCF.HJNNFIKK..FI B99 C99 K99 
15 6 9	VV..D...BCD.AABC.EHJBCFEHJNNFIKK..FI B99 C99 D99 E97 K99 
15 6 9	VVB..E..BCDEAABCD.HJ.CFIHJNNFI..KKF. C99 D98 E99 I99 K99 
15 6 9	VV..D...BCDEAABC.EHJBCF.HJNNFIKK..FI B99 C99 D99 E98 K99 
15 6 9	VV...E..BCDEAABCD.HJBCF.HJNNFIKK..FI B99 C99 D98 E99 K99 
15 3 12	VV.C....BCDEAABCDEHJB.FIHJNNFIKK..F. B99 I99 K99 
15 6 9	VVB.D...BCDEAABC.E.J.CFIHJNNFIHKK.F. C99 D99 E98 H99 I99 
15 6 9	VVB..E..BCDEAABCD..J.CFIHJNNFIHKK.F. C99 D98 E99 H99 I99 
15 3 12	VVB.D...BCDEAABCFEHJ.CF.HJNNFI.KK..I C99 D99 F99 
15 6 9	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI....KK C99 D99 E99 F99 I99 K97 
15 3 12	.VVC....BCDEAABCDEHJB.F.HJNNFIKK..FI V99 B99 K99 
15 6 9	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI...KK. C99 D99 E99 F99 I99 K98 
15 6 9	VVBCDE..BCDEAABCF.H...FIHJNNFI.J.KK. D99 E99 J99 F99 I99 K98 
15 6 9	VVB.DE..BCDEAABCF..J.CF.HJNNFIH.KK.I C99 D99 E99 H99 F99 K99 
15 3 12	VV.C....BCDEAABCDEHJB.FIHJNNFI..KKF. B99 I99 K99 
15 3 12	VV.C....BCDEAABCDE.JB.FIHJNNFIHKK.F. B99 H99 I99 
15 6 9	VVB.D...BCD.AABC.E.J.CFEHJNNFIH.KKFI C99 D99 E97 H99 K99 
15 6 9	VVB.D...BCDEAABC.E.J.CF.HJNNFIH.KKFI C99 D99 E98 H99 K99 
15 6 9	VVB..E..BCDEAABCD..J.CF.HJNNFIH.KKFI C99 D98 E99 H99 K99 
15 3 12	VVBCD...BCD.AABCFEHJ..FEHJNNFI.KK..I D99 E99 F99 
15 6 9	VVBCD...BCDEAABC.E.J..FIHJNNFIH.KKF. D99 E98 H99 I99 K99 
15 3 12	VVBCD...BCDEAABCFEHJ..F.HJNNFIKK...I D99 F99 K99 
15 6 9	VVB.DE..BCDEAABCF.H..CF.HJNNFI.JKK.I C99 D99 E99 J99 F99 K99 
15 6 9	VVB.D...BCD.AABC.EH..CFEHJNNFI.JKKFI C99 D99 E97 J99 K99 
15 3 12	VVBC....BCDEAABCDE.J..FIHJNNFIH.KKF. H99 I99 K99 
15 3 12	VVB.....BCDEAABCDEHJ.CFIHJNNFIKK..F. C99 I99 K99 
15 6 9	VVB.D...BCDEAABC.EH..CF.HJNNFI.JKKFI C99 D99 E98 J99 K99 
15 6 9	VVB.DE..BCDEAABC.I.J.CFIHJNNF.H.KKF. C99 D99 E99 H99 I98 K99 
15 6 9	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I B99 D99 E99 J99 F99 K99 
15 3 12	VV......BCDEAABCDEHJBCFIHJNNFI.KK.F. B99 C99 I99 
15 6 9	VVB..E..BCDEAABCD.H..CF.HJNNFI.JKKFI C99 D98 E99 J99 K99 
15 6 9	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI..KK.. C99 D99 E99 F99 I99 K99 
15 3 12	VVB.....BCDEAABCDE.J.CFIHJNNFIHKK.F. C99 H99 I99 
15 6 9	VV.CD...BCD.AABC.EH.B.FEHJNNFI.JKKFI B99 D99 E97 J99 K99 
15 6 9	VV.C.E..BCDEAABCD.H.B.F.HJNNFI.JKKFI B99 D98 E99 J99 K99 
15 6 9	VVBCDE..BCDEAABCF.....F.HJNNFIHJKK.I D99 E99 H99 J99 F99 K99 
15 6 9	VVBCD...BCD.AABC.E....FEHJNNFIHJKKFI D99 E97 H99 J99 K99 
15 6 9	VVBCD...BCDEAABC.E....F.HJNNFIHJKKFI D99 E98 H99 J99 K99 
15 6 9	VVBC.E..BCDEAABCD.....F.HJNNFIHJKKFI D98 E99 H99 J99 K99 
15 6 9	VV..DE..BCDEAABC.IHJBCFIHJNNF.KK..F. B99 C99 D99 E99 I98 K99 
15 6 9	...VVE..BCDEAABCD.HJBCF.HJNNFI.KK.FI V97 B99 C99 D98 E99 
15 6 9	VVB.DE..BCDEAABCF.HJ.CFIHJNNFIKK.... C99 D99 E99 F99 I99 K99 
15 6 9	VV..DE..BCDEAABCF.HJBCFIHJNNFI.KK... B99 C99 D99 E99 F99 I99 
15 3 12	VV......BCD.AABCDEHJBCFEHJNNFI.KK.FI B99 C99 E99 
15 6 9	VVBCD...BCDEAABC.EH...FIHJNNFI.JKKF. D99 E98 J99 I99 K99 
15 6 9	VVBC.E..BCDEAABCD.H...FIHJNNFI.JKKF. D98 E99 J99 I99 K99 
15 6 9	VV..DE..BCDEAABC.IHJBCFIHJNNF...KKF. B99 C99 D99 E99 I98 K99 
15 6 9	.VV.DE..BCDEAABC.IHJBCFIHJNNF..KK.F. V99 B99 C99 D99 E99 I98 
15 6 9	.VV.DE..BCDEAABCF.HJBCF.HJNNFI.KK..I V99 B99 C99 D99 E99 F99 
15 3 12	....VV..BCDEAABCDEHJBCF.HJNNFI.KK.FI V96 B99 C99 
15 6 9	.VV.D...BCD.AABC.EHJBCFEHJNNFI.KK.FI V99 B99 C99 D99 E97 
15 3 12	VVBCD...BCDEAABCFEHJ..FIHJNNFI.KK... D99 F99 I99 
15 6 9	.VV.D...BCDEAABC.EHJBCF.HJNNFI.KK.FI V99 B99 C99 D99 E98 
15 6 9	.VV..E..BCDEAABCD.HJBCF.HJNNFI.KK.FI V99 B99 C99 D98 E99 
15 6 9	VV.CDE..BCDEAABCF.HJB.FIHJNNFI....KK B99 D99 E99 F99 I99 K97 
15 6 9	.VVCDE..BCDEAABCF.HJB.F.HJNNFIKK...I V99 B99 D99 E99 F99 K99 
15 6 9	.VVCD...BCD.AABC.EHJB.FEHJNNFIKK..FI V99 B99 D99 E97 K99 
15 6 9	VV.CDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. B99 D99 E99 H99 I98 K99 
15 6 9	.VVCD...BCDEAABC.EHJB.F.HJNNFIKK..FI V99 B99 D99 E98 K99 
15 6 9	.VVC.E..BCDEAABCD.HJB.F.HJNNFIKK..FI V99 B99 D98 E99 K99 
15 6 9	..VVDE..BCDEAABC.IHJBCFIHJNNF..KK.F. V98 B99 C99 D99 E99 I98 
15 3 12	VV.CD...BCDEAABCFEHJB.F.HJNNFI.KK..I B99 D99 F99 
15 6 9	VV.CDE..BCDEAABCF.HJB.FIHJNNFI..KK.. B99 D99 E99 F99 I99 K99 
15 6 9	.VVCDE..BCDEAABCF.HJB.FIHJNNFI.KK... V99 B99 D99 E99 F99 I99 
15 3 12	...VV...BCDEAABCDEHJBCF.HJNNFI.KK.FI V97 B99 C99 
15 6 9	.VVCD...BCDEAABC.EHJB.FIHJNNFI.KK.F. V99 B99 D99 E98 I99 
15 6 9	.VVC.E..BCDEAABCD.HJB.FIHJNNFI.KK.F. V99 B99 D98 E99 I99 
15 3 12	VVBCD...BCDEAABCFEHJ..F.HJNNFI..KK.I D99 F99 K99 
15 6 9	.VVCDE..BCDEAABC.I.JB.FIHJNNF.HKK.F. V99 B99 D99 E99 H99 I98 
15 3 12	..VV....BCDEAABCDEHJBCF.HJNNFI.KK.FI V98 B99 C99 
15 6 9	.VVCD...BCD.AABC.E.JB.FEHJNNFIHKK.FI V99 B99 D99 E97 H99 
15 6 9	.VVCD...BCDEAABC.E.JB.F.HJNNFIHKK.FI V99 B99 D99 E98 H99 
15 6 9	.VVC.E..BCDEAABCD..JB.F.HJNNFIHKK.FI V99 B99 D98 E99 H99 
15 6 9	VV.CDE..BCDEAABCF.HJB.FIHJNNFIKK.... B99 D99 E99 F99 I99 K99 
16 7 9	VVB..E..BCDEAABCD..J.CFIHJNNFIH.KKF. C99 D98 E99 H99 I99 K99 
16 7 9	.VV.DE..BCDEAABCF.HJBCFIHJNNFI.KK... V99 B99 C99 D99 E99 F99 I99 
16 7 9	VV..D...BCDEAABC.E.JBCFIHJNNFIHKK.F. B99 C99 D99 E98 H99 I99 
16 7 9	VV...E..BCDEAABCD..JBCFIHJNNFIHKK.F. B99 C99 D98 E99 H99 I99 
16 7 9	.VV.DE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V99 B99 C99 D99 E99 H99 I98 
16 7 9	.VVCDE..BCDEAABCF..JB.F.HJNNFIH..KKI V99 B99 D99 E99 H99 F99 K98 
16 4 12	....VV..BCDEAABCDE.JBCF.HJNNFIHKK.FI V96 B99 C99 H99 
16 4 12	...VV...BCDEAABCDE.JBCF.HJNNFIHKK.FI V97 B99 C99 H99 
16 7 9	VV..D...BCDEAABC.EHJBCFIHJNNFIKK..F. B99 C99 D99 E98 I99 K99 
16 7 9	VV...E..BCDEAABCD.HJBCFIHJNNFIKK..F. B99 C99 D98 E99 I99 K99 
16 7 9	..VVDE..BCDEAABCF.HJBCF.HJNNFIKK...I V98 B99 C99 D99 E99 F99 K99 
16 4 12	VV......BCD.AABCDEHJBCFEHJNNFIKK..FI B99 C99 E99 K99 
16 4 12	...VV...BCDEAABCDEHJBCF.HJNNFIKK..FI V97 B99 C99 K99 
16 7 9	..VVD...BCD.AABC.EHJBCFEHJNNFIKK..FI V98 B99 C99 D99 E97 K99 
16 7 9	..VVD...BCDEAABC.EHJBCF.HJNNFIKK..FI V98 B99 C99 D99 E98 K99 
16 4 12	..VV....BCDEAABCDEHJBCF.HJNNFIKK..FI V98 B99 C99 K99 
16 4 12	.VVC....BCD.AABCDEHJB.FEHJNNFIKK..FI V99 B99 E99 K99 
16 7 9	VV..DE..BCDEAABCF.HJBCFIHJNNFI....KK B99 C99 D99 E99 F99 I99 K97 
16 7 9	..VV.E..BCDEAABCD.HJBCF.HJNNFIKK..FI V98 B99 C99 D98 E99 K99 
16 7 9	VV.CDE..BCDEAABCF..JB.FIHJNNFIH...KK B99 D99 E99 H99 F99 I99 K97 
16 7 9	..VVDE..BCDEAABC.IHJBCFIHJNNF...KKF. V98 B99 C99 D99 E99 I98 K99 
16 7 9	VV..D...BCDEAABC.EHJBCFIHJNNFI..KKF. B99 C99 D99 E98 I99 K99 
16 7 9	VVB.DE..BCDEAABCF.H..CFIHJNNFI.J.KK. C99 D99 E99 J99 F99 I99 K98 
16 7 9	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI V99 B99 D99 E99 J99 F99 K98 
16 7 9	VV...E..BCDEAABCD.HJBCFIHJNNFI..KKF. B99 C99 D98 E99 I99 K99 
16 4 12	VV......BCD.AABCDEHJBCFEHJNNFI..KKFI B99 C99 E99 K99 
16 7 9	..VVDE..BCDEAABCF.HJBCFIHJNNFI.KK... V98 B99 C99 D99 E99 F99 I99 
16 7 9	..VVD...BCDEAABC.EHJBCFIHJNNFI.KK.F. V98 B99 C99 D99 E98 I99 
16 7 9	VV..DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. B99 C99 D99 E99 H99 I98 K99 
16 4 12	.VVC....BCDEAABCDEH.B.F.HJNNFI.JKKFI V99 B99 J99 K99 
16 4 12	...VV...BCDEAABCDEHJBCF.HJNNFI..KKFI V97 B99 C99 K99 
16 4 12	VV.C....BCD.AABCDEH.B.FEHJNNFI.JKKFI B99 E99 J99 K99 
16 7 9	..VV.E..BCDEAABCD.HJBCFIHJNNFI.KK.F. V98 B99 C99 D98 E99 I99 
16 7 9	VV..DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI B99 C99 D99 E99 J99 F99 K98 
16 7 9	.VV.DE..BCDEAABCF.HJBCF.HJNNFI...KKI V99 B99 C99 D99 E99 F99 K98 
16 7 9	..VVDE..BCDEAABCF..JBCF.HJNNFIHKK..I V98 B99 C99 D99 E99 H99 F99 
16 7 9	..VVD...BCD.AABC.E.JBCFEHJNNFIHKK.FI V98 B99 C99 D99 E97 H99 
16 7 9	VVB.DE..BCDEAABCF....CF.HJNNFIHJ.KKI C99 D99 E99 H99 J99 F99 K98 
16 7 9	VV.CDE..BCDEAABCF...B.F.HJNNFIHJ.KKI B99 D99 E99 H99 J99 F99 K98 
16 7 9	..VVD...BCDEAABC.E.JBCF.HJNNFIHKK.FI V98 B99 C99 D99 E98 H99 
16 7 9	..VV.E..BCDEAABCD..JBCF.HJNNFIHKK.FI V98 B99 C99 D98 E99 H99 
16 7 9	..VVDE..BCDEAABCF.HJBCF.HJNNFI..KK.I V98 B99 C99 D99 E99 F99 K99 
16 4 12	.VVC....BCDEAABCDEHJB.FIHJNNFIKK..F. V99 B99 I99 K99 
16 7 9	..VVDE..BCDEAABCF.HJBCF.HJNNFI...KKI V98 B99 C99 D99 E99 F99 K98 
16 4 12	..VV....BCDEAABCDE.JBCF.HJNNFIHKK.FI V98 B99 C99 H99 
16 4 12	.VVC....BCD.AABCDE.JB.FEHJNNFIHKK.FI V99 B99 E99 H99 
16 4 12	.VVC....BCDEAABCDEHJB.FIHJNNFI..KKF. V99 B99 I99 K99 
16 7 9	..VVD...BCD.AABC.EHJBCFEHJNNFI..KKFI V98 B99 C99 D99 E97 K99 
16 7 9	..VVD...BCDEAABC.EHJBCF.HJNNFI..KKFI V98 B99 C99 D99 E98 K99 
16 4 12	.VV.....BCDEAABCDEHJBCF.HJNNFIKK..FI V99 B99 C99 K99 
16 4 12	.VVC....BCDEAABCDE.JB.FIHJNNFIHKK.F. V99 B99 H99 I99 
16 4 12	VV......BCDEAABCDE.JBCF.HJNNFIH.KKFI B99 C99 H99 K99 
16 4 12	.VV.....BCDEAABCDEHJBCFIHJNNFI.KK.F. V99 B99 C99 I99 
16 4 12	.VV.....BCDEAABCDE.JBCF.HJNNFIHKK.FI V99 B99 C99 H99 
16 7 9	..VV.E..BCDEAABCD.HJBCF.HJNNFI..KKFI V98 B99 C99 D98 E99 K99 
16 4 12	VV.C....BCDEAABCDE..B.F.HJNNFIHJKKFI B99 H99 J99 K99 
16 4 12	.VV.....BCD.AABCDEHJBCFEHJNNFI.KK.FI V99 B99 C99 E99 
16 7 9	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.J.KK. B99 D99 E99 J99 F99 I99 K98 
16 7 9	VVB.DE..BCDEAABCF..J.CFIHJNNFIH...KK C99 D99 E99 H99 F99 I99 K97 
16 7 9	VV..DE..BCDEAABCF..JBCF.HJNNFIH..KKI B99 C99 D99 E99 H99 F99 K98 
16 4 12	VVBC....BCDEAABCDE....FIHJNNFIHJKKF. H99 J99 I99 K99 
16 7 9	VV.CDE..BCDEAABCF..JB.FIHJNNFIH..KK. B99 D99 E99 H99 F99 I99 K98 
16 7 9	...VVE..BCDEAABCD.HJBCFIHJNNFI.KK.F. V97 B99 C99 D98 E99 I99 
16 7 9	VV..DE..BCDEAABCF.HJBCFIHJNNFI...KK. B99 C99 D99 E99 F99 I99 K98 
16 7 9	.VVCDE..BCDEAABCF.HJB.FIHJNNFI...KK. V99 B99 D99 E99 F99 I99 K98 
16 7 9	VVBCDE..BCDEAABCF.....FIHJNNFIHJ..KK D99 E99 H99 J99 F99 I99 K97 
16 4 12	VVB.....BCDEAABCDE...CF.HJNNFIHJKKFI C99 H99 J99 K99 
16 4 12	VV.C....BCDEAABCDEH.B.FIHJNNFI.JKKF. B99 J99 I99 K99 
16 4 12	VV......BCDEAABCDEHJBCFIHJNNFI..KKF. B99 C99 I99 K99 
16 4 12	VV......BCDEAABCDEH.BCF.HJNNFI.JKKFI B99 C99 J99 K99 
16 4 12	VVB.....BCD.AABCDEH..CFEHJNNFI.JKKFI C99 E99 J99 K99 
16 7 9	...VVE..BCDEAABCD..JBCF.HJNNFIHKK.FI V97 B99 C99 D98 E99 H99 
16 7 9	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.J..KK B99 D99 E99 J99 F99 I99 K97 
16 7 9	VVB.DE..BCDEAABCF.H..CFIHJNNFI.J..KK C99 D99 E99 J99 F99 I99 K97 
16 7 9	VVB.DE..BCDEAABCF..J.CFIHJNNFIH..KK. C99 D99 E99 H99 F99 I99 K98 
16 4 12	VVB.....BCDEAABCDEH..CFIHJNNFI.JKKF. C99 J99 I99 K99 
16 4 12	VVB.....BCDEAABCDE.J.CFIHJNNFIH.KKF. C99 H99 I99 K99 
16 4 12	VVBC....BCD.AABCDE....FEHJNNFIHJKKFI E99 H99 J99 K99 
16 4 12	VVB.....BCD.AABCDE.J.CFEHJNNFIH.KKFI C99 E99 H99 K99 
16 4 12	.VV.....BCDEAABCDEHJBCF.HJNNFI..KKFI V99 B99 C99 K99 
16 4 12	VV......BCDEAABCDE.JBCFIHJNNFIHKK.F. B99 C99 H99 I99 
16 4 12	.VVC....BCDEAABCDE.JB.F.HJNNFIH.KKFI V99 B99 H99 K99 
16 7 9	.VVCDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. V99 B99 D99 E99 H99 I98 K99 
16 4 12	VV.C....BCDEAABCDE.JB.FIHJNNFIH.KKF. B99 H99 I99 K99 
16 7 9	VVBCDE..BCDEAABCF.....FIHJNNFIHJ.KK. D99 E99 H99 J99 F99 I99 K98 
16 7 9	...VVE..BCDEAABCD.HJBCF.HJNNFI..KKFI V97 B99 C99 D98 E99 K99 
16 4 12	....VV..BCDEAABCDEHJBCF.HJNNFIKK..FI V96 B99 C99 K99 
16 4 12	VVBCDE..BCDEAABCFIHJ..FIHJNNF..KK... D99 E99 F99 I98 
16 7 9	..VVDE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V98 B99 C99 D99 E99 H99 I98 
16 4 12	VV......BCDEAABCDEHJBCFIHJNNFIKK..F. B99 C99 I99 K99 
16 7 9	...VVE..BCDEAABCD.HJBCF.HJNNFIKK..FI V97 B99 C99 D98 E99 K99 
16 7 9	VV..DE..BCDEAABCF.HJBCFIHJNNFIKK.... B99 C99 D99 E99 F99 I99 K99 
16 7 9	VV..DE..BCDEAABCF.HJBCFIHJNNFI..KK.. B99 C99 D99 E99 F99 I99 K99 
16 7 9	..VVDE..BCDEAABC.IHJBCFIHJNNF.KK..F. V98 B99 C99 D99 E99 I98 K99 
16 4 12	..VV....BCDEAABCDEHJBCFIHJNNFI.KK.F. V98 B99 C99 I99 
16 7 9	VVB.DE..BCDEAABCF..J.CFIHJNNFIH.KK.. C99 D99 E99 H99 F99 I99 K99 
16 4 12	...VV...BCDEAABCDEHJBCFIHJNNFI.KK.F. V97 B99 C99 I99 
16 7 9	VV..DE..BCDEAABCF..JBCFIHJNNFIHKK... B99 C99 D99 E99 H99 F99 I99 
16 4 12	....VV..BCDEAABCDEHJBCFIHJNNFI.KK.F. V96 B99 C99 I99 
16 7 9	VV.CDE..BCDEAABCF..JB.FIHJNNFIH.KK.. B99 D99 E99 H99 F99 I99 K99 
16 7 9	.VV.DE..BCDEAABCF..JBCF.HJNNFIHKK..I V99 B99 C99 D99 E99 H99 F99 
16 7 9	.VVCDE..BCDEAABCF..JB.FIHJNNFIHKK... V99 B99 D99 E99 H99 F99 I99 
16 7 9	.VV.D...BCD.AABC.E.JBCFEHJNNFIHKK.FI V99 B99 C99 D99 E97 H99 
16 7 9	.VV.D...BCDEAABC.E.JBCF.HJNNFIHKK.FI V99 B99 C99 D99 E98 H99 
16 7 9	.VV..E..BCDEAABCD..JBCF.HJNNFIHKK.FI V99 B99 C99 D98 E99 H99 
16 7 9	.VV.D...BCDEAABC.EHJBCFIHJNNFI.KK.F. V99 B99 C99 D99 E98 I99 
16 7 9	VVBCDE..BCDEAABCF.....FIHJNNFIHJKK.. D99 E99 H99 J99 F99 I99 K99 
16 7 9	.VV..E..BCDEAABCD.HJBCFIHJNNFI.KK.F. V99 B99 C99 D98 E99 I99 
16 7 9	.VVCDE..BCDEAABCF..JB.F.HJNNFIH.KK.I V99 B99 D99 E99 H99 F99 K99 
16 7 9	.VVCD...BCD.AABC.E.JB.FEHJNNFIH.KKFI V99 B99 D99 E97 H99 K99 
16 7 9	.VVCD...BCDEAABC.E.JB.F.HJNNFIH.KKFI V99 B99 D99 E98 H99 K99 
16 7 9	.VVC.E..BCDEAABCD..JB.F.HJNNFIH.KKFI V99 B99 D98 E99 H99 K99 
16 7 9	.VVCD...BCDEAABC.E.JB.FIHJNNFIHKK.F. V99 B99 D99 E98 H99 I99 
16 7 9	.VVC.E..BCDEAABCD..JB.FIHJNNFIHKK.F. V99 B99 D98 E99 H99 I99 
16 7 9	.VVCD...BCDEAABC.EHJB.FIHJNNFIKK..F. V99 B99 D99 E98 I99 K99 
16 7 9	VV..DE..BCDEAABC.IH.BCFIHJNNF..JKKF. B99 C99 D99 E99 J99 I98 K99 
16 7 9	.VVC.E..BCDEAABCD.HJB.FIHJNNFIKK..F. V99 B99 D98 E99 I99 K99 
16 7 9	.VV.DE..BCDEAABCF.HJBCF.HJNNFIKK...I V99 B99 C99 D99 E99 F99 K99 
16 4 12	....VV..BCD.AABCDEHJBCFEHJNNFI.KK.FI V96 B99 C99 E99 
16 4 12	..B.VV..BCDEAABCDEHJ.CF.HJNNFI.KK.FI V96 B98 C99 
16 7 9	.VVCDE..BCDEAABC.IH.B.FIHJNNF..JKKF. V99 B99 D99 E99 J99 I98 K99 
16 7 9	.VV.D...BCD.AABC.EHJBCFEHJNNFIKK..FI V99 B99 C99 D99 E97 K99 
16 7 9	.VV.D...BCDEAABC.EHJBCF.HJNNFIKK..FI V99 B99 C99 D99 E98 K99 
16 7 9	VVB.DE..BCDEAABC.I...CFIHJNNF.HJKKF. C99 D99 E99 H99 J99 I98 K99 
16 7 9	.VV..E..BCDEAABCD.HJBCF.HJNNFIKK..FI V99 B99 C99 D98 E99 K99 
16 7 9	.VVCD...BCDEAABC.EHJB.FIHJNNFI..KKF. V99 B99 D99 E98 I99 K99 
16 7 9	.VVC.E..BCDEAABCD.HJB.FIHJNNFI..KKF. V99 B99 D98 E99 I99 K99 
16 7 9	..BVVE..BCDEAABCD.HJ.CF.HJNNFI.KK.FI V97 B98 C99 D98 E99 
16 7 9	VVB.D...BCDEAABC.EH..CFIHJNNFI.JKKF. C99 D99 E98 J99 I99 K99 
16 7 9	VVB..E..BCDEAABCD.H..CFIHJNNFI.JKKF. C99 D98 E99 J99 I99 K99 
16 7 9	VV.CD...BCDEAABC.EH.B.FIHJNNFI.JKKF. B99 D99 E98 J99 I99 K99 
16 4 12	...CVV..BCDEAABCDEHJB.F.HJNNFI.KK.FI V96 B99 C98 
16 7 9	VV.C.E..BCDEAABCD.H.B.FIHJNNFI.JKKF. B99 D98 E99 J99 I99 K99 
16 4 12	....VV..BCDEAABCDEHJBCF.HJNNFI..KKFI V96 B99 C99 K99 
16 7 9	.VV.DE..BCDEAABCF.HJBCF.HJNNFI..KK.I V99 B99 C99 D99 E99 F99 K99 
16 7 9	.VV.D...BCD.AABC.EHJBCFEHJNNFI..KKFI V99 B99 C99 D99 E97 K99 
16 4 12	..VV....BCDEAABCDEHJBCF.HJNNFI..KKFI V98 B99 C99 K99 
16 7 9	.VV.D...BCDEAABC.EHJBCF.HJNNFI..KKFI V99 B99 C99 D99 E98 K99 
16 7 9	.VV..E..BCDEAABCD.HJBCF.HJNNFI..KKFI V99 B99 C99 D98 E99 K99 
16 7 9	VV.CDE..BCDEAABCF...B.F.HJNNFIHJKK.I B99 D99 E99 H99 J99 F99 K99 
16 7 9	VV.CD...BCD.AABC.E..B.FEHJNNFIHJKKFI B99 D99 E97 H99 J99 K99 
16 7 9	VV.CD...BCDEAABC.E..B.F.HJNNFIHJKKFI B99 D99 E98 H99 J99 K99 
16 7 9	VV.C.E..BCDEAABCD...B.F.HJNNFIHJKKFI B99 D98 E99 H99 J99 K99 
16 7 9	VVBCD...BCDEAABC.E....FIHJNNFIHJKKF. D99 E98 H99 J99 I99 K99 
16 7 9	VVBC.E..BCDEAABCD.....FIHJNNFIHJKKF. D98 E99 H99 J99 I99 K99 
